customer_id,customer_type,order_id,order_amount
1023,SMB,7720.0,2832.45
1023,SMB,7807.0,1636.81
1024,SMB,5583.0,4616.05
1025,SMB,6184.0,872.96
1025,SMB,7639.0,3587.75
1025,SMB,8007.0,1412.19
1025,SMB,8617.0,3271.4
1025,SMB,8945.0,53.55
1025,SMB,9803.0,2940.1
1026,Startup,5939.0,1684.27
1026,Startup,6855.0,1365.14
1026,Startup,7164.0,2302.04
1026,Startup,8006.0,3158.4
1026,Startup,9933.0,3311.33
1027,SMB,5414.0,3315.47
1027,SMB,7699.0,2238.23
1027,SMB,9178.0,2645.96
1028,Startup,5649.0,2124.54
1028,Startup,6794.0,3001.92
1028,Startup,7868.0,1192.14
1028,Startup,9692.0,4031.09
1029,Startup,5097.0,3032.12
1029,Startup,5346.0,177.16
1029,Startup,6335.0,4709.61
1029,Startup,8525.0,439.55
1029,Startup,9325.0,1476.35
1030,Enterprise,6513.0,3490.1
1030,Enterprise,7366.0,809.39
1030,Enterprise,7740.0,2297.1
1030,Enterprise,9852.0,1648.74
1031,Startup,5273.0,4506.31
1031,Startup,7421.0,4645.44
1031,Startup,7717.0,2822.57
1031,Startup,7848.0,4053.85
1031,Startup,9423.0,2965.23
1032,SMB,6832.0,4578.43
1032,SMB,8346.0,698.85
1032,SMB,9466.0,4341.36
1033,Enterprise,5347.0,1458.48
1033,Enterprise,7944.0,2363.57
1033,Enterprise,8497.0,2380.39
1034,Startup,,
1035,Startup,5573.0,3656.85
1035,Startup,5707.0,3411.38
1035,Startup,7130.0,3243.49
1035,Startup,7146.0,2540.94
1035,Startup,7454.0,1942.7
1036,Startup,5920.0,84.56
1036,Startup,6014.0,1602.83
1036,Startup,9408.0,3087.85
1037,SMB,5224.0,3428.54
1037,SMB,5316.0,1239.48
1038,SMB,5218.0,3385.5
1038,SMB,6587.0,4216.03
1038,SMB,8312.0,3164.64
1038,SMB,8772.0,828.32
1038,SMB,9479.0,2349.68
1039,Startup,5066.0,3655.44
1039,Startup,5095.0,132.13
1039,Startup,5362.0,2744.51
1039,Startup,5729.0,3245.73
1039,Startup,5913.0,1280.59
1039,Startup,6461.0,3094.6
1039,Startup,8131.0,2706.21
1039,Startup,8667.0,1234.09
1039,Startup,8824.0,2612.27
1039,Startup,9402.0,102.82
1040,SMB,5212.0,3838.55
1040,SMB,5230.0,3477.15
1040,SMB,5239.0,272.73
1040,SMB,5241.0,1739.53
1040,SMB,6907.0,2179.21
1040,SMB,8270.0,4541.94
1040,SMB,9010.0,323.9
1040,SMB,9088.0,1828.73
1040,SMB,9468.0,4295.94
1041,SMB,6985.0,2997.3
1041,SMB,7110.0,2031.77
1041,SMB,7254.0,676.85
1041,SMB,7310.0,816.19
1041,SMB,7376.0,650.79
1041,SMB,8213.0,3903.65
1041,SMB,8662.0,161.71
1042,SMB,6141.0,2889.14
1042,SMB,9649.0,1614.72
1043,Enterprise,5859.0,3261.3
1043,Enterprise,6208.0,2812.95
1043,Enterprise,6364.0,1999.09
1043,Enterprise,6795.0,1407.35
1043,Enterprise,8423.0,165.99
1043,Enterprise,8660.0,4192.79
1043,Enterprise,9298.0,1638.63
1044,Startup,6499.0,3479.9
1044,Startup,6862.0,2291.77
1044,Startup,7888.0,1228.72
1044,Startup,8140.0,4737.17
1044,Startup,9055.0,4960.86
1044,Startup,9631.0,1277.27
1045,SMB,7670.0,1167.04
1045,SMB,7968.0,4304.54
1045,SMB,8849.0,1422.43
1045,SMB,9336.0,1242.93
1046,Startup,5291.0,716.15
1046,Startup,5474.0,4057.89
1046,Startup,8633.0,2506.8
1047,SMB,5024.0,257.48
1047,SMB,5172.0,3378.3
1047,SMB,6654.0,1585.66
1047,SMB,7009.0,2953.68
1047,SMB,8331.0,2077.33
1047,SMB,8674.0,1806.49
1048,Startup,7582.0,4414.09
1048,Startup,9036.0,1089.73
1048,Startup,9237.0,3661.91
1048,Startup,9485.0,2339.16
1049,Startup,5950.0,663.04
1049,Startup,6688.0,2664.54
1049,Startup,7223.0,2330.33
1049,Startup,7348.0,1086.07
1049,Startup,7883.0,1755.75
1049,Startup,8022.0,3119.01
1049,Startup,8992.0,382.84
1049,Startup,9404.0,2093.56
1050,SMB,5955.0,2745.92
1050,SMB,6670.0,4179.91
1050,SMB,8079.0,3208.79
1050,SMB,8499.0,4706.17
1050,SMB,9379.0,2649.45
1051,Startup,5878.0,3724.35
1052,Startup,8799.0,2979.45
1053,Startup,5781.0,1594.72
1053,Startup,7712.0,959.87
1053,Startup,7736.0,2379.97
1053,Startup,7890.0,896.88
1053,Startup,9517.0,3959.83
1054,Startup,5171.0,1240.63
1054,Startup,7885.0,2837.66
1054,Startup,8643.0,2868.94
1054,Startup,9082.0,3003.78
1055,Startup,6074.0,295.55
1055,Startup,6603.0,2085.16
1055,Startup,7945.0,1463.62
1056,Startup,6224.0,4863.68
1056,Startup,9160.0,4205.07
1056,Startup,9393.0,2088.15
1056,Startup,9838.0,1153.6
1057,SMB,6590.0,2328.63
1057,SMB,6812.0,4073.61
1057,SMB,7623.0,4846.27
1057,SMB,8972.0,2088.67
1058,SMB,6043.0,1241.98
1058,SMB,6853.0,1299.0
1058,SMB,8204.0,2477.72
1058,SMB,9572.0,1178.91
1058,SMB,9704.0,2057.82
1059,Enterprise,5569.0,926.56
1059,Enterprise,5711.0,1471.74
1059,Enterprise,7463.0,1383.73
1059,Enterprise,7744.0,3757.55
1059,Enterprise,7970.0,2437.01
1059,Enterprise,8496.0,2302.01
1059,Enterprise,8597.0,1317.3
1059,Enterprise,9011.0,1030.75
1059,Enterprise,9086.0,2573.3
1059,Enterprise,9297.0,4609.29
1060,SMB,5407.0,2286.11
1060,SMB,5959.0,4305.24
1060,SMB,6211.0,4617.09
1060,SMB,6614.0,1370.63
1060,SMB,9400.0,4611.22
1060,SMB,9926.0,4869.78
1061,SMB,5133.0,1169.09
1061,SMB,8683.0,2525.98
1061,SMB,8796.0,2597.13
1061,SMB,9119.0,4480.75
1062,SMB,5142.0,3774.72
1062,SMB,5186.0,4887.54
1062,SMB,7125.0,4763.69
1062,SMB,9026.0,3286.2
1062,SMB,9112.0,688.45
1063,Startup,6256.0,1865.65
1063,Startup,7083.0,4940.67
1063,Startup,7377.0,4930.37
1063,Startup,8748.0,4987.24
1063,Startup,9683.0,3947.38
1064,SMB,5446.0,760.17
1064,SMB,7527.0,4146.67
1064,SMB,9279.0,1206.36
1064,SMB,9367.0,1601.17
1065,SMB,5823.0,607.32
1065,SMB,6286.0,3035.9
1065,SMB,7150.0,3258.87
1065,SMB,7637.0,1948.86
1065,SMB,7875.0,493.78
1065,SMB,8412.0,3366.27
1065,SMB,8602.0,1375.97
1065,SMB,9442.0,401.04
1066,Startup,5650.0,3016.53
1066,Startup,6546.0,507.63
1066,Startup,6813.0,2914.84
1066,Startup,6858.0,3299.99
1066,Startup,7005.0,3823.69
1066,Startup,7676.0,172.85
1067,SMB,6040.0,1614.7
1067,SMB,6151.0,2393.51
1068,Startup,6838.0,775.74
1068,Startup,7112.0,2061.99
1068,Startup,7470.0,3109.61
1068,Startup,8017.0,939.27
1068,Startup,8622.0,4360.45
1068,Startup,9226.0,3067.17
1069,Enterprise,5783.0,4314.02
1069,Enterprise,7471.0,2572.07
1069,Enterprise,8493.0,2472.15
1069,Enterprise,8678.0,3220.39
1069,Enterprise,8785.0,267.04
1070,Startup,6024.0,1534.49
1070,Startup,6567.0,1612.38
1070,Startup,6748.0,3328.05
1070,Startup,9147.0,2303.88
1070,Startup,9807.0,1057.5
1071,Startup,8918.0,559.58
1071,Startup,9373.0,4494.09
1072,SMB,5449.0,2998.62
1072,SMB,6887.0,1367.2
1072,SMB,9507.0,2677.75
1072,SMB,9531.0,894.85
1072,SMB,9642.0,2369.83
1072,SMB,9915.0,4030.34
1073,Enterprise,5510.0,344.96
1073,Enterprise,6020.0,1941.51
1073,Enterprise,6155.0,486.27
1073,Enterprise,7084.0,1977.48
1073,Enterprise,7364.0,3875.56
1073,Enterprise,8395.0,282.95
1073,Enterprise,8589.0,680.67
1073,Enterprise,8631.0,734.32
1073,Enterprise,8656.0,2104.24
1073,Enterprise,8715.0,4475.79
1073,Enterprise,8948.0,1206.22
1073,Enterprise,9344.0,1920.09
1073,Enterprise,9750.0,2120.9
1074,Startup,6689.0,2362.94
1074,Startup,7723.0,4412.23
1074,Startup,8143.0,462.73
1074,Startup,9233.0,572.29
1075,Startup,5367.0,2515.74
1075,Startup,6660.0,709.76
1075,Startup,6989.0,3168.59
1075,Startup,7380.0,2913.89
1075,Startup,7431.0,2835.14
1075,Startup,7663.0,4005.46
1075,Startup,7755.0,627.9
1075,Startup,9267.0,1248.81
1076,Startup,5824.0,2068.5
1076,Startup,6622.0,351.48
1076,Startup,7183.0,1206.77
1076,Startup,8406.0,300.01
1076,Startup,8832.0,3093.77
1076,Startup,9541.0,493.68
1077,Startup,5986.0,1917.95
1077,Startup,7462.0,3370.1
1077,Startup,9168.0,2308.81
1078,Enterprise,6658.0,1327.63
1078,Enterprise,8427.0,518.05
1079,SMB,5350.0,4257.3
1079,SMB,6190.0,3822.95
1079,SMB,6349.0,1449.69
1079,SMB,6846.0,2267.46
1079,SMB,7980.0,4661.14
1079,SMB,8607.0,2053.29
1080,SMB,6236.0,3855.3
1081,Startup,5009.0,4176.54
1081,Startup,7338.0,721.35
1081,Startup,8372.0,701.25
1082,Startup,5282.0,3326.08
1082,Startup,6768.0,2775.32
1082,Startup,7575.0,826.67
1082,Startup,8200.0,4397.35
1082,Startup,8545.0,354.96
1082,Startup,8994.0,4112.64
1082,Startup,9472.0,1070.07
1083,SMB,6227.0,1221.22
1083,SMB,7073.0,3257.75
1083,SMB,7672.0,3973.07
1083,SMB,7792.0,2498.26
1083,SMB,8627.0,113.19
1083,SMB,9714.0,2452.14
1084,Enterprise,5372.0,4494.78
1084,Enterprise,5385.0,1613.08
1084,Enterprise,5522.0,303.19
1084,Enterprise,5529.0,2553.2
1084,Enterprise,5642.0,2858.59
1084,Enterprise,5921.0,2047.23
1084,Enterprise,6096.0,3134.89
1084,Enterprise,7303.0,361.39
1084,Enterprise,7327.0,895.53
1084,Enterprise,8246.0,4186.08
1084,Enterprise,8512.0,2726.02
1084,Enterprise,9385.0,2762.71
1085,SMB,5842.0,1753.25
1085,SMB,8303.0,4456.59
1086,SMB,5031.0,3670.86
1086,SMB,5479.0,4081.21
1086,SMB,5756.0,4238.31
1086,SMB,6821.0,1466.37
1086,SMB,8139.0,203.79
1086,SMB,9411.0,958.12
1087,Startup,5544.0,4732.56
1087,Startup,6357.0,2200.93
1087,Startup,6363.0,3793.15
1087,Startup,7193.0,846.26
1087,Startup,7455.0,2243.48
1087,Startup,8830.0,4690.87
1087,Startup,9777.0,4318.56
1088,Startup,5469.0,2605.6
1088,Startup,6498.0,2277.22
1088,Startup,7770.0,610.49
1088,Startup,8375.0,4861.66
1088,Startup,8762.0,4514.48
1088,Startup,9341.0,2005.2
1089,Startup,5017.0,3395.32
1089,Startup,5195.0,2166.06
1089,Startup,5792.0,4299.61
1089,Startup,7103.0,3100.64
1089,Startup,8456.0,4173.32
1089,Startup,9454.0,249.63
1090,SMB,5497.0,2795.7
1090,SMB,5905.0,4336.88
1090,SMB,8001.0,4660.88
1090,SMB,8094.0,2853.3
1090,SMB,9309.0,3927.29
1091,SMB,7528.0,4840.93
1091,SMB,8199.0,2461.06
1091,SMB,9183.0,590.93
1091,SMB,9814.0,2793.14
1092,Startup,5250.0,3175.31
1092,Startup,5480.0,1437.66
1092,Startup,6197.0,2666.85
1092,Startup,6265.0,3172.31
1092,Startup,8745.0,4951.6
1092,Startup,9059.0,2486.47
1093,Startup,5575.0,1996.08
1093,Startup,7209.0,4168.11
1093,Startup,8068.0,3095.97
1093,Startup,8138.0,828.99
1093,Startup,8905.0,3754.46
1093,Startup,8952.0,4932.43
1093,Startup,9289.0,1475.0
1093,Startup,9397.0,2974.82
1094,Startup,9310.0,4815.78
1094,Startup,9603.0,2235.66
1095,Startup,6173.0,3610.26
1095,Startup,8458.0,3956.99
1096,SMB,7765.0,3656.04
1096,SMB,8379.0,2145.62
1096,SMB,9021.0,208.37
1096,SMB,9427.0,2141.11
1097,Startup,6336.0,3399.26
1097,Startup,6863.0,4731.29
1097,Startup,8489.0,2691.4
1097,Startup,8816.0,3231.87
1098,SMB,5060.0,244.38
1098,SMB,6815.0,3918.24
1098,SMB,8555.0,1123.23
1098,SMB,9372.0,533.21
1098,SMB,9634.0,3616.9
1099,Enterprise,5176.0,2015.11
1099,Enterprise,5359.0,332.28
1099,Enterprise,6228.0,2443.32
1099,Enterprise,7508.0,4727.83
1099,Enterprise,8228.0,2805.71
1100,SMB,5622.0,1081.16
1100,SMB,7847.0,1809.87
1100,SMB,7856.0,4653.11
1100,SMB,8416.0,997.87
1100,SMB,8596.0,2809.25
1101,Enterprise,6135.0,808.07
1101,Enterprise,6245.0,2217.6
1101,Enterprise,6358.0,4354.19
1101,Enterprise,6570.0,1001.68
1101,Enterprise,7811.0,2237.18
1101,Enterprise,7827.0,1303.35
1101,Enterprise,9409.0,3978.01
1102,Startup,5463.0,4381.91
1102,Startup,5803.0,4253.04
1102,Startup,5835.0,1995.95
1102,Startup,6009.0,4442.97
1102,Startup,6936.0,1384.67
1102,Startup,7561.0,1793.54
1102,Startup,7895.0,4973.09
1102,Startup,8025.0,2201.66
1102,Startup,8365.0,3077.7
1103,SMB,5493.0,4140.39
1103,SMB,7278.0,798.76
1103,SMB,8927.0,4026.36
1104,Startup,6086.0,4552.26
1104,Startup,6532.0,1341.2
1104,Startup,6891.0,2869.01
1104,Startup,7511.0,2355.34
1104,Startup,7655.0,4047.75
1104,Startup,7926.0,3697.13
1104,Startup,7986.0,1864.86
1104,Startup,8377.0,594.59
1104,Startup,9167.0,3107.75
1104,Startup,9684.0,2729.61
1105,Startup,6325.0,4092.44
1105,Startup,7313.0,1892.92
1105,Startup,8214.0,698.52
1105,Startup,9709.0,4149.65
1105,Startup,9765.0,4754.38
1106,SMB,5501.0,3012.89
1106,SMB,5898.0,1989.46
1106,SMB,9448.0,190.27
1106,SMB,9459.0,2567.27
1107,SMB,5160.0,221.63
1107,SMB,5683.0,1566.76
1107,SMB,7358.0,2041.19
1107,SMB,9647.0,2800.3
1108,Startup,5078.0,3455.83
1108,Startup,5911.0,4935.13
1108,Startup,5971.0,1480.39
1108,Startup,6515.0,4951.91
1108,Startup,8575.0,1870.16
1108,Startup,9854.0,1350.04
1109,SMB,6621.0,1598.53
1109,SMB,6929.0,1213.4
1109,SMB,7272.0,69.4
1109,SMB,7467.0,2907.07
1109,SMB,7485.0,3736.52
1109,SMB,8233.0,2446.71
1109,SMB,8250.0,95.37
1109,SMB,8409.0,2250.18
1109,SMB,8822.0,4420.04
1109,SMB,9575.0,1580.88
1110,Enterprise,6176.0,1331.58
1110,Enterprise,9395.0,3363.59
1111,SMB,5524.0,2582.95
1111,SMB,6520.0,1953.35
1111,SMB,7502.0,235.77
1111,SMB,7690.0,983.07
1111,SMB,7904.0,57.07
1111,SMB,8361.0,895.3
1111,SMB,8671.0,2553.76
1111,SMB,9582.0,367.02
1111,SMB,9882.0,1297.75
1112,SMB,6547.0,2316.61
1112,SMB,6811.0,572.97
1112,SMB,8255.0,381.61
1112,SMB,8324.0,529.25
1112,SMB,9295.0,159.9
1112,SMB,9437.0,138.89
1112,SMB,9810.0,2196.93
1113,Startup,5293.0,4166.02
1113,Startup,6455.0,2700.94
1113,Startup,6634.0,3479.96
1113,Startup,6640.0,823.99
1113,Startup,7304.0,977.37
1113,Startup,7631.0,2438.34
1113,Startup,8481.0,4315.04
1113,Startup,9253.0,284.71
1113,Startup,9761.0,4559.53
1114,Startup,5229.0,1170.05
1114,Startup,5765.0,1618.87
1114,Startup,6112.0,1494.96
1114,Startup,7604.0,4537.93
1114,Startup,8202.0,4652.86
1114,Startup,9209.0,2781.55
1115,Startup,5235.0,346.72
1115,Startup,7041.0,2951.87
1115,Startup,8871.0,4657.62
1115,Startup,9681.0,139.26
1116,Startup,5491.0,289.4
1116,Startup,6057.0,1068.68
1116,Startup,7586.0,2785.88
1116,Startup,8196.0,3661.13
1116,Startup,8990.0,2863.18
1117,Startup,5441.0,442.44
1117,Startup,5598.0,1704.25
1117,Startup,5872.0,1061.0
1117,Startup,6186.0,3105.11
1117,Startup,6625.0,2075.45
1117,Startup,7529.0,4454.69
1118,SMB,5935.0,1915.49
1118,SMB,6646.0,2917.6
1118,SMB,7321.0,3147.91
1118,SMB,7384.0,1924.58
1118,SMB,7884.0,846.87
1118,SMB,8494.0,2587.25
1118,SMB,8884.0,483.49
1118,SMB,9302.0,560.58
1119,Startup,5706.0,3331.98
1119,Startup,5761.0,359.04
1119,Startup,6416.0,1489.84
1119,Startup,6593.0,4768.87
1119,Startup,7921.0,4356.62
1119,Startup,9694.0,2020.37
1120,Startup,5193.0,3115.98
1120,Startup,5332.0,3426.85
1120,Startup,6328.0,2714.9
1120,Startup,7092.0,147.27
1120,Startup,9155.0,1850.44
1120,Startup,9515.0,3829.87
1121,Startup,5682.0,1271.94
1121,Startup,8769.0,2218.27
1122,Startup,5499.0,3175.72
1122,Startup,5549.0,678.37
1122,Startup,6457.0,1976.58
1122,Startup,7448.0,3636.56
1122,Startup,8051.0,1037.88
1122,Startup,9018.0,1821.31
1123,SMB,7673.0,975.19
1123,SMB,8735.0,3391.89
1124,SMB,5217.0,4896.8
1124,SMB,5873.0,2122.54
1124,SMB,6252.0,2875.99
1124,SMB,6446.0,2365.22
1124,SMB,6659.0,2346.73
1124,SMB,7013.0,2142.3
1124,SMB,7452.0,2452.07
1124,SMB,7981.0,490.6
1124,SMB,8480.0,1115.46
1124,SMB,9031.0,2313.29
1125,SMB,7444.0,4347.09
1125,SMB,7449.0,1591.99
1125,SMB,8112.0,4770.83
1125,SMB,9222.0,3676.98
1126,SMB,5724.0,3812.03
1126,SMB,7407.0,3334.28
1126,SMB,7614.0,4066.76
1126,SMB,8483.0,2616.54
1127,Startup,5538.0,535.14
1127,Startup,7120.0,3966.99
1127,Startup,7262.0,4620.27
1127,Startup,7349.0,408.99
1127,Startup,7649.0,3913.33
1127,Startup,8649.0,3360.33
1127,Startup,8882.0,53.91
1127,Startup,9551.0,4661.1
1128,Startup,6195.0,3032.22
1128,Startup,6518.0,3872.15
1128,Startup,7647.0,177.9
1128,Startup,8419.0,1807.23
1128,Startup,8520.0,3387.23
1128,Startup,9434.0,2959.59
1129,Enterprise,5749.0,1382.35
1129,Enterprise,6331.0,4156.35
1129,Enterprise,6526.0,2903.62
1129,Enterprise,6910.0,3822.54
1129,Enterprise,6927.0,773.18
1129,Enterprise,8176.0,248.34
1129,Enterprise,8765.0,2269.62
1129,Enterprise,8786.0,1666.78
1129,Enterprise,9120.0,4914.13
1129,Enterprise,9781.0,1146.39
1130,Startup,5370.0,1573.47
1130,Startup,5643.0,3991.41
1130,Startup,6047.0,1524.99
1130,Startup,6161.0,3547.69
1130,Startup,6210.0,4667.7
1130,Startup,6332.0,711.79
1131,SMB,5061.0,1396.39
1131,SMB,6770.0,554.3
1131,SMB,6945.0,3985.8
1131,SMB,6972.0,3557.49
1132,SMB,6572.0,4875.78
1132,SMB,6575.0,2903.9
1132,SMB,7176.0,4380.09
1132,SMB,8243.0,679.16
1132,SMB,9505.0,1620.41
1132,SMB,9776.0,1421.28
1133,SMB,5268.0,759.24
1133,SMB,5673.0,3004.88
1133,SMB,5853.0,2997.06
1134,SMB,6150.0,1998.5
1134,SMB,7939.0,2775.2
1134,SMB,8585.0,4488.9
1135,Startup,8758.0,1715.43
1136,SMB,6521.0,1767.45
1136,SMB,7227.0,2743.34
1136,SMB,9038.0,1617.18
1137,Startup,5038.0,3167.61
1137,Startup,6662.0,4345.13
1137,Startup,7784.0,3214.91
1137,Startup,8141.0,1241.53
1137,Startup,8625.0,2510.98
1137,Startup,8820.0,3860.37
1137,Startup,8891.0,861.46
1137,Startup,9734.0,2344.56
1138,Startup,6395.0,2931.25
1138,Startup,6669.0,3237.34
1138,Startup,7901.0,2811.5
1138,Startup,9223.0,3445.09
1138,Startup,9824.0,347.36
1139,SMB,7493.0,4131.36
1139,SMB,7504.0,4607.82
1139,SMB,8097.0,1181.92
1139,SMB,8751.0,924.58
1139,SMB,8969.0,2855.69
1139,SMB,9652.0,1439.15
1139,SMB,9677.0,3917.71
1140,Startup,5130.0,4170.2
1140,Startup,7535.0,3161.09
1140,Startup,8487.0,1379.08
1140,Startup,8788.0,328.85
1140,Startup,9639.0,947.03
1140,Startup,9774.0,150.99
1141,Startup,5089.0,2119.82
1141,Startup,5882.0,3633.94
1141,Startup,5933.0,1492.24
1141,Startup,7643.0,1127.61
1141,Startup,7791.0,3980.97
1141,Startup,8122.0,350.38
1141,Startup,8396.0,3359.31
1141,Startup,8511.0,2296.54
1141,Startup,8902.0,684.53
1142,SMB,5116.0,1566.84
1142,SMB,6763.0,1261.04
1142,SMB,7053.0,1910.32
1142,SMB,7214.0,1229.77
1143,SMB,5500.0,3932.81
1143,SMB,5826.0,283.62
1143,SMB,6132.0,3333.39
1143,SMB,7024.0,2107.36
1143,SMB,7994.0,4551.75
1143,SMB,9614.0,4978.24
1143,SMB,9799.0,1108.0
1144,SMB,5897.0,242.84
1144,SMB,6816.0,3531.22
1144,SMB,8944.0,3649.3
1144,SMB,9332.0,391.5
1145,SMB,5187.0,3979.4
1145,SMB,5646.0,2466.48
1145,SMB,5766.0,4053.69
1145,SMB,9441.0,3481.39
1146,Enterprise,5120.0,4870.31
1146,Enterprise,5963.0,2583.31
1146,Enterprise,6637.0,3328.47
1146,Enterprise,9942.0,746.23
1147,Startup,5247.0,453.91
1147,Startup,5550.0,660.25
1147,Startup,5778.0,3246.34
1147,Startup,7550.0,3436.83
1147,Startup,7593.0,210.81
1147,Startup,8254.0,1345.27
1147,Startup,8883.0,4060.19
1147,Startup,9690.0,2949.97
1148,Startup,6373.0,1806.25
1148,Startup,6754.0,247.0
1148,Startup,7398.0,3614.55
1148,Startup,8574.0,2372.43
1149,Enterprise,6035.0,4424.24
1149,Enterprise,6095.0,4707.91
1149,Enterprise,6229.0,2174.29
1149,Enterprise,6421.0,688.9
1149,Enterprise,6466.0,1429.54
1149,Enterprise,7870.0,3872.72
1149,Enterprise,9680.0,4552.3
1149,Enterprise,9788.0,3052.24
1150,SMB,9322.0,2457.64
1151,Startup,5738.0,3374.96
1151,Startup,8461.0,2656.64
1151,Startup,8670.0,1878.44
1152,SMB,5056.0,2594.77
1152,SMB,5591.0,4161.58
1152,SMB,5948.0,656.36
1152,SMB,9756.0,3452.95
1153,SMB,5145.0,2238.43
1153,SMB,5427.0,1723.52
1153,SMB,7282.0,2721.33
1153,SMB,8362.0,1372.69
1153,SMB,8801.0,779.89
1154,SMB,5850.0,1287.37
1154,SMB,5951.0,399.15
1154,SMB,6579.0,3594.12
1154,SMB,6836.0,2528.07
1154,SMB,7069.0,2949.75
1154,SMB,7763.0,229.89
1154,SMB,8105.0,1831.13
1154,SMB,8205.0,642.75
1154,SMB,8238.0,1583.74
1154,SMB,8565.0,2739.86
1154,SMB,8604.0,4363.1
1155,Startup,6264.0,1461.77
1155,Startup,7435.0,2865.62
1155,Startup,8160.0,1289.89
1155,Startup,9261.0,1560.81
1155,Startup,9338.0,2624.79
1156,SMB,5692.0,1109.27
1156,SMB,5894.0,1202.01
