customer_id,customer_type,order_id,order_date,product_id,product_name,quantity,unit_price,line_total
1206,Enterprise,8877.0,2026-06-25,141.0,Product-141,6.0,417.57,2505.42
1372,Enterprise,8846.0,2026-06-24,107.0,Product-107,8.0,41.6,332.8
1372,Enterprise,8846.0,2026-06-24,113.0,Product-113,2.0,311.66,623.32
1372,Enterprise,8846.0,2026-06-24,123.0,Product-123,8.0,12.14,97.12
1558,Enterprise,8845.0,2026-06-24,140.0,Product-140,2.0,143.51,287.02
1425,Enterprise,8826.0,2026-06-23,104.0,Product-104,7.0,246.1,1722.7
1425,Enterprise,8826.0,2026-06-23,122.0,Product-122,8.0,339.04,2712.32
1457,Enterprise,8838.0,2026-06-23,121.0,Product-121,9.0,75.65,680.85
1457,Enterprise,8838.0,2026-06-23,150.0,Product-150,3.0,188.89,566.67
1471,Enterprise,8833.0,2026-06-23,116.0,Product-116,9.0,214.82,1933.38
1069,Enterprise,8785.0,2026-06-21,108.0,Product-108,2.0,291.4,582.8
1129,Enterprise,8786.0,2026-06-21,121.0,Product-121,8.0,75.65,605.2
1312,Enterprise,8791.0,2026-06-21,102.0,Product-102,3.0,24.21,72.63
1312,Enterprise,8791.0,2026-06-21,147.0,Product-147,1.0,293.51,293.51
1860,Enterprise,8776.0,2026-06-21,102.0,Product-102,7.0,24.21,169.47
1860,Enterprise,8776.0,2026-06-21,105.0,Product-105,6.0,70.93,425.58
1860,Enterprise,8776.0,2026-06-21,148.0,Product-148,9.0,46.8,421.2
1129,Enterprise,8765.0,2026-06-20,129.0,Product-129,6.0,115.01,690.06
1129,Enterprise,8765.0,2026-06-20,137.0,Product-137,2.0,352.08,704.16
1129,Enterprise,8765.0,2026-06-20,142.0,Product-142,9.0,490.43,4413.87
1822,Enterprise,8761.0,2026-06-20,108.0,Product-108,5.0,291.4,1457.0
1822,Enterprise,8761.0,2026-06-20,111.0,Product-111,3.0,410.38,1231.14
1822,Enterprise,8761.0,2026-06-20,137.0,Product-137,8.0,352.08,2816.64
1875,Enterprise,8760.0,2026-06-20,111.0,Product-111,5.0,410.38,2051.9
1875,Enterprise,8760.0,2026-06-20,139.0,Product-139,4.0,58.84,235.36
1875,Enterprise,8760.0,2026-06-20,149.0,Product-149,7.0,472.25,3305.75
1335,Enterprise,8744.0,2026-06-19,138.0,Product-138,4.0,162.38,649.52
1335,Enterprise,8744.0,2026-06-19,142.0,Product-142,2.0,490.43,980.86
1073,Enterprise,8715.0,2026-06-18,101.0,Product-101,5.0,240.45,1202.25
1073,Enterprise,8715.0,2026-06-18,119.0,Product-119,8.0,181.62,1452.96
1073,Enterprise,8715.0,2026-06-18,126.0,Product-126,6.0,56.49,338.94
1857,Enterprise,8719.0,2026-06-18,121.0,Product-121,5.0,75.65,378.25
1857,Enterprise,8719.0,2026-06-18,136.0,Product-136,5.0,365.19,1825.95
1069,Enterprise,8678.0,2026-06-17,142.0,Product-142,5.0,490.43,2452.15
1043,Enterprise,8660.0,2026-06-16,145.0,Product-145,6.0,78.62,471.72
1073,Enterprise,8656.0,2026-06-16,105.0,Product-105,8.0,70.93,567.44
1860,Enterprise,8658.0,2026-06-16,115.0,Product-115,2.0,350.66,701.32
1860,Enterprise,8658.0,2026-06-16,128.0,Product-128,3.0,193.05,579.15
1073,Enterprise,8631.0,2026-06-15,126.0,Product-126,7.0,56.49,395.43
1073,Enterprise,8631.0,2026-06-15,129.0,Product-129,6.0,115.01,690.06
1370,Enterprise,8641.0,2026-06-15,143.0,Product-143,3.0,251.99,755.97
1795,Enterprise,8642.0,2026-06-15,102.0,Product-102,4.0,24.21,96.84
1795,Enterprise,8642.0,2026-06-15,147.0,Product-147,5.0,293.51,1467.55
1007,Enterprise,8623.0,2026-06-14,146.0,Product-146,8.0,167.82,1342.56
1301,Enterprise,8621.0,2026-06-14,109.0,Product-109,5.0,314.79,1573.95
1059,Enterprise,8597.0,2026-06-13,108.0,Product-108,5.0,291.4,1457.0
1059,Enterprise,8597.0,2026-06-13,129.0,Product-129,9.0,115.01,1035.09
1073,Enterprise,8589.0,2026-06-13,137.0,Product-137,1.0,352.08,352.08
1425,Enterprise,8548.0,2026-06-11,114.0,Product-114,9.0,16.25,146.25
1084,Enterprise,8512.0,2026-06-10,136.0,Product-136,6.0,365.19,2191.14
1477,Enterprise,8522.0,2026-06-10,110.0,Product-110,3.0,257.81,773.43
1477,Enterprise,8522.0,2026-06-10,116.0,Product-116,2.0,214.82,429.64
1477,Enterprise,8522.0,2026-06-10,148.0,Product-148,2.0,46.8,93.6
1822,Enterprise,8521.0,2026-06-10,133.0,Product-133,8.0,166.63,1333.04
1822,Enterprise,8521.0,2026-06-10,142.0,Product-142,1.0,490.43,490.43
1033,Enterprise,8497.0,2026-06-09,128.0,Product-128,3.0,193.05,579.15
1059,Enterprise,8496.0,2026-06-09,131.0,Product-131,7.0,227.03,1589.21
1069,Enterprise,8493.0,2026-06-09,114.0,Product-114,7.0,16.25,113.75
1069,Enterprise,8493.0,2026-06-09,136.0,Product-136,2.0,365.19,730.38
1069,Enterprise,8493.0,2026-06-09,140.0,Product-140,6.0,143.51,861.06
1206,Enterprise,8469.0,2026-06-08,101.0,Product-101,5.0,240.45,1202.25
1206,Enterprise,8469.0,2026-06-08,148.0,Product-148,2.0,46.8,93.6
1313,Enterprise,8466.0,2026-06-08,127.0,Product-127,2.0,173.17,346.34
1313,Enterprise,8466.0,2026-06-08,132.0,Product-132,1.0,26.75,26.75
1313,Enterprise,8466.0,2026-06-08,136.0,Product-136,1.0,365.19,365.19
1375,Enterprise,8470.0,2026-06-08,110.0,Product-110,5.0,257.81,1289.05
1883,Enterprise,8465.0,2026-06-08,122.0,Product-122,4.0,339.04,1356.16
1336,Enterprise,8444.0,2026-06-07,113.0,Product-113,8.0,311.66,2493.28
1336,Enterprise,8444.0,2026-06-07,125.0,Product-125,4.0,65.13,260.52
1336,Enterprise,8444.0,2026-06-07,136.0,Product-136,8.0,365.19,2921.52
1851,Enterprise,8437.0,2026-06-07,133.0,Product-133,7.0,166.63,1166.41
1043,Enterprise,8423.0,2026-06-06,110.0,Product-110,7.0,257.81,1804.67
1043,Enterprise,8423.0,2026-06-06,134.0,Product-134,3.0,407.11,1221.33
1043,Enterprise,8423.0,2026-06-06,140.0,Product-140,7.0,143.51,1004.57
1078,Enterprise,8427.0,2026-06-06,113.0,Product-113,5.0,311.66,1558.3
1851,Enterprise,8422.0,2026-06-06,120.0,Product-120,9.0,459.38,4134.42
1851,Enterprise,8422.0,2026-06-06,126.0,Product-126,8.0,56.49,451.92
1073,Enterprise,8395.0,2026-06-05,140.0,Product-140,5.0,143.51,717.55
1245,Enterprise,8401.0,2026-06-05,114.0,Product-114,6.0,16.25,97.5
1245,Enterprise,8401.0,2026-06-05,122.0,Product-122,7.0,339.04,2373.28
1313,Enterprise,8389.0,2026-06-05,110.0,Product-110,6.0,257.81,1546.86
1313,Enterprise,8389.0,2026-06-05,127.0,Product-127,3.0,173.17,519.51
1477,Enterprise,8394.0,2026-06-05,106.0,Product-106,3.0,114.99,344.97
1477,Enterprise,8394.0,2026-06-05,145.0,Product-145,3.0,78.62,235.86
1515,Enterprise,8402.0,2026-06-05,113.0,Product-113,1.0,311.66,311.66
1378,Enterprise,8385.0,2026-06-04,108.0,Product-108,9.0,291.4,2622.6
1378,Enterprise,8385.0,2026-06-04,109.0,Product-109,1.0,314.79,314.79
1169,Enterprise,8316.0,2026-06-02,105.0,Product-105,8.0,70.93,567.44
1206,Enterprise,8326.0,2026-06-02,136.0,Product-136,5.0,365.19,1825.95
1206,Enterprise,8326.0,2026-06-02,139.0,Product-139,1.0,58.84,58.84
1702,Enterprise,8321.0,2026-06-02,102.0,Product-102,1.0,24.21,24.21
1357,Enterprise,8297.0,2026-06-01,116.0,Product-116,2.0,214.82,429.64
1357,Enterprise,8297.0,2026-06-01,145.0,Product-145,9.0,78.62,707.58
1515,Enterprise,8306.0,2026-06-01,114.0,Product-114,7.0,16.25,113.75
1471,Enterprise,8279.0,2026-05-31,108.0,Product-108,3.0,291.4,874.2
1471,Enterprise,8279.0,2026-05-31,133.0,Product-133,8.0,166.63,1333.04
1471,Enterprise,8279.0,2026-05-31,149.0,Product-149,4.0,472.25,1889.0
1084,Enterprise,8246.0,2026-05-30,110.0,Product-110,7.0,257.81,1804.67
1084,Enterprise,8246.0,2026-05-30,136.0,Product-136,3.0,365.19,1095.57
1084,Enterprise,8246.0,2026-05-30,144.0,Product-144,8.0,14.75,118.0
1558,Enterprise,8257.0,2026-05-30,105.0,Product-105,5.0,70.93,354.65
1558,Enterprise,8257.0,2026-05-30,121.0,Product-121,8.0,75.65,605.2
1558,Enterprise,8257.0,2026-05-30,135.0,Product-135,5.0,347.95,1739.75
1099,Enterprise,8228.0,2026-05-29,133.0,Product-133,7.0,166.63,1166.41
1883,Enterprise,8231.0,2026-05-29,150.0,Product-150,7.0,188.89,1322.23
1129,Enterprise,8176.0,2026-05-27,136.0,Product-136,6.0,365.19,2191.14
1611,Enterprise,8187.0,2026-05-27,108.0,Product-108,6.0,291.4,1748.4
1629,Enterprise,8184.0,2026-05-27,106.0,Product-106,1.0,114.99,114.99
1629,Enterprise,8184.0,2026-05-27,146.0,Product-146,3.0,167.82,503.46
1600,Enterprise,8135.0,2026-05-25,114.0,Product-114,3.0,16.25,48.75
1600,Enterprise,8135.0,2026-05-25,134.0,Product-134,9.0,407.11,3663.99
1245,Enterprise,8117.0,2026-05-24,121.0,Product-121,4.0,75.65,302.6
1245,Enterprise,8117.0,2026-05-24,142.0,Product-142,7.0,490.43,3433.01
1883,Enterprise,8109.0,2026-05-24,118.0,Product-118,5.0,328.05,1640.25
1883,Enterprise,8109.0,2026-05-24,138.0,Product-138,8.0,162.38,1299.04
1333,Enterprise,8078.0,2026-05-23,124.0,Product-124,3.0,463.08,1389.24
1333,Enterprise,8078.0,2026-05-23,142.0,Product-142,1.0,490.43,490.43
1357,Enterprise,8098.0,2026-05-23,109.0,Product-109,5.0,314.79,1573.95
1558,Enterprise,8053.0,2026-05-22,103.0,Product-103,7.0,348.01,2436.07
1459,Enterprise,8042.0,2026-05-21,142.0,Product-142,6.0,490.43,2942.58
1301,Enterprise,8010.0,2026-05-20,111.0,Product-111,8.0,410.38,3283.04
1301,Enterprise,8010.0,2026-05-20,120.0,Product-120,4.0,459.38,1837.52
1564,Enterprise,8024.0,2026-05-20,108.0,Product-108,1.0,291.4,291.4
1471,Enterprise,7982.0,2026-05-19,112.0,Product-112,6.0,431.89,2591.34
1471,Enterprise,7982.0,2026-05-19,123.0,Product-123,8.0,12.14,97.12
1471,Enterprise,7982.0,2026-05-19,128.0,Product-128,4.0,193.05,772.2
1516,Enterprise,7984.0,2026-05-19,113.0,Product-113,7.0,311.66,2181.62
1529,Enterprise,7999.0,2026-05-19,101.0,Product-101,8.0,240.45,1923.6
1529,Enterprise,7999.0,2026-05-19,105.0,Product-105,5.0,70.93,354.65
1529,Enterprise,7999.0,2026-05-19,149.0,Product-149,6.0,472.25,2833.5
1059,Enterprise,7970.0,2026-05-18,128.0,Product-128,4.0,193.05,772.2
1457,Enterprise,7960.0,2026-05-18,113.0,Product-113,4.0,311.66,1246.64
1457,Enterprise,7960.0,2026-05-18,140.0,Product-140,7.0,143.51,1004.57
1033,Enterprise,7944.0,2026-05-17,103.0,Product-103,9.0,348.01,3132.09
1033,Enterprise,7944.0,2026-05-17,105.0,Product-105,2.0,70.93,141.86
1378,Enterprise,7915.0,2026-05-16,106.0,Product-106,3.0,114.99,344.97
1378,Enterprise,7915.0,2026-05-16,116.0,Product-116,4.0,214.82,859.28
1795,Enterprise,7929.0,2026-05-16,107.0,Product-107,9.0,41.6,374.4
1558,Enterprise,7892.0,2026-05-15,138.0,Product-138,2.0,162.38,324.76
1149,Enterprise,7870.0,2026-05-14,144.0,Product-144,5.0,14.75,73.75
1313,Enterprise,7882.0,2026-05-14,131.0,Product-131,6.0,227.03,1362.18
1822,Enterprise,7873.0,2026-05-14,112.0,Product-112,3.0,431.89,1295.67
1459,Enterprise,7854.0,2026-05-13,118.0,Product-118,5.0,328.05,1640.25
1822,Enterprise,7855.0,2026-05-13,105.0,Product-105,3.0,70.93,212.79
1822,Enterprise,7855.0,2026-05-13,113.0,Product-113,4.0,311.66,1246.64
1101,Enterprise,7811.0,2026-05-12,115.0,Product-115,7.0,350.66,2454.62
1101,Enterprise,7811.0,2026-05-12,116.0,Product-116,2.0,214.82,429.64
1101,Enterprise,7827.0,2026-05-12,130.0,Product-130,9.0,296.71,2670.39
1355,Enterprise,7833.0,2026-05-12,134.0,Product-134,5.0,407.11,2035.55
1723,Enterprise,7823.0,2026-05-12,109.0,Product-109,2.0,314.79,629.58
1723,Enterprise,7823.0,2026-05-12,129.0,Product-129,2.0,115.01,230.02
1471,Enterprise,7801.0,2026-05-11,145.0,Product-145,8.0,78.62,628.96
1819,Enterprise,7790.0,2026-05-11,110.0,Product-110,8.0,257.81,2062.48
1209,Enterprise,7768.0,2026-05-10,111.0,Product-111,1.0,410.38,410.38
1030,Enterprise,7740.0,2026-05-09,105.0,Product-105,5.0,70.93,354.65
1030,Enterprise,7740.0,2026-05-09,130.0,Product-130,4.0,296.71,1186.84
1030,Enterprise,7740.0,2026-05-09,140.0,Product-140,8.0,143.51,1148.08
1059,Enterprise,7744.0,2026-05-09,105.0,Product-105,7.0,70.93,496.51
1059,Enterprise,7744.0,2026-05-09,142.0,Product-142,8.0,490.43,3923.44
1471,Enterprise,7745.0,2026-05-09,146.0,Product-146,6.0,167.82,1006.92
1408,Enterprise,7737.0,2026-05-08,103.0,Product-103,5.0,348.01,1740.05
1408,Enterprise,7737.0,2026-05-08,150.0,Product-150,1.0,188.89,188.89
1564,Enterprise,7728.0,2026-05-08,123.0,Product-123,6.0,12.14,72.84
1313,Enterprise,7714.0,2026-05-07,103.0,Product-103,7.0,348.01,2436.07
1437,Enterprise,7708.0,2026-05-07,103.0,Product-103,2.0,348.01,696.02
1375,Enterprise,7678.0,2026-05-06,146.0,Product-146,6.0,167.82,1006.92
1355,Enterprise,7664.0,2026-05-05,102.0,Product-102,2.0,24.21,48.42
1355,Enterprise,7664.0,2026-05-05,103.0,Product-103,3.0,348.01,1044.03
1355,Enterprise,7664.0,2026-05-05,122.0,Product-122,3.0,339.04,1017.12
1286,Enterprise,7622.0,2026-05-04,101.0,Product-101,3.0,240.45,721.35
1286,Enterprise,7622.0,2026-05-04,125.0,Product-125,9.0,65.13,586.17
1292,Enterprise,7638.0,2026-05-04,102.0,Product-102,3.0,24.21,72.63
1292,Enterprise,7638.0,2026-05-04,147.0,Product-147,7.0,293.51,2054.57
1292,Enterprise,7638.0,2026-05-04,148.0,Product-148,6.0,46.8,280.8
1370,Enterprise,7628.0,2026-05-04,130.0,Product-130,4.0,296.71,1186.84
1529,Enterprise,7548.0,2026-05-01,108.0,Product-108,2.0,291.4,582.8
1587,Enterprise,7562.0,2026-05-01,107.0,Product-107,2.0,41.6,83.2
1883,Enterprise,7549.0,2026-05-01,112.0,Product-112,8.0,431.89,3455.12
1883,Enterprise,7549.0,2026-05-01,143.0,Product-143,4.0,251.99,1007.96
1487,Enterprise,7540.0,2026-04-30,110.0,Product-110,6.0,257.81,1546.86
1487,Enterprise,7540.0,2026-04-30,129.0,Product-129,7.0,115.01,805.07
1558,Enterprise,7545.0,2026-04-30,141.0,Product-141,2.0,417.57,835.14
1822,Enterprise,7532.0,2026-04-30,109.0,Product-109,6.0,314.79,1888.74
1822,Enterprise,7532.0,2026-04-30,121.0,Product-121,1.0,75.65,75.65
1099,Enterprise,7508.0,2026-04-29,112.0,Product-112,8.0,431.89,3455.12
1899,Enterprise,7481.0,2026-04-28,148.0,Product-148,2.0,46.8,93.6
1059,Enterprise,7463.0,2026-04-27,111.0,Product-111,9.0,410.38,3693.42
1059,Enterprise,7463.0,2026-04-27,123.0,Product-123,3.0,12.14,36.42
1069,Enterprise,7471.0,2026-04-27,140.0,Product-140,1.0,143.51,143.51
