customer_id,customer_type,order_count,total_spent
1397,Startup,7,18374.38
1890,SMB,7,18350.76
1629,Enterprise,8,18311.12
1613,Startup,6,18303.65
1343,SMB,8,18294.9
1344,SMB,7,18265.74
1658,SMB,8,18245.77
1393,SMB,5,18228.6
1456,SMB,6,18160.6
1853,SMB,6,18117.98
1651,SMB,6,18105.5
1302,Startup,10,18101.85
1740,SMB,7,18089.26
1108,Startup,6,18043.46
1075,Startup,8,18025.29
1780,Startup,5,18018.1
1519,Startup,6,17983.42
1421,Startup,6,17981.84
1044,Startup,6,17975.69
1893,Startup,6,17963.11
1213,Startup,7,17901.32
1092,Startup,6,17890.2
1365,Startup,5,17873.8
1276,Startup,8,17871.37
1483,SMB,9,17865.63
1160,Startup,6,17839.85
1770,Startup,8,17834.86
1679,Startup,6,17828.93
1575,Startup,7,17826.03
1201,Startup,7,17802.17
1533,Startup,8,17747.46
1579,SMB,5,17746.51
1369,SMB,5,17742.5
1804,Startup,7,17703.21
1320,SMB,5,17671.6
1435,SMB,5,17659.33
1210,SMB,8,17574.55
1505,Startup,8,17556.07
1855,SMB,5,17541.57
1562,SMB,6,17540.72
1050,SMB,5,17490.24
1689,Startup,6,17488.31
1800,Startup,7,17454.02
1516,Enterprise,7,17452.74
1274,Startup,5,17434.25
1457,Enterprise,5,17418.63
1062,SMB,5,17400.6
1089,Startup,6,17384.58
1851,Enterprise,6,17290.51
1554,Startup,7,17277.46
1313,Enterprise,8,17171.61
1270,SMB,6,17106.53
1335,Enterprise,7,17098.1
1342,SMB,5,17077.77
1308,SMB,6,17010.25
1664,SMB,8,16969.58
1708,Startup,6,16946.37
1088,Startup,6,16874.65
1082,Startup,7,16863.09
1528,SMB,6,16854.77
1524,Startup,6,16851.95
1422,Startup,6,16841.78
1001,SMB,7,16840.73
1596,SMB,8,16809.33
1618,SMB,5,16785.55
1220,Startup,8,16753.18
1594,SMB,7,16743.19
1267,Startup,5,16737.24
1764,Startup,5,16706.72
1406,Startup,8,16704.01
1493,SMB,6,16649.28
1277,Startup,9,16636.43
1222,Startup,5,16629.57
1395,SMB,8,16619.98
1676,Startup,8,16616.26
1862,SMB,5,16590.64
1187,Startup,5,16586.41
1662,Startup,10,16579.75
1434,SMB,6,16577.53
1287,SMB,7,16569.69
1381,SMB,7,16548.4
1250,Startup,7,16499.31
1170,Startup,7,16478.96
1262,Startup,7,16457.15
1377,Startup,5,16434.03
1147,Startup,8,16363.57
1850,Startup,7,16358.09
1119,Startup,6,16326.72
1451,Startup,7,16280.63
1695,SMB,5,16257.63
1114,Startup,6,16256.22
1696,Startup,6,16229.7
1190,SMB,6,16190.33
1835,SMB,7,16181.43
1698,Startup,7,16168.31
1877,Startup,7,16137.76
1383,Startup,6,16114.91
1490,Startup,9,16085.38
1760,Startup,6,16044.82
1156,SMB,11,16027.12
1507,Startup,5,16024.0
1130,Startup,6,16017.05
1239,Startup,7,16002.35
1350,Startup,5,15996.99
1728,Startup,7,15979.73
1807,Startup,7,15971.97
1295,SMB,7,15920.14
1887,Startup,7,15904.97
1101,Enterprise,7,15900.08
1132,SMB,6,15880.62
1570,SMB,7,15872.31
1332,Startup,6,15839.17
1814,Startup,6,15832.99
1177,Startup,5,15828.84
1869,Startup,7,15801.75
1230,Startup,4,15789.2
1284,SMB,5,15766.33
1754,SMB,6,15764.71
1767,Startup,4,15764.11
1819,Enterprise,5,15757.4
1873,Startup,5,15748.69
1399,Startup,9,15735.89
1446,Startup,6,15691.44
1474,Startup,5,15678.52
1349,SMB,7,15667.47
1482,Startup,5,15659.44
1897,SMB,6,15646.39
1572,Startup,4,15591.37
1105,Startup,5,15587.91
1538,SMB,4,15557.31
1701,Startup,6,15493.58
1235,SMB,8,15480.72
1043,Enterprise,7,15478.1
1714,SMB,6,15453.2
1196,SMB,6,15452.52
1195,SMB,6,15451.7
1557,SMB,6,15446.77
1566,Startup,5,15416.93
1886,SMB,6,15414.87
1340,SMB,5,15383.5
1441,SMB,5,15375.78
1339,SMB,5,15343.72
1731,SMB,7,15332.74
1226,SMB,8,15327.15
1815,Startup,6,15317.82
1293,Startup,7,15302.84
1182,SMB,5,15259.02
1324,SMB,7,15252.65
1128,Startup,6,15236.32
1327,Startup,6,15234.79
1548,Startup,4,15228.29
1805,SMB,8,15211.19
1252,SMB,4,15201.54
1392,SMB,5,15141.75
1289,SMB,7,15137.66
1480,Startup,7,15134.24
1589,SMB,6,15091.16
1120,Startup,6,15085.31
1757,Startup,6,15079.91
1852,Startup,8,15069.0
1666,SMB,6,15051.98
1325,Startup,5,15038.89
1639,SMB,5,15013.8
1488,SMB,6,14996.62
1460,SMB,6,14971.0
1266,Startup,6,14970.9
1525,Startup,6,14967.31
1194,Startup,6,14962.98
1749,Startup,7,14958.67
1585,Startup,4,14936.66
1772,Startup,7,14921.67
1020,SMB,7,14921.34
1238,Enterprise,5,14898.84
1204,Startup,5,14894.17
1668,SMB,5,14876.58
1371,SMB,6,14869.16
1003,Startup,7,14796.04
1035,Startup,5,14795.36
1175,Startup,6,14764.96
1889,SMB,6,14688.52
1486,Startup,5,14679.69
1614,SMB,6,14667.62
1721,Startup,7,14663.06
1385,Startup,5,14624.89
1608,SMB,7,14622.37
1086,SMB,6,14618.66
1260,SMB,9,14616.79
1514,Startup,7,14583.59
1439,Startup,6,14552.35
1763,SMB,6,14543.61
1900,SMB,6,14527.36
1323,Startup,4,14524.0
1637,Startup,7,14522.6
1792,Startup,5,14518.58
1234,SMB,4,14508.48
1542,Startup,7,14503.13
1065,SMB,8,14488.01
1660,Startup,8,14447.4
1361,SMB,6,14436.06
1331,SMB,7,14423.63
1125,SMB,4,14386.89
1118,SMB,8,14383.77
1593,SMB,5,14361.01
1072,SMB,6,14338.59
1604,SMB,5,14337.47
1068,Startup,6,14314.23
1452,Startup,7,14301.88
1581,SMB,5,14266.36
1205,Startup,5,14226.79
1648,Startup,8,14215.32
1264,Startup,5,14189.97
1341,SMB,6,14188.79
1735,SMB,4,14137.47
1290,Startup,5,14117.26
1716,Startup,6,14102.45
1049,Startup,8,14095.14
1436,Startup,7,14061.61
1739,SMB,6,14057.52
1097,Startup,4,14053.82
1824,SMB,6,14033.71
1261,Startup,6,14028.2
1691,SMB,6,14027.64
1145,SMB,4,13980.96
1021,Startup,6,13972.52
1038,SMB,5,13944.17
1014,SMB,5,13936.03
1178,SMB,5,13908.55
1563,SMB,7,13903.71
1667,SMB,5,13839.67
1126,SMB,4,13829.61
1438,Startup,7,13828.89
1007,Enterprise,7,13785.27
1843,SMB,4,13761.18
1633,Startup,6,13760.67
1066,Startup,6,13735.53
1355,Enterprise,6,13732.05
1008,Startup,7,13691.65
1645,SMB,7,13657.79
1844,Startup,5,13637.3
1730,SMB,3,13618.94
1301,Enterprise,8,13590.8
1848,Startup,5,13546.92
1477,Enterprise,7,13544.38
1720,Startup,7,13534.16
1083,SMB,6,13515.63
1806,Startup,4,13511.2
1547,SMB,5,13494.7
1796,Startup,5,13490.93
1605,SMB,7,13461.21
1370,Enterprise,5,13443.3
1467,SMB,6,13426.49
1653,Startup,6,13424.82
1860,Enterprise,4,13392.88
1159,SMB,6,13390.13
1352,Startup,5,13369.76
1678,SMB,6,13351.32
1296,Startup,5,13340.06
1057,SMB,4,13337.18
1454,Startup,6,13306.03
1437,Enterprise,5,13209.56
1699,SMB,6,13203.13
1207,SMB,9,13141.95
1269,SMB,5,13075.81
1845,SMB,6,13000.68
1359,Startup,5,12966.94
1492,Startup,6,12948.5
1337,Startup,5,12938.38
1736,Startup,7,12879.81
1523,Startup,5,12853.39
1069,Enterprise,5,12845.67
1117,Startup,6,12842.94
1529,Enterprise,6,12813.14
1321,Startup,3,12801.09
1334,SMB,4,12796.66
1356,Startup,6,12792.43
1138,Startup,5,12772.54
1224,SMB,5,12746.09
1694,SMB,6,12655.94
1305,Startup,6,12654.1
1787,Startup,6,12648.67
1429,SMB,6,12639.19
1002,Startup,4,12598.08
1376,SMB,7,12516.89
1173,Startup,6,12499.11
1251,SMB,7,12382.95
1867,SMB,5,12357.93
1248,Startup,6,12356.51
1122,Startup,6,12326.42
1418,SMB,3,12325.88
1099,Enterprise,5,12324.25
1336,Enterprise,8,12314.62
1056,Startup,4,12310.5
1826,Startup,6,12284.81
1592,Startup,4,12279.89
1690,SMB,7,12260.03
1669,SMB,6,12244.58
1171,Startup,5,12227.86
1616,Startup,4,12195.4
1892,Startup,6,12178.13
1703,SMB,5,12168.68
1326,Startup,5,12141.27
1025,SMB,6,12137.95
1386,Startup,4,12082.97
1047,SMB,6,12058.94
1733,Startup,7,12057.86
1263,SMB,4,12049.71
1811,Startup,3,12045.62
1623,SMB,4,12027.51
1635,SMB,4,12025.27
1440,SMB,5,12004.37
1016,SMB,4,11990.83
1842,Startup,4,11979.1
1271,Startup,6,11978.68
1026,Startup,5,11821.18
1400,Startup,6,11821.05
1737,SMB,5,11775.32
1793,Startup,6,11747.04
1878,Startup,4,11720.19
1610,Startup,6,11690.51
1644,SMB,5,11670.1
1231,Startup,4,11655.07
1732,Startup,3,11612.47
1632,Startup,6,11597.14
1256,Startup,5,11586.04
1884,SMB,6,11551.6
1146,Enterprise,4,11528.32
1048,Startup,4,11504.89
1821,Startup,4,11489.28
1508,Startup,5,11470.75
1462,Startup,4,11456.35
1729,SMB,5,11453.5
1391,Startup,6,11451.74
1863,Startup,4,11445.28
1603,SMB,4,11412.05
1319,SMB,4,11391.99
1649,Startup,5,11385.71
1501,Startup,4,11361.66
1100,SMB,5,11351.26
1282,SMB,5,11305.7
1521,Startup,5,11301.6
1827,SMB,4,11279.72
1041,SMB,7,11238.26
1612,Startup,5,11227.3
1427,SMB,6,11223.49
1621,SMB,5,11222.02
1751,SMB,6,11211.66
1647,Startup,3,11186.52
1489,Startup,8,11176.56
1617,Enterprise,3,11163.73
1752,Startup,4,11156.08
1746,Startup,4,11142.7
1504,Startup,7,11115.13
1362,Startup,6,11103.47
1476,Startup,5,11090.66
1465,Startup,6,11086.15
1510,Startup,3,11047.99
1368,Startup,4,11020.92
1857,Enterprise,6,11010.35
1468,Startup,3,10996.4
1813,SMB,5,10981.89
1216,SMB,7,10965.98
1674,Startup,6,10937.66
1111,SMB,9,10926.04
1193,Startup,6,10917.15
1625,Startup,5,10877.88
1294,SMB,6,10869.9
1831,SMB,6,10868.69
1152,SMB,4,10865.66
1202,SMB,6,10843.77
1838,SMB,4,10840.76
1181,SMB,4,10818.08
1741,SMB,4,10814.5
1680,Startup,4,10801.29
1790,Startup,6,10784.97
1061,SMB,4,10772.95
1779,Startup,6,10745.08
1198,Startup,5,10727.69
1473,Enterprise,3,10720.82
1091,SMB,4,10686.06
1116,Startup,5,10668.27
1214,SMB,6,10664.54
1431,SMB,4,10656.19
1357,Enterprise,4,10634.5
1590,SMB,4,10603.21
1782,Startup,3,10600.27
1212,Startup,3,10592.18
1498,Enterprise,3,10560.2
1285,Startup,3,10409.55
1673,SMB,5,10368.49
1028,Startup,4,10349.69
1329,SMB,5,10344.77
1541,Startup,6,10333.47
1259,Startup,3,10315.29
1578,Startup,4,10272.04
1868,SMB,4,10260.61
1583,SMB,4,10258.32
1278,Startup,6,10237.05
1816,Startup,3,10232.7
1591,SMB,5,10232.35
1279,Startup,6,10223.39
1417,SMB,4,10171.29
1286,Enterprise,4,10167.41
1140,Startup,6,10137.24
1466,SMB,5,10037.89
1836,SMB,5,10029.79
1433,Startup,4,10000.41
1527,SMB,4,9987.98
1165,SMB,4,9978.02
1771,SMB,3,9972.17
1448,Startup,3,9954.07
1054,Startup,4,9951.01
1709,SMB,5,9880.32
1748,Startup,4,9867.62
1846,SMB,4,9864.57
1070,Startup,5,9836.3
1029,Startup,5,9834.79
1010,Startup,8,9802.97
1155,Startup,5,9802.88
1882,Startup,3,9800.04
1053,Startup,5,9791.27
1745,SMB,5,9788.16
1546,SMB,4,9769.34
1006,SMB,4,9743.84
1372,Enterprise,3,9733.75
1307,Startup,4,9720.09
1762,SMB,4,9714.19
1551,Startup,6,9697.89
1032,SMB,3,9618.64
1333,Enterprise,3,9587.13
1543,SMB,3,9582.31
1622,SMB,6,9581.54
1408,Enterprise,4,9576.33
1023,SMB,4,9558.58
1875,Enterprise,4,9556.95
1221,Startup,5,9531.77
1131,SMB,4,9493.98
1710,Startup,5,9452.49
1810,SMB,3,9444.53
1098,SMB,5,9435.96
1858,SMB,5,9427.37
1186,Startup,3,9418.39
1232,Startup,5,9326.0
1254,SMB,6,9306.0
1799,Startup,3,9290.3
1011,Enterprise,4,9272.95
1167,SMB,4,9269.76
1134,SMB,3,9262.6
1432,Startup,5,9246.58
1656,SMB,3,9228.98
1430,SMB,4,9215.01
1199,Startup,5,9201.79
1535,Startup,3,9190.47
1203,SMB,5,9164.92
1626,SMB,5,9143.26
1530,Startup,5,9138.71
1463,Startup,6,9119.49
1707,SMB,3,9034.65
1404,Startup,6,9001.75
1309,Startup,4,8996.57
1896,SMB,3,8974.85
1176,SMB,3,8971.95
1103,SMB,3,8965.51
1317,SMB,4,8962.45
1634,Startup,2,8954.03
1711,Startup,3,8950.22
1713,SMB,4,8926.22
1403,Startup,4,8901.21
1865,SMB,3,8893.66
1512,SMB,3,8837.58
1153,SMB,5,8835.86
1646,Startup,5,8824.69
1280,Startup,3,8787.27
1556,SMB,4,8786.53
1491,SMB,3,8741.3
1654,Startup,6,8670.97
1576,Startup,4,8658.2
1663,Startup,4,8657.43
1789,SMB,6,8649.57
1683,SMB,5,8565.36
1607,SMB,4,8564.57
1453,SMB,6,8559.69
1834,SMB,4,8538.7
1539,SMB,4,8511.49
1484,Startup,3,8482.79
1665,SMB,7,8448.78
1379,Startup,4,8395.49
1595,Startup,3,8345.28
1743,Startup,4,8343.8
1272,Startup,5,8340.69
1502,Startup,3,8330.28
1215,Startup,4,8327.07
1599,SMB,3,8325.35
1217,SMB,4,8283.42
1777,SMB,3,8275.67
1058,SMB,5,8255.43
1030,Enterprise,4,8245.33
1027,SMB,3,8199.66
1291,Enterprise,3,8185.29
1795,Enterprise,4,8178.23
1864,SMB,5,8174.95
1328,Startup,4,8158.16
1096,SMB,4,8151.14
1045,SMB,4,8136.94
1640,SMB,4,8098.36
1115,Startup,4,8095.47
1611,Enterprise,5,8053.36
1712,Startup,4,8046.38
1148,Startup,4,8040.23
1315,Startup,5,8033.58
1861,Startup,5,8015.93
1738,Startup,5,8007.04
1874,SMB,3,7967.39
1394,Startup,2,7966.63
1300,SMB,3,7955.68
1151,Startup,3,7910.04
1778,Startup,6,7906.73
1299,Startup,3,7821.85
1742,SMB,4,7817.27
1144,SMB,4,7814.86
1074,Startup,4,7810.19
1157,Startup,3,7800.54
1518,Startup,3,7777.18
1106,SMB,4,7759.89
1168,SMB,3,7719.63
1064,SMB,4,7714.37
1258,Startup,4,7648.84
1358,Startup,5,7647.76
1413,Startup,3,7632.95
1209,Enterprise,4,7626.13
1750,Startup,3,7597.83
1077,Startup,3,7596.86
1095,Startup,2,7567.25
1208,Startup,6,7520.66
1257,Startup,3,7514.47
1076,Startup,6,7514.21
1677,SMB,3,7451.34
1374,Startup,3,7425.03
1018,Startup,2,7417.81
1801,Startup,4,7353.7
1388,SMB,4,7336.66
1363,SMB,6,7293.16
1046,Startup,3,7280.84
1759,Startup,4,7279.84
1353,Startup,6,7279.25
1682,SMB,3,7277.72
1719,SMB,3,7246.66
1351,Startup,4,7212.86
1791,SMB,4,7078.83
1253,Startup,3,7051.9
1094,Startup,2,7051.44
1643,SMB,4,7044.29
1773,SMB,2,6982.16
1442,Startup,5,6979.72
1722,SMB,4,6931.83
1225,SMB,2,6928.77
1506,SMB,3,6918.82
1172,Enterprise,4,6808.06
1133,SMB,3,6761.18
1472,Startup,3,6733.37
1475,Startup,2,6732.58
1798,Startup,2,6668.89
1458,SMB,3,6644.62
1107,SMB,4,6629.88
1601,SMB,5,6588.46
1829,Startup,2,6574.32
1755,SMB,4,6445.37
1784,SMB,3,6433.9
1652,Startup,3,6412.91
1240,SMB,2,6407.25
1246,Startup,4,6360.45
1228,SMB,5,6305.19
1112,SMB,7,6296.16
1717,Startup,3,6215.48
1085,SMB,2,6209.84
1033,Enterprise,3,6202.44
1409,Startup,3,6199.63
1312,Enterprise,3,6160.42
1136,SMB,3,6127.97
1880,SMB,3,6127.92
1569,Startup,4,6029.18
1470,Startup,2,5987.9
1142,SMB,4,5967.97
1597,Startup,3,5907.43
1503,SMB,3,5861.36
1255,SMB,3,5774.49
1624,SMB,4,5768.19
1423,SMB,3,5701.55
1402,Startup,2,5676.13
1316,Startup,2,5673.8
1854,Startup,3,5669.68
1870,Startup,3,5669.14
1292,Enterprise,2,5625.37
1180,SMB,3,5622.29
1081,Startup,3,5599.14
1587,Enterprise,3,5598.27
1636,SMB,2,5589.11
1478,Startup,2,5571.06
1642,SMB,4,5567.74
1244,SMB,2,5553.75
1531,Startup,2,5552.27
1005,SMB,4,5383.72
1555,Startup,3,5380.41
1765,Enterprise,2,5349.67
1310,SMB,4,5336.93
1788,SMB,2,5310.57
1552,Startup,5,5252.05
1718,Startup,4,5219.16
1775,Startup,2,5168.85
1747,SMB,2,5067.47
1071,Startup,2,5053.67
1444,SMB,3,5004.99
1469,SMB,3,4881.81
1697,SMB,1,4874.72
1812,Startup,3,4824.82
1036,Startup,3,4775.24
1534,Startup,3,4734.72
1769,SMB,3,4732.45
1766,Startup,2,4700.04
1110,Enterprise,2,4695.17
1275,Startup,2,4683.73
1037,SMB,2,4668.02
1169,Enterprise,2,4626.07
1024,SMB,1,4616.05
1513,Startup,1,4569.56
1322,Startup,3,4541.94
1042,SMB,2,4503.86
1809,SMB,2,4451.25
1389,Startup,2,4405.94
1123,SMB,2,4367.08
1241,Startup,2,4364.24
1447,Startup,4,4350.49
1347,Startup,1,4339.65
1496,SMB,3,4333.41
1774,SMB,6,4292.36
1894,SMB,3,4268.41
1724,Startup,1,4265.33
1898,Startup,2,4249.57
1281,Startup,3,4166.33
1847,SMB,2,4155.38
1461,SMB,2,4113.82
1373,SMB,2,4099.97
1330,SMB,2,4051.68
1609,Startup,2,4044.27
1818,SMB,2,4039.21
1306,Startup,3,4039.0
1067,SMB,2,4008.21
1179,Startup,3,3977.19
1839,Startup,1,3902.94
1298,SMB,2,3881.65
1080,SMB,1,3855.3
1229,Startup,4,3854.19
1055,Startup,3,3844.33
1236,Startup,4,3834.63
1051,Startup,1,3724.35
1200,Startup,3,3673.75
1243,Startup,3,3648.92
1723,Enterprise,2,3590.11
1786,Startup,3,3564.66
1121,Startup,2,3490.21
1415,Startup,2,3297.18
1348,Enterprise,3,3293.16
1189,Startup,2,3179.39
1464,Startup,2,3105.99
1879,Enterprise,1,3104.67
1565,SMB,4,3094.58
1692,SMB,2,3085.69
1479,Startup,3,2989.28
1052,Startup,1,2979.45
1705,Enterprise,2,2957.32
1009,Startup,1,2879.46
1410,SMB,1,2811.47
1297,Startup,1,2709.51
1398,SMB,2,2682.55
1150,SMB,1,2457.64
1004,Startup,1,2435.87
1411,SMB,1,2406.48
1684,Startup,1,2324.84
1823,SMB,2,2324.72
1841,Enterprise,1,2323.75
1249,Startup,1,2047.57
1756,Startup,2,2007.83
1078,Enterprise,2,1845.68
1627,SMB,1,1790.67
1219,Startup,2,1742.06
1487,Enterprise,2,1731.76
1885,Startup,2,1717.22
1135,Startup,1,1715.43
1015,SMB,1,1634.29
1577,SMB,3,1619.69
1600,Enterprise,1,1550.88
1174,SMB,2,1442.57
1641,Enterprise,2,1293.26
1808,Startup,2,1201.48
1197,Startup,2,993.53
1158,Startup,1,640.94
1396,Startup,1,332.81
1671,SMB,1,317.54
1522,SMB,1,298.37
1034,Startup,0,0.0
1346,Startup,0,0.0
1545,Startup,0,0.0
1706,Startup,0,0.0
1901,SMB,0,0.0
1902,Enterprise,0,0.0
1903,SMB,0,0.0
1904,Startup,0,0.0
1905,SMB,0,0.0
1906,Startup,0,0.0
1907,Startup,0,0.0
1908,SMB,0,0.0
1909,SMB,0,0.0
1910,SMB,0,0.0
1911,Startup,0,0.0
1912,SMB,0,0.0
1913,Startup,0,0.0
1914,SMB,0,0.0
1915,Startup,0,0.0
1916,SMB,0,0.0
1917,SMB,0,0.0
1918,Startup,0,0.0
1919,Startup,0,0.0
1920,SMB,0,0.0
1921,Startup,0,0.0
1922,SMB,0,0.0
1923,Startup,0,0.0
1924,Startup,0,0.0
1925,SMB,0,0.0
1926,Enterprise,0,0.0
1927,SMB,0,0.0
1928,Startup,0,0.0
1929,Startup,0,0.0
1930,SMB,0,0.0
1931,SMB,0,0.0
1932,Startup,0,0.0
1933,Startup,0,0.0
1934,Startup,0,0.0
1935,SMB,0,0.0
1936,SMB,0,0.0
1937,Enterprise,0,0.0
1938,Startup,0,0.0
1939,SMB,0,0.0
1940,Startup,0,0.0
1941,SMB,0,0.0
1942,Startup,0,0.0
1943,Startup,0,0.0
1944,Startup,0,0.0
1945,SMB,0,0.0
1946,Enterprise,0,0.0
1947,SMB,0,0.0
1948,Startup,0,0.0
1949,Startup,0,0.0
1950,Startup,0,0.0
1951,Startup,0,0.0
1952,Startup,0,0.0
1953,SMB,0,0.0
1954,Startup,0,0.0
1955,SMB,0,0.0
1956,SMB,0,0.0
1957,Startup,0,0.0
1958,Enterprise,0,0.0
1959,SMB,0,0.0
1960,Startup,0,0.0
1961,SMB,0,0.0
1962,Startup,0,0.0
1963,SMB,0,0.0
1964,SMB,0,0.0
1965,SMB,0,0.0
1966,SMB,0,0.0
1967,Startup,0,0.0
1968,SMB,0,0.0
1969,Startup,0,0.0
1970,SMB,0,0.0
1971,Startup,0,0.0
1972,Startup,0,0.0
1973,Startup,0,0.0
1974,SMB,0,0.0
1975,Enterprise,0,0.0
1976,SMB,0,0.0
1977,Startup,0,0.0
1978,Enterprise,0,0.0
1979,SMB,0,0.0
1980,Startup,0,0.0
1981,SMB,0,0.0
1982,Startup,0,0.0
1983,SMB,0,0.0
1984,Enterprise,0,0.0
1985,Startup,0,0.0
1986,SMB,0,0.0
1987,Startup,0,0.0
1988,SMB,0,0.0
1989,SMB,0,0.0
1990,Startup,0,0.0
1991,Startup,0,0.0
1992,Startup,0,0.0
