customer_id,customer_type,lifetime_value,churn,support_tickets,retention_days
CUST_5120,SMB,9088.69,0,4,327.4
CUST_5215,SMB,10172.89,0,9,497.3
CUST_5025,Enterprise,131678.32,0,2,1057.7
CUST_5072,SMB,10973.82,0,5,491.7
CUST_5044,Enterprise,169935.59,0,0,837.5
CUST_5247,SMB,7888.0,0,3,480.5
CUST_5721,Startups,2082.43,0,1,237.2
CUST_5281,SMB,6270.49,0,5,243.6
CUST_5893,Startups,1247.31,1,5,209.6
CUST_5914,Startups,3455.92,0,2,132.7
CUST_5810,Startups,1010.02,0,2,136.1
CUST_5244,SMB,9242.11,0,5,308.4
CUST_5822,Startups,1736.89,0,3,230.7
CUST_5321,SMB,8366.37,0,9,395.9
CUST_5643,Startups,1586.34,0,1,278.2
CUST_5158,SMB,10088.96,0,8,190.3
CUST_5977,Startups,2001.13,0,2,94.7
CUST_5429,SMB,10606.75,0,4,184.4
CUST_5941,Startups,3116.2,0,2,277.9
CUST_5462,Startups,3365.06,0,2,145.2
CUST_5309,SMB,5978.38,0,3,468.4
CUST_5697,Startups,2476.86,0,6,232.4
CUST_5060,SMB,9678.82,0,4,253.6
CUST_5884,Startups,1491.86,0,0,149.8
CUST_5595,Startups,1695.06,0,0,204.7
CUST_5767,Startups,1078.21,1,3,110.0
CUST_5649,Startups,1074.02,0,1,195.6
CUST_5650,Startups,2003.39,0,2,189.1
CUST_5865,Startups,3259.93,0,2,164.7
CUST_5668,Startups,1740.91,1,4,136.0
CUST_5298,SMB,10456.34,0,5,494.9
CUST_5689,Startups,2352.14,0,2,169.1
CUST_5314,SMB,7564.75,1,5,387.0
CUST_5310,SMB,8345.14,0,6,374.6
CUST_5361,SMB,5838.14,0,10,462.1
CUST_5479,Startups,2029.53,0,2,193.3
CUST_5110,SMB,8190.43,0,4,190.1
CUST_5989,Startups,2986.14,0,0,168.6
CUST_5486,Startups,2185.33,0,0,178.3
CUST_5363,SMB,5613.96,1,3,310.1
CUST_5254,SMB,6656.64,0,1,394.8
CUST_5259,SMB,9161.04,0,1,368.7
CUST_5802,Startups,3225.05,0,4,115.2
CUST_5677,Startups,2242.29,0,2,184.5
CUST_5494,Startups,2968.58,0,2,100.3
CUST_5670,Startups,1342.05,0,2,203.5
CUST_5377,SMB,8065.33,0,6,436.4
CUST_5526,Startups,3396.07,0,3,233.5
CUST_5845,Startups,3224.14,0,3,167.8
CUST_5137,SMB,8376.12,0,3,245.7
CUST_5355,SMB,8658.42,1,2,262.2
CUST_5365,SMB,7930.26,0,3,460.7
CUST_5942,Startups,1448.73,0,2,230.8
CUST_5749,Startups,3103.01,0,1,254.5
CUST_5948,Startups,3186.44,1,1,195.0
CUST_5829,Startups,1634.16,0,3,233.8
CUST_5656,Startups,3133.36,0,2,119.7
CUST_5199,SMB,7172.27,0,6,314.3
CUST_5213,SMB,10628.87,0,3,179.3
CUST_5408,SMB,5744.94,0,3,298.4
CUST_5332,SMB,9863.59,0,5,470.8
CUST_5208,SMB,5852.83,0,4,269.9
CUST_5613,Startups,3461.45,0,0,293.9
CUST_5078,SMB,8899.23,0,6,360.4
CUST_5029,Enterprise,160982.94,0,2,952.0
CUST_5535,Startups,1522.64,0,1,149.0
CUST_5695,Startups,2323.86,0,0,294.4
CUST_5557,Startups,2225.49,0,5,144.0
CUST_5836,Startups,2896.06,1,5,299.8
CUST_5596,Startups,2757.58,0,3,220.0
CUST_5165,SMB,7596.46,0,4,312.8
CUST_5918,Startups,1761.17,0,6,205.4
CUST_5495,Startups,2372.86,0,2,128.6
CUST_5824,Startups,3090.61,0,1,161.3
CUST_5065,SMB,8875.06,0,4,455.2
CUST_5141,SMB,8434.95,0,3,403.3
CUST_5925,Startups,1633.14,1,3,129.6
CUST_5827,Startups,1578.2,0,5,82.8
CUST_5655,Startups,1870.08,0,2,146.8
CUST_5331,SMB,6416.83,0,3,159.0
CUST_5664,Startups,1854.82,0,7,292.5
CUST_5249,SMB,7981.17,0,7,391.6
CUST_5907,Startups,1276.73,1,3,92.6
CUST_5708,Startups,2095.97,0,1,84.1
CUST_5305,SMB,8239.6,0,5,245.7
CUST_5734,Startups,1151.32,0,4,295.1
CUST_5975,Startups,2520.32,0,2,124.1
CUST_5049,Enterprise,128385.15,0,1,841.8
CUST_5896,Startups,1695.28,0,3,218.1
CUST_5002,Enterprise,171515.88,0,0,893.1
CUST_5544,Startups,1353.99,0,1,112.2
CUST_5350,SMB,9313.16,0,3,432.2
CUST_5904,Startups,3398.33,0,3,111.3
CUST_5536,Startups,2312.72,0,6,230.2
CUST_5344,SMB,10478.37,0,2,266.4
CUST_5994,Startups,3309.46,0,6,152.8
CUST_5481,Startups,1544.07,1,7,105.6
CUST_5575,Startups,2261.98,0,0,137.2
CUST_5033,Enterprise,142227.58,0,1,972.1
CUST_5031,Enterprise,178050.58,0,1,987.2
CUST_5231,SMB,7933.8,0,4,345.8
CUST_5963,Startups,1314.16,0,5,237.5
CUST_5192,SMB,5859.31,0,1,356.1
CUST_5333,SMB,11025.03,0,9,259.0
CUST_5003,Enterprise,161842.08,0,1,937.1
CUST_5204,SMB,5097.55,1,2,489.1
CUST_5514,Startups,1835.33,0,1,178.5
CUST_5799,Startups,2770.23,0,3,275.1
CUST_5306,SMB,7695.63,0,6,151.0
CUST_5109,SMB,11318.22,0,2,157.9
CUST_5430,SMB,11494.57,0,4,363.8
CUST_5077,SMB,9633.42,0,4,196.7
CUST_5084,SMB,5158.98,0,2,206.4
CUST_5286,SMB,5344.78,0,2,245.1
CUST_5082,SMB,10698.14,0,7,344.9
CUST_5991,Startups,2877.1,0,0,248.9
CUST_5789,Startups,2501.83,1,4,70.7
CUST_5894,Startups,2883.76,0,1,183.4
CUST_5398,SMB,8209.84,0,6,369.4
CUST_5323,SMB,8748.04,0,2,285.1
CUST_5519,Startups,3067.93,0,1,99.0
CUST_5916,Startups,1179.56,0,7,107.2
CUST_5922,Startups,2541.89,0,5,175.7
CUST_5005,Enterprise,178537.34,0,1,849.5
CUST_5731,Startups,1127.4,1,3,138.2
CUST_5465,Startups,2749.44,0,1,152.2
CUST_5097,SMB,5613.55,0,6,481.4
CUST_5266,SMB,6993.04,0,6,412.3
CUST_5357,SMB,10594.71,0,1,302.3
CUST_5868,Startups,1249.66,0,2,76.2
CUST_5798,Startups,2812.96,0,2,253.6
CUST_5380,SMB,8870.95,0,6,270.0
CUST_5631,Startups,3056.46,0,4,231.4
CUST_5381,SMB,11552.98,1,5,193.1
CUST_5490,Startups,2755.01,1,2,186.3
CUST_5118,SMB,8024.65,0,8,359.7
CUST_5900,Startups,2171.04,0,1,225.8
CUST_5250,SMB,9563.52,1,2,351.3
CUST_5523,Startups,2502.1,0,3,275.0
CUST_5009,Enterprise,147023.16,0,0,772.8
CUST_5196,SMB,9195.68,0,3,212.8
CUST_5603,Startups,2801.74,0,1,202.7
CUST_5081,SMB,7844.71,0,3,204.4
CUST_5783,Startups,2508.56,0,3,62.5
CUST_5587,Startups,1847.14,0,3,136.1
CUST_5797,Startups,1413.72,0,2,187.5
CUST_5239,SMB,5764.01,0,6,283.3
CUST_5290,SMB,10834.21,0,1,453.1
CUST_5211,SMB,9067.82,0,0,159.2
CUST_5717,Startups,1254.74,0,4,89.7
CUST_5359,SMB,9197.15,0,3,198.0
CUST_5449,SMB,9314.16,0,2,375.0
CUST_5227,SMB,8886.39,0,5,331.3
CUST_5950,Startups,2327.13,0,2,136.9
CUST_5946,Startups,2775.61,0,4,191.2
CUST_5796,Startups,1047.59,0,3,223.0
CUST_5501,Startups,3216.01,0,3,105.6
CUST_5464,Startups,2445.04,0,6,151.4
CUST_5362,SMB,5819.72,0,5,162.6
CUST_5468,Startups,1371.1,0,0,217.3
CUST_5935,Startups,1517.03,0,1,183.3
CUST_5428,SMB,5400.62,0,3,183.2
CUST_5007,Enterprise,167163.86,0,0,743.4
CUST_5155,SMB,9705.68,1,5,362.5
CUST_5541,Startups,2389.92,0,0,138.7
CUST_5440,SMB,10957.92,0,3,429.6
CUST_5482,Startups,2470.77,0,1,193.4
CUST_5422,SMB,5038.01,0,3,427.4
CUST_5778,Startups,2932.34,0,4,222.3
CUST_5949,Startups,1848.31,0,2,73.1
CUST_5334,SMB,5924.72,0,4,381.2
CUST_5576,Startups,3273.88,0,2,75.3
CUST_5934,Startups,2930.88,0,3,188.4
CUST_5567,Startups,1145.27,1,1,252.4
CUST_5594,Startups,1018.29,0,3,239.3
CUST_5530,Startups,2719.16,0,3,113.2
CUST_5581,Startups,2328.53,0,4,63.3
CUST_5707,Startups,2959.56,0,4,175.8
CUST_5448,SMB,5381.5,0,1,261.0
CUST_5453,Startups,1432.82,0,3,154.1
CUST_5228,SMB,9437.83,0,7,240.6
CUST_5352,SMB,8954.65,0,2,217.3
CUST_5728,Startups,2137.79,1,3,290.9
CUST_5212,SMB,6398.43,0,5,329.5
CUST_5079,SMB,10487.29,0,4,415.6
CUST_5148,SMB,8072.38,0,4,344.6
CUST_5302,SMB,8752.48,0,6,235.7
CUST_5628,Startups,2388.65,0,4,151.8
CUST_5777,Startups,1406.86,0,4,244.6
CUST_5506,Startups,1786.13,0,2,177.6
CUST_5342,SMB,10606.19,0,3,425.8
CUST_5485,Startups,2046.0,1,2,219.4
CUST_5711,Startups,2686.49,0,6,120.3
CUST_5133,SMB,7428.09,0,5,416.2
CUST_5703,Startups,3185.79,0,4,192.8
CUST_5311,SMB,7918.23,0,2,354.1
CUST_5722,Startups,1089.61,0,2,272.9
CUST_5629,Startups,3005.15,0,3,245.7
CUST_5000,Enterprise,166437.36,0,4,909.9
CUST_5316,SMB,7656.25,0,12,458.3
CUST_5706,Startups,2979.94,0,1,140.9
CUST_5547,Startups,1200.12,0,4,137.9
CUST_5872,Startups,3448.06,0,2,99.1
CUST_5532,Startups,1969.6,0,5,108.4
CUST_5477,Startups,2527.47,0,4,199.6
CUST_5404,SMB,11979.24,0,7,287.7
CUST_5172,SMB,6791.76,0,6,157.2
CUST_5125,SMB,8457.94,0,6,468.8
CUST_5394,SMB,5086.12,0,4,204.2
CUST_5420,SMB,9593.88,0,3,155.2
CUST_5552,Startups,1452.32,0,8,215.7
CUST_5903,Startups,2203.73,0,1,107.0
CUST_5090,SMB,6066.18,0,3,486.8
CUST_5939,Startups,1250.99,1,3,71.7
CUST_5181,SMB,11254.13,1,5,315.2
CUST_5274,SMB,9765.0,0,2,239.0
CUST_5895,Startups,3202.59,0,3,248.9
CUST_5069,SMB,8057.02,0,4,457.1
CUST_5291,SMB,5363.73,0,1,227.4
CUST_5131,SMB,11475.84,0,4,314.0
CUST_5300,SMB,10452.97,0,2,294.2
CUST_5424,SMB,9241.48,0,4,359.5
CUST_5326,SMB,10630.74,0,4,222.1
CUST_5144,SMB,8314.43,0,3,228.7
CUST_5423,SMB,5361.61,0,5,266.2
CUST_5580,Startups,2247.04,0,5,282.3
CUST_5135,SMB,5159.63,0,1,249.6
CUST_5450,Startups,1105.88,0,4,259.7
CUST_5164,SMB,8883.97,0,5,415.1
CUST_5028,Enterprise,129257.37,0,2,812.2
CUST_5773,Startups,3123.59,0,7,138.7
CUST_5193,SMB,10817.79,0,2,351.4
CUST_5388,SMB,5829.35,0,4,310.5
CUST_5852,Startups,3147.46,0,3,188.3
CUST_5169,SMB,11670.3,1,3,461.0
CUST_5705,Startups,2403.72,0,1,295.1
CUST_5140,SMB,8406.61,0,1,315.2
CUST_5173,SMB,11552.3,0,5,496.9
CUST_5006,Enterprise,165668.38,0,1,1041.8
CUST_5745,Startups,2223.76,0,3,63.0
CUST_5478,Startups,2586.57,0,5,211.6
CUST_5073,SMB,6637.58,0,2,220.6
CUST_5910,Startups,2912.01,1,3,66.5
CUST_5813,Startups,2461.6,0,5,133.1
CUST_5238,SMB,5124.86,0,6,206.0
CUST_5145,SMB,6868.83,0,3,408.6
CUST_5792,Startups,1794.09,0,1,141.0
CUST_5234,SMB,11531.16,0,4,452.2
CUST_5220,SMB,7106.64,1,3,193.0
CUST_5923,Startups,2355.91,0,1,263.2
CUST_5500,Startups,2841.76,0,4,212.2
CUST_5132,SMB,9067.43,1,4,389.3
CUST_5990,Startups,2556.77,0,3,77.4
CUST_5774,Startups,1011.85,0,3,175.2
CUST_5185,SMB,9631.63,0,3,264.4
CUST_5041,Enterprise,169960.69,0,1,1072.4
CUST_5696,Startups,2855.79,0,4,61.3
CUST_5108,SMB,5674.74,0,7,178.1
CUST_5588,Startups,1479.01,0,3,174.6
CUST_5056,SMB,8212.41,0,5,490.7
CUST_5405,SMB,11154.4,0,3,282.7
CUST_5442,SMB,10142.35,0,2,294.8
CUST_5757,Startups,3325.96,0,3,187.2
CUST_5997,Startups,1005.77,0,3,208.3
CUST_5024,Enterprise,166703.01,0,0,1044.8
CUST_5467,Startups,3351.49,0,3,74.6
CUST_5539,Startups,3090.76,0,3,140.9
CUST_5531,Startups,2763.52,0,2,160.2
CUST_5618,Startups,1309.67,0,2,214.5
CUST_5694,Startups,3272.66,0,3,77.7
CUST_5926,Startups,1400.78,0,2,228.9
CUST_5338,SMB,5591.45,0,6,332.3
CUST_5051,SMB,5051.54,0,3,222.0
CUST_5507,Startups,3093.46,0,0,68.0
CUST_5516,Startups,1784.73,0,3,121.8
CUST_5920,Startups,1242.44,0,3,147.5
CUST_5781,Startups,3296.98,0,1,140.5
CUST_5264,SMB,11446.79,0,4,437.3
CUST_5817,Startups,2340.5,0,4,161.4
CUST_5710,Startups,3486.75,0,5,203.9
CUST_5682,Startups,1044.17,0,5,267.3
CUST_5832,Startups,1990.42,0,0,234.8
CUST_5518,Startups,1036.71,0,6,156.2
CUST_5447,SMB,9280.81,0,8,387.3
CUST_5018,Enterprise,169657.87,0,4,994.8
CUST_5715,Startups,1462.95,0,1,114.9
CUST_5483,Startups,1792.6,0,1,97.9
CUST_5568,Startups,1916.52,0,4,285.0
CUST_5433,SMB,10865.86,0,6,392.2
CUST_5367,SMB,9698.62,0,4,438.6
CUST_5083,SMB,6168.81,0,1,434.8
CUST_5061,SMB,8297.67,0,7,456.5
CUST_5638,Startups,2934.3,0,5,232.1
CUST_5272,SMB,5373.67,0,4,452.3
CUST_5285,SMB,7913.84,0,8,190.0
CUST_5360,SMB,11518.65,0,14,302.5
CUST_5354,SMB,8261.9,0,4,278.6
CUST_5456,Startups,3450.07,0,2,171.5
CUST_5278,SMB,11125.03,0,1,499.8
CUST_5012,Enterprise,158631.91,0,2,859.2
CUST_5182,SMB,8632.01,1,5,280.9
CUST_5368,SMB,7335.46,0,1,227.9
CUST_5881,Startups,2504.44,0,2,272.1
CUST_5615,Startups,2834.38,0,4,233.5
CUST_5223,SMB,11689.36,0,4,410.0
CUST_5572,Startups,2206.43,0,3,206.1
CUST_5970,Startups,1632.96,0,2,251.4
CUST_5653,Startups,1594.15,0,4,196.2
CUST_5545,Startups,2120.61,0,5,277.4
CUST_5582,Startups,1262.45,0,4,204.4
CUST_5633,Startups,1931.76,0,3,273.7
CUST_5176,SMB,8045.68,0,6,447.2
CUST_5665,Startups,2794.1,0,2,291.7
CUST_5673,Startups,2752.2,0,4,73.9
CUST_5585,Startups,2577.08,0,2,186.5
CUST_5873,Startups,1942.86,0,4,218.1
CUST_5393,SMB,9802.67,1,5,205.1
CUST_5163,SMB,5261.89,0,5,271.7
CUST_5248,SMB,7619.29,0,2,303.4
CUST_5634,Startups,1121.75,0,5,202.9
CUST_5885,Startups,1943.01,0,1,142.5
CUST_5669,Startups,2019.85,0,3,211.0
CUST_5375,SMB,6034.48,1,2,170.6
CUST_5412,SMB,5633.09,0,6,413.2
CUST_5074,SMB,5408.12,0,3,197.8
CUST_5113,SMB,9054.54,0,4,197.8
CUST_5598,Startups,3454.51,0,5,239.9
CUST_5961,Startups,2086.41,0,6,217.6
CUST_5390,SMB,9459.52,0,2,208.4
CUST_5104,SMB,10451.26,0,4,269.4
CUST_5114,SMB,6237.41,0,2,293.9
CUST_5417,SMB,10437.38,0,3,428.6
CUST_5525,Startups,1912.3,0,5,297.7
CUST_5457,Startups,2146.4,0,2,294.5
CUST_5409,SMB,11993.73,0,2,286.3
CUST_5092,SMB,8123.09,0,5,377.2
CUST_5930,Startups,1740.08,0,3,271.0
CUST_5089,SMB,8507.31,0,2,403.5
CUST_5336,SMB,5665.67,0,3,384.3
CUST_5988,Startups,1856.01,0,1,187.5
CUST_5921,Startups,3114.49,0,1,210.2
CUST_5933,Startups,2900.04,0,0,204.2
CUST_5605,Startups,2955.01,0,7,249.8
CUST_5593,Startups,2496.19,0,2,148.9
CUST_5611,Startups,2635.26,0,5,278.9
CUST_5094,SMB,7110.58,0,3,156.3
CUST_5011,Enterprise,175605.9,0,1,928.7
CUST_5396,SMB,10777.8,0,5,259.0
CUST_5533,Startups,2602.22,0,1,288.8
CUST_5043,Enterprise,138742.0,0,6,886.5
CUST_5042,Enterprise,162015.91,0,0,900.6
CUST_5329,SMB,7017.09,0,7,185.0
CUST_5167,SMB,10657.76,0,5,407.2
CUST_5497,Startups,2565.03,0,3,85.4
CUST_5876,Startups,1986.57,0,4,192.9
CUST_5597,Startups,2584.42,0,2,237.6
CUST_5756,Startups,1826.84,0,4,132.9
CUST_5100,SMB,11360.06,1,3,307.4
CUST_5426,SMB,6669.87,1,7,171.2
CUST_5178,SMB,11241.74,0,3,446.8
CUST_5444,SMB,6895.31,0,5,165.4
CUST_5416,SMB,6001.15,0,3,448.9
CUST_5870,Startups,2859.0,0,3,122.5
CUST_5882,Startups,3338.45,0,2,229.2
CUST_5680,Startups,1167.92,0,2,236.4
CUST_5177,SMB,11946.63,0,7,206.2
CUST_5395,SMB,8180.23,0,9,449.7
CUST_5911,Startups,3191.78,0,4,136.6
CUST_5793,Startups,1195.27,0,2,95.4
CUST_5960,Startups,2341.42,0,0,154.2
CUST_5684,Startups,2586.35,0,7,238.4
CUST_5383,SMB,8355.59,0,8,344.8
CUST_5956,Startups,2943.4,0,6,65.1
CUST_5751,Startups,1806.23,0,1,287.4
CUST_5257,SMB,5736.95,0,4,362.2
CUST_5538,Startups,1414.77,0,1,93.5
CUST_5335,SMB,9300.66,0,6,496.2
CUST_5015,Enterprise,133634.32,0,1,1078.3
CUST_5324,SMB,10939.92,0,2,158.3
CUST_5758,Startups,1121.42,0,1,251.2
CUST_5222,SMB,9640.05,0,8,327.0
CUST_5179,SMB,10240.26,0,3,154.3
CUST_5983,Startups,2171.9,0,5,214.3
CUST_5022,Enterprise,178241.88,0,2,759.6
CUST_5356,SMB,10347.46,0,4,328.5
CUST_5666,Startups,3018.58,0,0,125.9
CUST_5861,Startups,2827.84,0,3,293.5
CUST_5340,SMB,5961.86,1,7,359.9
CUST_5431,SMB,10404.76,0,4,334.1
CUST_5551,Startups,1376.68,0,2,70.4
CUST_5833,Startups,2694.05,0,2,204.2
CUST_5203,SMB,6007.28,0,2,256.4
CUST_5630,Startups,3311.75,0,3,233.6
CUST_5093,SMB,7667.15,0,1,224.1
CUST_5558,Startups,2466.11,0,1,114.3
CUST_5068,SMB,5215.72,1,4,210.7
CUST_5622,Startups,3463.85,0,3,76.3
CUST_5284,SMB,8998.63,0,1,156.1
CUST_5844,Startups,1235.18,0,5,200.7
CUST_5434,SMB,5281.06,0,4,155.9
CUST_5153,SMB,8878.25,0,4,453.2
CUST_5075,SMB,6969.69,0,4,369.1
CUST_5730,Startups,1781.42,0,5,151.7
CUST_5446,SMB,11861.43,0,8,468.5
CUST_5188,SMB,10227.53,0,8,420.5
CUST_5271,SMB,6222.49,0,3,488.4
CUST_5236,SMB,8271.67,0,1,444.0
CUST_5487,Startups,1563.98,0,0,151.1
CUST_5117,SMB,10036.24,0,4,470.8
CUST_5943,Startups,2033.92,0,4,72.2
CUST_5512,Startups,1138.92,0,4,208.8
CUST_5825,Startups,1045.4,1,2,231.1
CUST_5591,Startups,2120.52,1,5,254.0
CUST_5126,SMB,7309.03,0,3,443.3
CUST_5116,SMB,10309.64,0,3,188.2
CUST_5473,Startups,1335.24,0,2,263.1
CUST_5693,Startups,1813.36,0,1,186.8
CUST_5057,SMB,8981.19,0,2,396.3
CUST_5863,Startups,2424.83,0,5,138.0
CUST_5912,Startups,3254.1,0,3,106.0
CUST_5369,SMB,11288.57,0,10,273.5
CUST_5268,SMB,5808.43,0,7,317.7
CUST_5046,Enterprise,143248.7,0,1,905.4
CUST_5349,SMB,5665.34,1,5,400.5
CUST_5195,SMB,6254.88,0,2,202.0
CUST_5999,Startups,1702.24,0,4,101.4
CUST_5834,Startups,2814.42,0,6,194.0
CUST_5736,Startups,1517.55,0,2,148.6
CUST_5263,SMB,6007.1,0,3,486.0
CUST_5443,SMB,6351.29,1,3,235.2
CUST_5675,Startups,1980.92,0,1,121.8
CUST_5304,SMB,11003.01,0,4,433.0
CUST_5341,SMB,11712.16,0,3,485.6
CUST_5966,Startups,3383.01,0,5,98.0
CUST_5149,SMB,5151.28,0,4,449.4
CUST_5124,SMB,5291.3,0,4,323.2
CUST_5786,Startups,3032.9,0,4,197.3
CUST_5050,SMB,6399.36,0,1,301.4
CUST_5353,SMB,9007.01,0,4,445.7
CUST_5927,Startups,3129.83,0,0,256.8
CUST_5142,SMB,11564.79,0,5,328.7
CUST_5470,Startups,2010.09,0,8,168.7
