customer_id,customer_type,region,product_tier,lifetime_value,churn,support_tickets,retention_days,feature_adoption_score,nps_score
CUST_5029,Enterprise,EMEA,Platinum,122787.02,0,3,710,86.0,92.1
CUST_5535,Startup,APAC,Silver,3834.3,0,4,260,53.5,3.1
CUST_5695,Startup,AMER,Silver,2831.86,1,1,254,32.9,38.5
CUST_5557,Startup,EMEA,Free,1086.35,0,2,227,32.5,26.3
CUST_5836,Startup,AMER,Silver,3744.54,0,5,103,40.7,22.7
CUST_5596,Startup,EMEA,Free,3002.67,0,4,140,41.1,-1.2
CUST_5165,SMB,AMER,Gold,10847.12,0,3,557,75.8,45.2
CUST_5918,Startup,APAC,Free,3290.82,0,0,112,50.0,36.3
CUST_5495,Startup,AMER,Free,2060.06,0,5,85,42.8,-18.1
CUST_5824,Startup,APAC,Silver,2612.19,0,4,173,47.2,9.4
CUST_5065,SMB,AMER,Gold,8798.87,0,1,420,77.1,55.2
CUST_5141,SMB,AMER,Silver,6762.48,0,3,574,55.6,10.5
CUST_5925,Startup,AMER,Silver,1067.41,0,2,176,27.2,10.5
CUST_5827,Startup,AMER,Silver,2040.86,0,6,215,43.4,39.5
CUST_5655,Startup,EMEA,Free,1382.74,0,7,257,32.4,27.6
CUST_5331,SMB,EMEA,Gold,10304.92,0,5,449,74.2,13.3
CUST_5664,Startup,APAC,Free,1305.35,0,3,232,44.3,-19.6
CUST_5249,SMB,AMER,Silver,10971.07,0,4,223,53.4,11.1
CUST_5907,Startup,AMER,Free,2025.45,0,4,115,16.3,36.3
CUST_5708,Startup,APAC,Silver,1763.92,0,2,72,18.8,-13.5
CUST_5305,SMB,AMER,Gold,11830.96,0,3,348,51.0,36.5
CUST_5734,Startup,APAC,Free,2076.49,0,2,104,51.6,-18.4
CUST_5975,Startup,AMER,Free,1786.79,0,3,143,38.3,12.3
CUST_5049,Enterprise,AMER,Platinum,131091.27,0,0,1154,78.2,92.6
CUST_5896,Startup,AMER,Free,1879.44,0,2,197,48.1,18.6
CUST_5002,Enterprise,AMER,Gold,163919.64,0,3,1068,99.2,73.7
CUST_5544,Startup,AMER,Free,2854.38,0,4,252,36.1,-15.8
CUST_5350,SMB,APAC,Gold,8521.95,0,4,150,64.9,18.7
CUST_5904,Startup,APAC,Free,2264.27,0,2,119,19.3,23.2
CUST_5536,Startup,APAC,Free,3548.94,0,2,295,39.1,24.4
CUST_5344,SMB,APAC,Gold,7789.53,0,3,465,53.7,14.0
CUST_5994,Startup,AMER,Silver,2082.92,0,1,232,19.2,-0.9
CUST_5481,Startup,AMER,Silver,3087.25,0,0,62,37.4,27.1
CUST_5575,Startup,AMER,Silver,3848.56,0,3,274,49.2,10.0
CUST_5033,Enterprise,AMER,Platinum,176933.13,0,0,1146,84.9,99.8
CUST_5031,Enterprise,AMER,Platinum,130231.45,0,0,711,98.2,68.2
CUST_5231,SMB,EMEA,Silver,8518.46,0,3,210,67.1,46.5
CUST_5963,Startup,APAC,Silver,2167.89,0,3,128,54.6,7.6
CUST_5192,SMB,EMEA,Gold,11302.93,0,2,239,52.2,48.1
CUST_5333,SMB,APAC,Gold,5812.51,0,4,571,50.2,59.6
CUST_5003,Enterprise,EMEA,Platinum,155919.51,0,1,1095,81.4,66.7
CUST_5204,SMB,AMER,Gold,9245.0,0,1,423,61.1,23.4
CUST_5514,Startup,AMER,Free,1135.66,0,2,114,37.6,8.8
CUST_5799,Startup,AMER,Silver,3767.5,1,3,134,25.0,27.7
CUST_5306,SMB,APAC,Silver,8614.1,0,5,388,73.8,29.6
CUST_5109,SMB,EMEA,Silver,5538.86,0,5,181,62.1,18.9
CUST_5430,SMB,AMER,Gold,6000.94,0,4,111,75.6,58.0
CUST_5077,SMB,APAC,Gold,5518.31,0,3,108,78.6,20.4
CUST_5084,SMB,AMER,Gold,7176.88,0,5,386,50.3,48.2
CUST_5286,SMB,APAC,Silver,8259.19,1,2,376,75.3,28.0
CUST_5082,SMB,APAC,Gold,7316.29,0,3,318,66.8,16.2
CUST_5991,Startup,AMER,Silver,3084.09,0,6,35,50.9,-19.8
CUST_5789,Startup,AMER,Silver,3841.85,0,0,80,41.9,35.7
CUST_5894,Startup,AMER,Free,3004.26,0,3,121,44.6,13.8
CUST_5398,SMB,EMEA,Gold,10256.1,0,4,374,47.6,15.1
CUST_5323,SMB,APAC,Gold,6959.54,0,5,160,78.5,26.8
CUST_5519,Startup,EMEA,Free,1451.25,0,3,133,42.0,-10.4
CUST_5916,Startup,AMER,Free,1883.4,0,4,125,42.6,27.6
CUST_5922,Startup,APAC,Silver,3683.66,0,1,221,37.0,-9.8
CUST_5005,Enterprise,AMER,Platinum,129359.67,0,1,837,88.7,99.0
CUST_5731,Startup,APAC,Silver,3443.72,0,1,259,42.7,25.7
CUST_5465,Startup,EMEA,Silver,2124.61,1,3,91,21.8,18.9
CUST_5097,SMB,EMEA,Silver,7992.79,0,5,246,52.8,13.0
CUST_5266,SMB,EMEA,Silver,9879.11,0,5,543,78.3,10.9
CUST_5357,SMB,APAC,Gold,9100.43,0,3,367,65.2,24.7
CUST_5868,Startup,AMER,Free,3585.36,0,4,239,24.6,2.7
CUST_5798,Startup,AMER,Free,3089.95,1,1,157,23.2,21.0
CUST_5380,SMB,AMER,Silver,5827.15,0,3,283,71.5,47.6
CUST_5631,Startup,AMER,Silver,3685.62,0,5,167,48.5,-11.3
CUST_5381,SMB,APAC,Gold,9877.16,0,4,425,52.5,51.2
CUST_5490,Startup,AMER,Free,2366.97,0,3,140,32.5,23.0
CUST_5118,SMB,EMEA,Gold,11247.91,0,3,351,45.7,38.8
CUST_5900,Startup,AMER,Silver,1623.66,0,1,45,42.2,5.7
CUST_5250,SMB,APAC,Silver,7061.14,0,1,410,52.3,12.8
CUST_5523,Startup,AMER,Free,3526.36,0,5,156,30.1,-18.2
CUST_5009,Enterprise,APAC,Platinum,162484.35,0,1,828,76.8,72.5
CUST_5196,SMB,APAC,Gold,10081.69,0,6,230,47.7,18.3
CUST_5603,Startup,AMER,Free,1266.11,0,2,157,49.2,-11.8
CUST_5081,SMB,EMEA,Gold,9363.09,1,4,166,54.9,22.0
CUST_5783,Startup,AMER,Free,2037.09,0,3,81,31.2,13.6
CUST_5587,Startup,APAC,Free,1386.64,0,4,183,48.8,-10.7
CUST_5797,Startup,AMER,Silver,2695.4,1,4,272,43.9,-2.4
CUST_5239,SMB,AMER,Gold,6239.77,0,5,305,73.8,44.3
CUST_5290,SMB,APAC,Gold,5213.5,0,9,514,59.8,32.6
CUST_5211,SMB,AMER,Silver,9843.27,0,5,183,57.3,23.3
CUST_5717,Startup,AMER,Free,3895.08,0,2,206,50.6,2.0
CUST_5359,SMB,EMEA,Gold,9028.32,0,7,171,54.8,17.9
CUST_5449,SMB,EMEA,Gold,5584.51,0,7,451,47.0,21.1
CUST_5227,SMB,APAC,Gold,7751.68,0,5,429,73.3,22.1
CUST_5950,Startup,APAC,Silver,2801.55,0,4,185,23.0,-18.2
CUST_5946,Startup,EMEA,Silver,1410.66,0,5,151,19.3,0.9
CUST_5796,Startup,EMEA,Free,3796.35,0,6,181,25.9,15.9
CUST_5501,Startup,AMER,Free,2608.29,0,6,89,19.4,23.6
CUST_5464,Startup,EMEA,Silver,3886.52,0,6,243,25.9,5.0
CUST_5362,SMB,APAC,Silver,8207.77,0,7,471,68.2,10.9
CUST_5468,Startup,APAC,Free,1670.79,0,1,268,37.8,11.4
CUST_5935,Startup,APAC,Free,1816.92,0,1,213,49.8,-7.4
CUST_5428,SMB,EMEA,Gold,7456.41,0,2,180,71.2,42.6
CUST_5007,Enterprise,EMEA,Platinum,171970.57,0,2,1065,83.6,76.9
CUST_5155,SMB,AMER,Gold,6694.39,0,2,589,54.5,23.9
CUST_5541,Startup,AMER,Free,2818.52,0,6,109,52.4,-4.8
CUST_5440,SMB,AMER,Silver,5593.86,0,3,469,73.7,10.4
CUST_5482,Startup,AMER,Silver,2363.62,0,4,87,42.8,18.9
CUST_5422,SMB,EMEA,Gold,5638.44,1,5,426,48.5,37.7
CUST_5778,Startup,AMER,Free,3160.11,0,4,159,44.4,-17.2
CUST_5949,Startup,APAC,Free,2792.24,0,4,202,41.0,6.3
CUST_5334,SMB,AMER,Gold,5322.02,0,2,132,67.0,38.2
CUST_5576,Startup,APAC,Silver,1441.22,1,2,101,42.2,9.0
CUST_5934,Startup,APAC,Silver,1515.04,0,1,152,35.0,19.4
CUST_5567,Startup,APAC,Free,2312.42,0,3,103,42.2,-13.2
CUST_5594,Startup,AMER,Free,3690.37,0,1,225,38.5,-14.8
CUST_5530,Startup,APAC,Silver,3438.7,0,6,167,47.6,-8.2
CUST_5581,Startup,EMEA,Free,3940.1,0,2,143,41.8,-11.2
CUST_5707,Startup,AMER,Silver,3429.62,0,7,253,18.8,1.4
CUST_5448,SMB,EMEA,Gold,7633.82,0,2,293,70.6,13.2
CUST_5453,Startup,EMEA,Free,3719.06,0,2,240,35.5,-9.8
CUST_5228,SMB,AMER,Gold,11244.33,0,2,537,47.8,23.9
CUST_5352,SMB,AMER,Gold,9610.86,0,2,238,51.9,24.0
CUST_5728,Startup,EMEA,Silver,1604.88,0,3,263,28.8,-3.3
CUST_5212,SMB,AMER,Silver,9563.73,0,3,572,72.7,34.9
CUST_5079,SMB,AMER,Silver,5811.08,0,0,191,65.2,34.0
CUST_5148,SMB,EMEA,Gold,5360.35,0,5,91,67.8,13.1
CUST_5302,SMB,APAC,Gold,8784.45,1,6,475,77.2,15.4
CUST_5628,Startup,APAC,Free,1110.05,0,2,134,19.7,-16.3
CUST_5777,Startup,APAC,Free,3166.76,0,1,196,43.2,13.8
CUST_5506,Startup,EMEA,Free,3732.78,0,2,91,43.3,-7.2
CUST_5342,SMB,AMER,Gold,6212.41,0,6,154,51.7,49.6
CUST_5485,Startup,AMER,Silver,3703.47,0,5,64,15.3,31.8
CUST_5711,Startup,AMER,Free,2786.92,1,1,32,54.1,-13.6
CUST_5133,SMB,AMER,Gold,7363.31,0,4,295,43.0,51.7
CUST_5703,Startup,APAC,Free,1403.24,0,2,280,27.6,23.3
CUST_5311,SMB,APAC,Gold,5549.19,0,3,408,45.9,30.3
CUST_5722,Startup,APAC,Free,1199.49,0,3,284,20.8,28.6
CUST_5629,Startup,AMER,Free,1757.31,0,0,222,40.8,11.5
CUST_5000,Enterprise,EMEA,Platinum,142472.41,0,1,994,86.0,66.5
CUST_5316,SMB,AMER,Silver,7862.67,0,7,181,73.1,57.8
CUST_5706,Startup,AMER,Free,1967.06,0,5,238,40.1,30.8
CUST_5547,Startup,APAC,Silver,3014.72,0,5,136,40.9,12.3
CUST_5872,Startup,AMER,Silver,2932.0,0,2,133,20.4,32.4
CUST_5532,Startup,EMEA,Silver,3989.91,0,3,63,35.8,29.9
CUST_5477,Startup,EMEA,Silver,2661.56,0,1,118,25.6,4.9
CUST_5404,SMB,AMER,Gold,7240.35,0,9,579,54.9,50.0
CUST_5172,SMB,AMER,Silver,8584.65,0,3,135,62.4,18.8
CUST_5125,SMB,AMER,Gold,7989.75,0,4,422,64.8,46.6
CUST_5394,SMB,AMER,Gold,7385.62,0,4,143,65.5,59.1
CUST_5420,SMB,AMER,Gold,10541.05,0,0,195,41.9,30.9
CUST_5552,Startup,AMER,Free,2655.72,0,2,110,51.9,12.1
CUST_5903,Startup,AMER,Free,2749.12,1,4,271,28.5,33.6
CUST_5090,SMB,AMER,Silver,5837.16,0,6,115,70.8,42.0
CUST_5939,Startup,AMER,Free,2729.55,1,2,215,34.2,-13.5
CUST_5181,SMB,APAC,Gold,5794.31,0,9,433,58.8,52.3
CUST_5274,SMB,EMEA,Gold,8579.4,0,3,531,64.1,26.7
CUST_5895,Startup,AMER,Free,1614.95,0,3,138,27.5,4.1
CUST_5069,SMB,AMER,Silver,11908.21,0,6,105,78.5,31.8
CUST_5291,SMB,EMEA,Silver,5261.44,0,6,403,78.5,52.9
CUST_5131,SMB,AMER,Silver,6554.75,0,5,555,46.5,34.5
CUST_5300,SMB,AMER,Silver,5361.77,1,7,355,66.3,49.7
CUST_5424,SMB,EMEA,Silver,5402.91,0,4,465,65.6,25.3
CUST_5326,SMB,EMEA,Gold,8880.48,0,6,171,77.7,52.3
CUST_5144,SMB,AMER,Gold,6993.88,0,5,234,46.2,42.5
CUST_5423,SMB,APAC,Gold,8460.94,0,4,247,70.2,34.8
CUST_5580,Startup,AMER,Free,2377.41,0,6,75,33.2,0.3
CUST_5135,SMB,EMEA,Silver,7262.42,1,0,564,47.0,54.6
