customer_id,customer_name,region,signup_date
CUST_0058,Customer_58,North,2024-01-29
CUST_0059,Customer_59,East,2024-01-30
CUST_0060,Customer_60,North,2024-01-30
CUST_0061,Customer_61,East,2024-01-31
CUST_0062,Customer_62,East,2024-01-31
CUST_0063,Customer_63,North,2024-02-01
CUST_0064,Customer_64,North,2024-02-01
CUST_0065,Customer_65,East,2024-02-02
CUST_0066,Customer_66,South,2024-02-02
CUST_0067,Customer_67,West,2024-02-03
CUST_0068,Customer_68,North,2024-02-03
CUST_0069,Customer_69,West,2024-02-04
CUST_0070,Customer_70,South,2024-02-04
CUST_0071,Customer_71,South,2024-02-05
CUST_0072,Customer_72,South,2024-02-05
CUST_0073,Customer_73,North,2024-02-06
CUST_0074,Customer_74,South,2024-02-06
CUST_0075,Customer_75,North,2024-02-07
CUST_0076,Customer_76,South,2024-02-07
CUST_0077,Customer_77,West,2024-02-08
CUST_0078,Customer_78,West,2024-02-08
CUST_0079,Customer_79,East,2024-02-09
CUST_0080,Customer_80,West,2024-02-09
CUST_0081,Customer_81,East,2024-02-10
CUST_0082,Customer_82,West,2024-02-10
CUST_0083,Customer_83,North,2024-02-11
CUST_0084,Customer_84,West,2024-02-11
CUST_0085,Customer_85,East,2024-02-12
CUST_0086,Customer_86,East,2024-02-12
CUST_0087,Customer_87,South,2024-02-13
CUST_0088,Customer_88,North,2024-02-13
CUST_0089,Customer_89,West,2024-02-14
CUST_0090,Customer_90,South,2024-02-14
CUST_0091,Customer_91,West,2024-02-15
CUST_0092,Customer_92,West,2024-02-15
CUST_0093,Customer_93,South,2024-02-16
CUST_0094,Customer_94,South,2024-02-16
CUST_0095,Customer_95,South,2024-02-17
CUST_0096,Customer_96,South,2024-02-17
CUST_0097,Customer_97,South,2024-02-18
CUST_0098,Customer_98,West,2024-02-18
CUST_0099,Customer_99,South,2024-02-19
CUST_0100,Customer_100,North,2024-02-19
CUST_0101,Customer_101,East,2024-02-20
CUST_0102,Customer_102,South,2024-02-20
CUST_0103,Customer_103,South,2024-02-21
CUST_0104,Customer_104,West,2024-02-21
CUST_0105,Customer_105,South,2024-02-22
CUST_0106,Customer_106,South,2024-02-22
CUST_0107,Customer_107,South,2024-02-23
CUST_0108,Customer_108,West,2024-02-23
CUST_0109,Customer_109,South,2024-02-24
CUST_0110,Customer_110,East,2024-02-24
CUST_0111,Customer_111,West,2024-02-25
CUST_0112,Customer_112,East,2024-02-25
CUST_0113,Customer_113,West,2024-02-26
CUST_0114,Customer_114,South,2024-02-26
CUST_0115,Customer_115,East,2024-02-27
CUST_0116,Customer_116,West,2024-02-27
CUST_0117,Customer_117,North,2024-02-28
CUST_0118,Customer_118,South,2024-02-28
CUST_0119,Customer_119,West,2024-02-29
CUST_0120,Customer_120,North,2024-02-29
CUST_0121,Customer_121,West,2024-03-01
CUST_0122,Customer_122,North,2024-03-01
CUST_0123,Customer_123,South,2024-03-02
CUST_0124,Customer_124,East,2024-03-02
CUST_0125,Customer_125,North,2024-03-03
CUST_0126,Customer_126,West,2024-03-03
CUST_0127,Customer_127,South,2024-03-04
CUST_0128,Customer_128,North,2024-03-04
CUST_0129,Customer_129,West,2024-03-05
CUST_0130,Customer_130,West,2024-03-05
CUST_0131,Customer_131,West,2024-03-06
CUST_0132,Customer_132,North,2024-03-06
CUST_0133,Customer_133,North,2024-03-07
CUST_0134,Customer_134,North,2024-03-07
CUST_0135,Customer_135,East,2024-03-08
CUST_0136,Customer_136,North,2024-03-08
CUST_0137,Customer_137,North,2024-03-09
CUST_0138,Customer_138,North,2024-03-09
CUST_0139,Customer_139,East,2024-03-10
CUST_0140,Customer_140,North,2024-03-10
CUST_0141,Customer_141,West,2024-03-11
CUST_0142,Customer_142,North,2024-03-11
CUST_0143,Customer_143,West,2024-03-12
CUST_0144,Customer_144,West,2024-03-12
CUST_0145,Customer_145,West,2024-03-13
CUST_0146,Customer_146,East,2024-03-13
CUST_0147,Customer_147,East,2024-03-14
CUST_0148,Customer_148,East,2024-03-14
CUST_0149,Customer_149,North,2024-03-15
CUST_0150,Customer_150,West,2024-03-15
CUST_0151,Customer_151,East,2024-03-16
CUST_0152,Customer_152,East,2024-03-16
CUST_0153,Customer_153,North,2024-03-17
CUST_0154,Customer_154,East,2024-03-17
CUST_0155,Customer_155,North,2024-03-18
CUST_0156,Customer_156,South,2024-03-18
CUST_0157,Customer_157,East,2024-03-19
CUST_0158,Customer_158,South,2024-03-19
CUST_0159,Customer_159,North,2024-03-20
CUST_0160,Customer_160,West,2024-03-20
CUST_0161,Customer_161,East,2024-03-21
CUST_0162,Customer_162,North,2024-03-21
CUST_0163,Customer_163,West,2024-03-22
CUST_0164,Customer_164,West,2024-03-22
CUST_0165,Customer_165,South,2024-03-23
CUST_0166,Customer_166,North,2024-03-23
CUST_0167,Customer_167,West,2024-03-24
CUST_0168,Customer_168,East,2024-03-24
CUST_0169,Customer_169,East,2024-03-25
CUST_0170,Customer_170,South,2024-03-25
CUST_0171,Customer_171,West,2024-03-26
CUST_0172,Customer_172,North,2024-03-26
CUST_0173,Customer_173,East,2024-03-27
CUST_0174,Customer_174,West,2024-03-27
CUST_0175,Customer_175,West,2024-03-28
CUST_0176,Customer_176,South,2024-03-28
CUST_0177,Customer_177,East,2024-03-29
CUST_0178,Customer_178,East,2024-03-29
CUST_0179,Customer_179,North,2024-03-30
CUST_0180,Customer_180,East,2024-03-30
CUST_0181,Customer_181,North,2024-03-31
CUST_0182,Customer_182,East,2024-03-31
CUST_0183,Customer_183,South,2024-04-01
CUST_0184,Customer_184,East,2024-04-01
CUST_0185,Customer_185,North,2024-04-02
CUST_0186,Customer_186,North,2024-04-02
CUST_0187,Customer_187,South,2024-04-03
CUST_0188,Customer_188,East,2024-04-03
CUST_0189,Customer_189,East,2024-04-04
CUST_0190,Customer_190,South,2024-04-04
CUST_0191,Customer_191,East,2024-04-05
CUST_0192,Customer_192,East,2024-04-05
CUST_0193,Customer_193,North,2024-04-06
CUST_0194,Customer_194,East,2024-04-06
CUST_0195,Customer_195,East,2024-04-07
CUST_0196,Customer_196,South,2024-04-07
CUST_0197,Customer_197,South,2024-04-08
CUST_0198,Customer_198,West,2024-04-08
CUST_0199,Customer_199,North,2024-04-09
CUST_0200,Customer_200,East,2024-04-09
CUST_0201,Customer_201,East,2024-04-10
CUST_0202,Customer_202,West,2024-04-10
CUST_0203,Customer_203,East,2024-04-11
CUST_0204,Customer_204,North,2024-04-11
CUST_0205,Customer_205,West,2024-04-12
CUST_0206,Customer_206,North,2024-04-12
CUST_0207,Customer_207,West,2024-04-13
CUST_0208,Customer_208,West,2024-04-13
CUST_0209,Customer_209,South,2024-04-14
CUST_0210,Customer_210,North,2024-04-14
CUST_0211,Customer_211,East,2024-04-15
CUST_0212,Customer_212,East,2024-04-15
CUST_0213,Customer_213,North,2024-04-16
CUST_0214,Customer_214,East,2024-04-16
CUST_0215,Customer_215,East,2024-04-17
CUST_0216,Customer_216,North,2024-04-17
CUST_0217,Customer_217,West,2024-04-18
CUST_0218,Customer_218,North,2024-04-18
CUST_0219,Customer_219,West,2024-04-19
CUST_0220,Customer_220,East,2024-04-19
CUST_0221,Customer_221,East,2024-04-20
CUST_0222,Customer_222,East,2024-04-20
CUST_0223,Customer_223,South,2024-04-21
CUST_0224,Customer_224,West,2024-04-21
CUST_0225,Customer_225,South,2024-04-22
CUST_0226,Customer_226,South,2024-04-22
CUST_0227,Customer_227,North,2024-04-23
CUST_0228,Customer_228,South,2024-04-23
CUST_0229,Customer_229,North,2024-04-24
CUST_0230,Customer_230,North,2024-04-24
CUST_0231,Customer_231,South,2024-04-25
CUST_0232,Customer_232,West,2024-04-25
CUST_0233,Customer_233,West,2024-04-26
CUST_0234,Customer_234,West,2024-04-26
CUST_0235,Customer_235,West,2024-04-27
CUST_0236,Customer_236,West,2024-04-27
CUST_0237,Customer_237,South,2024-04-28
CUST_0238,Customer_238,South,2024-04-28
CUST_0239,Customer_239,East,2024-04-29
CUST_0240,Customer_240,West,2024-04-29
CUST_0241,Customer_241,South,2024-04-30
CUST_0242,Customer_242,East,2024-04-30
CUST_0243,Customer_243,West,2024-05-01
CUST_0244,Customer_244,North,2024-05-01
CUST_0245,Customer_245,East,2024-05-02
CUST_0246,Customer_246,South,2024-05-02
CUST_0247,Customer_247,North,2024-05-03
CUST_0248,Customer_248,North,2024-05-03
CUST_0249,Customer_249,North,2024-05-04
CUST_0250,Customer_250,East,2024-05-04
CUST_0251,Customer_251,South,2024-05-05
CUST_0252,Customer_252,North,2024-05-05
CUST_0253,Customer_253,West,2024-05-06
CUST_0254,Customer_254,North,2024-05-06
CUST_0255,Customer_255,North,2024-05-07
CUST_0256,Customer_256,East,2024-05-07
CUST_0257,Customer_257,East,2024-05-08
CUST_0258,Customer_258,South,2024-05-08
CUST_0259,Customer_259,West,2024-05-09
CUST_0260,Customer_260,East,2024-05-09
CUST_0261,Customer_261,North,2024-05-10
CUST_0262,Customer_262,South,2024-05-10
CUST_0263,Customer_263,North,2024-05-11
CUST_0264,Customer_264,North,2024-05-11
CUST_0265,Customer_265,East,2024-05-12
CUST_0266,Customer_266,South,2024-05-12
CUST_0267,Customer_267,West,2024-05-13
CUST_0268,Customer_268,West,2024-05-13
CUST_0269,Customer_269,East,2024-05-14
CUST_0270,Customer_270,East,2024-05-14
CUST_0271,Customer_271,South,2024-05-15
CUST_0272,Customer_272,West,2024-05-15
CUST_0273,Customer_273,West,2024-05-16
CUST_0274,Customer_274,West,2024-05-16
CUST_0275,Customer_275,North,2024-05-17
CUST_0276,Customer_276,West,2024-05-17
CUST_0277,Customer_277,North,2024-05-18
CUST_0278,Customer_278,South,2024-05-18
CUST_0279,Customer_279,North,2024-05-19
CUST_0280,Customer_280,South,2024-05-19
CUST_0281,Customer_281,West,2024-05-20
CUST_0282,Customer_282,West,2024-05-20
CUST_0283,Customer_283,South,2024-05-21
CUST_0284,Customer_284,East,2024-05-21
CUST_0285,Customer_285,South,2024-05-22
CUST_0286,Customer_286,East,2024-05-22
CUST_0287,Customer_287,North,2024-05-23
CUST_0288,Customer_288,North,2024-05-23
CUST_0289,Customer_289,North,2024-05-24
CUST_0290,Customer_290,West,2024-05-24
CUST_0291,Customer_291,North,2024-05-25
CUST_0292,Customer_292,East,2024-05-25
CUST_0293,Customer_293,North,2024-05-26
CUST_0294,Customer_294,South,2024-05-26
CUST_0295,Customer_295,South,2024-05-27
CUST_0296,Customer_296,West,2024-05-27
CUST_0297,Customer_297,South,2024-05-28
CUST_0298,Customer_298,East,2024-05-28
CUST_0299,Customer_299,North,2024-05-29
CUST_0300,Customer_300,West,2024-05-29
CUST_0301,Customer_301,North,2024-05-30
CUST_0302,Customer_302,North,2024-05-30
CUST_0303,Customer_303,East,2024-05-31
CUST_0304,Customer_304,South,2024-05-31
CUST_0305,Customer_305,South,2024-06-01
CUST_0306,Customer_306,North,2024-06-01
CUST_0307,Customer_307,West,2024-06-02
CUST_0308,Customer_308,South,2024-06-02
CUST_0309,Customer_309,West,2024-06-03
CUST_0310,Customer_310,South,2024-06-03
CUST_0311,Customer_311,West,2024-06-04
CUST_0312,Customer_312,East,2024-06-04
CUST_0313,Customer_313,West,2024-06-05
CUST_0314,Customer_314,East,2024-06-05
CUST_0315,Customer_315,East,2024-06-06
CUST_0316,Customer_316,West,2024-06-06
CUST_0317,Customer_317,East,2024-06-07
CUST_0318,Customer_318,North,2024-06-07
CUST_0319,Customer_319,East,2024-06-08
CUST_0320,Customer_320,South,2024-06-08
CUST_0321,Customer_321,West,2024-06-09
CUST_0322,Customer_322,North,2024-06-09
CUST_0323,Customer_323,West,2024-06-10
CUST_0324,Customer_324,South,2024-06-10
CUST_0325,Customer_325,South,2024-06-11
CUST_0326,Customer_326,South,2024-06-11
CUST_0327,Customer_327,East,2024-06-12
CUST_0328,Customer_328,East,2024-06-12
CUST_0329,Customer_329,West,2024-06-13
CUST_0330,Customer_330,West,2024-06-13
CUST_0331,Customer_331,North,2024-06-14
CUST_0332,Customer_332,North,2024-06-14
CUST_0333,Customer_333,West,2024-06-15
CUST_0334,Customer_334,East,2024-06-15
CUST_0335,Customer_335,South,2024-06-16
CUST_0336,Customer_336,West,2024-06-16
CUST_0337,Customer_337,North,2024-06-17
CUST_0338,Customer_338,East,2024-06-17
CUST_0339,Customer_339,West,2024-06-18
CUST_0340,Customer_340,West,2024-06-18
CUST_0341,Customer_341,East,2024-06-19
CUST_0342,Customer_342,West,2024-06-19
CUST_0343,Customer_343,East,2024-06-20
CUST_0344,Customer_344,South,2024-06-20
CUST_0345,Customer_345,East,2024-06-21
CUST_0346,Customer_346,East,2024-06-21
CUST_0347,Customer_347,East,2024-06-22
CUST_0348,Customer_348,West,2024-06-22
CUST_0349,Customer_349,West,2024-06-23
CUST_0350,Customer_350,East,2024-06-23
CUST_0351,Customer_351,West,2024-06-24
CUST_0352,Customer_352,North,2024-06-24
CUST_0353,Customer_353,North,2024-06-25
CUST_0354,Customer_354,West,2024-06-25
CUST_0355,Customer_355,West,2024-06-26
CUST_0356,Customer_356,East,2024-06-26
CUST_0357,Customer_357,South,2024-06-27
CUST_0358,Customer_358,West,2024-06-27
CUST_0359,Customer_359,North,2024-06-28
CUST_0360,Customer_360,East,2024-06-28
CUST_0361,Customer_361,West,2024-06-29
CUST_0362,Customer_362,North,2024-06-29
CUST_0363,Customer_363,North,2024-06-30
CUST_0364,Customer_364,South,2024-06-30
CUST_0365,Customer_365,East,2024-07-01
CUST_0366,Customer_366,East,2024-07-01
CUST_0367,Customer_367,South,2024-07-02
CUST_0368,Customer_368,South,2024-07-02
CUST_0369,Customer_369,East,2024-07-03
CUST_0370,Customer_370,East,2024-07-03
CUST_0371,Customer_371,West,2024-07-04
CUST_0372,Customer_372,West,2024-07-04
CUST_0373,Customer_373,South,2024-07-05
CUST_0374,Customer_374,West,2024-07-05
CUST_0375,Customer_375,North,2024-07-06
CUST_0376,Customer_376,West,2024-07-06
CUST_0377,Customer_377,West,2024-07-07
CUST_0378,Customer_378,North,2024-07-07
CUST_0379,Customer_379,South,2024-07-08
CUST_0380,Customer_380,North,2024-07-08
CUST_0381,Customer_381,West,2024-07-09
CUST_0382,Customer_382,South,2024-07-09
CUST_0383,Customer_383,West,2024-07-10
CUST_0384,Customer_384,North,2024-07-10
CUST_0385,Customer_385,North,2024-07-11
CUST_0386,Customer_386,West,2024-07-11
CUST_0387,Customer_387,East,2024-07-12
CUST_0388,Customer_388,East,2024-07-12
CUST_0389,Customer_389,North,2024-07-13
CUST_0390,Customer_390,North,2024-07-13
CUST_0391,Customer_391,East,2024-07-14
CUST_0392,Customer_392,East,2024-07-14
CUST_0393,Customer_393,West,2024-07-15
CUST_0394,Customer_394,West,2024-07-15
CUST_0395,Customer_395,East,2024-07-16
CUST_0396,Customer_396,West,2024-07-16
CUST_0397,Customer_397,West,2024-07-17
CUST_0398,Customer_398,South,2024-07-17
CUST_0399,Customer_399,West,2024-07-18
CUST_0400,Customer_400,North,2024-07-18
CUST_0401,Customer_401,West,2024-07-19
CUST_0402,Customer_402,West,2024-07-19
CUST_0403,Customer_403,East,2024-07-20
CUST_0404,Customer_404,North,2024-07-20
CUST_0405,Customer_405,West,2024-07-21
CUST_0406,Customer_406,West,2024-07-21
CUST_0407,Customer_407,South,2024-07-22
CUST_0408,Customer_408,West,2024-07-22
CUST_0409,Customer_409,West,2024-07-23
CUST_0410,Customer_410,South,2024-07-23
CUST_0411,Customer_411,East,2024-07-24
CUST_0412,Customer_412,West,2024-07-24
CUST_0413,Customer_413,South,2024-07-25
CUST_0414,Customer_414,North,2024-07-25
CUST_0415,Customer_415,East,2024-07-26
CUST_0416,Customer_416,North,2024-07-26
CUST_0417,Customer_417,North,2024-07-27
CUST_0418,Customer_418,South,2024-07-27
CUST_0419,Customer_419,West,2024-07-28
CUST_0420,Customer_420,South,2024-07-28
CUST_0421,Customer_421,South,2024-07-29
CUST_0422,Customer_422,South,2024-07-29
CUST_0423,Customer_423,South,2024-07-30
CUST_0424,Customer_424,East,2024-07-30
CUST_0425,Customer_425,West,2024-07-31
CUST_0426,Customer_426,North,2024-07-31
CUST_0427,Customer_427,North,2024-08-01
CUST_0428,Customer_428,West,2024-08-01
CUST_0429,Customer_429,North,2024-08-02
CUST_0430,Customer_430,West,2024-08-02
CUST_0431,Customer_431,North,2024-08-03
CUST_0432,Customer_432,South,2024-08-03
CUST_0433,Customer_433,North,2024-08-04
CUST_0434,Customer_434,West,2024-08-04
CUST_0435,Customer_435,West,2024-08-05
CUST_0436,Customer_436,West,2024-08-05
CUST_0437,Customer_437,West,2024-08-06
CUST_0438,Customer_438,West,2024-08-06
CUST_0439,Customer_439,East,2024-08-07
CUST_0440,Customer_440,East,2024-08-07
CUST_0441,Customer_441,North,2024-08-08
CUST_0442,Customer_442,West,2024-08-08
CUST_0443,Customer_443,North,2024-08-09
CUST_0444,Customer_444,West,2024-08-09
CUST_0445,Customer_445,West,2024-08-10
CUST_0446,Customer_446,East,2024-08-10
CUST_0447,Customer_447,East,2024-08-11
CUST_0448,Customer_448,South,2024-08-11
CUST_0449,Customer_449,East,2024-08-12
CUST_0450,Customer_450,South,2024-08-12
CUST_0451,Customer_451,South,2024-08-13
CUST_0452,Customer_452,South,2024-08-13
CUST_0453,Customer_453,South,2024-08-14
CUST_0454,Customer_454,South,2024-08-14
CUST_0455,Customer_455,North,2024-08-15
CUST_0456,Customer_456,East,2024-08-15
CUST_0457,Customer_457,South,2024-08-16
CUST_0458,Customer_458,West,2024-08-16
CUST_0459,Customer_459,East,2024-08-17
CUST_0460,Customer_460,East,2024-08-17
CUST_0461,Customer_461,South,2024-08-18
CUST_0462,Customer_462,North,2024-08-18
CUST_0463,Customer_463,South,2024-08-19
CUST_0464,Customer_464,North,2024-08-19
CUST_0465,Customer_465,West,2024-08-20
CUST_0466,Customer_466,East,2024-08-20
CUST_0467,Customer_467,West,2024-08-21
CUST_0468,Customer_468,North,2024-08-21
CUST_0469,Customer_469,North,2024-08-22
CUST_0470,Customer_470,West,2024-08-22
CUST_0471,Customer_471,North,2024-08-23
CUST_0472,Customer_472,West,2024-08-23
CUST_0473,Customer_473,East,2024-08-24
CUST_0474,Customer_474,West,2024-08-24
CUST_0475,Customer_475,East,2024-08-25
CUST_0476,Customer_476,West,2024-08-25
CUST_0477,Customer_477,North,2024-08-26
CUST_0478,Customer_478,West,2024-08-26
CUST_0479,Customer_479,North,2024-08-27
CUST_0480,Customer_480,West,2024-08-27
CUST_0481,Customer_481,West,2024-08-28
CUST_0482,Customer_482,South,2024-08-28
CUST_0483,Customer_483,North,2024-08-29
CUST_0484,Customer_484,South,2024-08-29
CUST_0485,Customer_485,North,2024-08-30
CUST_0486,Customer_486,South,2024-08-30
CUST_0487,Customer_487,East,2024-08-31
CUST_0488,Customer_488,West,2024-08-31
CUST_0489,Customer_489,North,2024-09-01
CUST_0490,Customer_490,North,2024-09-01
CUST_0491,Customer_491,West,2024-09-02
CUST_0492,Customer_492,North,2024-09-02
CUST_0493,Customer_493,North,2024-09-03
CUST_0494,Customer_494,South,2024-09-03
CUST_0495,Customer_495,North,2024-09-04
CUST_0496,Customer_496,East,2024-09-04
CUST_0497,Customer_497,East,2024-09-05
CUST_0498,Customer_498,West,2024-09-05
CUST_0499,Customer_499,North,2024-09-06
CUST_0500,Customer_500,West,2024-09-06
CUST_0501,Customer_501,East,2024-09-07
CUST_0502,Customer_502,North,2024-09-07
CUST_0503,Customer_503,North,2024-09-08
CUST_0504,Customer_504,West,2024-09-08
CUST_0505,Customer_505,East,2024-09-09
CUST_0506,Customer_506,North,2024-09-09
CUST_0507,Customer_507,West,2024-09-10
CUST_0508,Customer_508,East,2024-09-10
CUST_0509,Customer_509,West,2024-09-11
CUST_0510,Customer_510,South,2024-09-11
CUST_0511,Customer_511,North,2024-09-12
CUST_0512,Customer_512,South,2024-09-12
CUST_0513,Customer_513,East,2024-09-13
CUST_0514,Customer_514,South,2024-09-13
CUST_0515,Customer_515,South,2024-09-14
CUST_0516,Customer_516,East,2024-09-14
CUST_0517,Customer_517,West,2024-09-15
CUST_0518,Customer_518,South,2024-09-15
CUST_0519,Customer_519,West,2024-09-16
CUST_0520,Customer_520,South,2024-09-16
CUST_0521,Customer_521,West,2024-09-17
CUST_0522,Customer_522,East,2024-09-17
CUST_0523,Customer_523,South,2024-09-18
CUST_0524,Customer_524,East,2024-09-18
CUST_0525,Customer_525,South,2024-09-19
CUST_0526,Customer_526,East,2024-09-19
CUST_0527,Customer_527,East,2024-09-20
CUST_0528,Customer_528,South,2024-09-20
CUST_0529,Customer_529,South,2024-09-21
CUST_0530,Customer_530,South,2024-09-21
CUST_0531,Customer_531,North,2024-09-22
CUST_0532,Customer_532,West,2024-09-22
CUST_0533,Customer_533,North,2024-09-23
CUST_0534,Customer_534,North,2024-09-23
CUST_0535,Customer_535,East,2024-09-24
CUST_0536,Customer_536,South,2024-09-24
CUST_0537,Customer_537,West,2024-09-25
CUST_0538,Customer_538,East,2024-09-25
CUST_0539,Customer_539,North,2024-09-26
CUST_0540,Customer_540,South,2024-09-26
CUST_0541,Customer_541,East,2024-09-27
CUST_0542,Customer_542,South,2024-09-27
CUST_0543,Customer_543,East,2024-09-28
CUST_0544,Customer_544,South,2024-09-28
CUST_0545,Customer_545,North,2024-09-29
CUST_0546,Customer_546,West,2024-09-29
CUST_0547,Customer_547,North,2024-09-30
CUST_0548,Customer_548,West,2024-09-30
CUST_0549,Customer_549,South,2024-10-01
CUST_0550,Customer_550,East,2024-10-01
CUST_0551,Customer_551,North,2024-10-02
CUST_0552,Customer_552,West,2024-10-02
CUST_0553,Customer_553,North,2024-10-03
CUST_0554,Customer_554,West,2024-10-03
CUST_0555,Customer_555,North,2024-10-04
CUST_0556,Customer_556,West,2024-10-04
CUST_0557,Customer_557,West,2024-10-05
CUST_0558,Customer_558,South,2024-10-05
CUST_0559,Customer_559,West,2024-10-06
CUST_0560,Customer_560,South,2024-10-06
CUST_0561,Customer_561,West,2024-10-07
CUST_0562,Customer_562,East,2024-10-07
CUST_0563,Customer_563,East,2024-10-08
CUST_0564,Customer_564,East,2024-10-08
CUST_0565,Customer_565,West,2024-10-09
CUST_0566,Customer_566,South,2024-10-09
CUST_0567,Customer_567,South,2024-10-10
CUST_0568,Customer_568,West,2024-10-10
CUST_0569,Customer_569,East,2024-10-11
CUST_0570,Customer_570,East,2024-10-11
CUST_0571,Customer_571,South,2024-10-12
CUST_0572,Customer_572,East,2024-10-12
CUST_0573,Customer_573,North,2024-10-13
CUST_0574,Customer_574,South,2024-10-13
CUST_0575,Customer_575,East,2024-10-14
CUST_0576,Customer_576,South,2024-10-14
CUST_0577,Customer_577,North,2024-10-15
CUST_0578,Customer_578,South,2024-10-15
CUST_0579,Customer_579,South,2024-10-16
CUST_0580,Customer_580,South,2024-10-16
CUST_0581,Customer_581,South,2024-10-17
CUST_0582,Customer_582,North,2024-10-17
CUST_0583,Customer_583,West,2024-10-18
CUST_0584,Customer_584,South,2024-10-18
CUST_0585,Customer_585,South,2024-10-19
CUST_0586,Customer_586,East,2024-10-19
CUST_0587,Customer_587,South,2024-10-20
CUST_0588,Customer_588,East,2024-10-20
CUST_0589,Customer_589,West,2024-10-21
CUST_0590,Customer_590,North,2024-10-21
CUST_0591,Customer_591,North,2024-10-22
CUST_0592,Customer_592,West,2024-10-22
CUST_0593,Customer_593,North,2024-10-23
CUST_0594,Customer_594,West,2024-10-23
CUST_0595,Customer_595,West,2024-10-24
CUST_0596,Customer_596,West,2024-10-24
CUST_0597,Customer_597,North,2024-10-25
CUST_0598,Customer_598,East,2024-10-25
CUST_0599,Customer_599,West,2024-10-26
CUST_0600,Customer_600,South,2024-10-26
CUST_0601,Customer_601,North,2024-10-27
CUST_0602,Customer_602,West,2024-10-27
CUST_0603,Customer_603,West,2024-10-28
CUST_0604,Customer_604,South,2024-10-28
CUST_0605,Customer_605,East,2024-10-29
CUST_0606,Customer_606,East,2024-10-29
CUST_0607,Customer_607,East,2024-10-30
CUST_0608,Customer_608,West,2024-10-30
CUST_0609,Customer_609,West,2024-10-31
CUST_0610,Customer_610,West,2024-10-31
CUST_0611,Customer_611,North,2024-11-01
CUST_0612,Customer_612,South,2024-11-01
CUST_0613,Customer_613,West,2024-11-02
CUST_0614,Customer_614,South,2024-11-02
CUST_0615,Customer_615,South,2024-11-03
CUST_0616,Customer_616,East,2024-11-03
CUST_0617,Customer_617,North,2024-11-04
CUST_0618,Customer_618,West,2024-11-04
CUST_0619,Customer_619,East,2024-11-05
CUST_0620,Customer_620,East,2024-11-05
CUST_0621,Customer_621,West,2024-11-06
CUST_0622,Customer_622,South,2024-11-06
CUST_0623,Customer_623,East,2024-11-07
CUST_0624,Customer_624,South,2024-11-07
CUST_0625,Customer_625,North,2024-11-08
CUST_0626,Customer_626,South,2024-11-08
CUST_0627,Customer_627,North,2024-11-09
CUST_0628,Customer_628,South,2024-11-09
CUST_0629,Customer_629,East,2024-11-10
CUST_0630,Customer_630,East,2024-11-10
CUST_0631,Customer_631,North,2024-11-11
CUST_0632,Customer_632,West,2024-11-11
CUST_0633,Customer_633,North,2024-11-12
CUST_0634,Customer_634,North,2024-11-12
