customer_id,revenue,customer_type
CUST_1136,99.16,SMB
CUST_1137,268.11,SMB
CUST_1138,140.57,SMB
CUST_1139,376.58,SMB
CUST_1140,1074.02,SMB
CUST_1141,30.09,SMB
CUST_1142,66.55,SMB
CUST_1143,48628.04,Enterprise
CUST_1144,53856.45,Enterprise
CUST_1145,139.29,SMB
CUST_1146,128.17,SMB
CUST_1147,399.15,SMB
CUST_1148,57435.08,Enterprise
CUST_1149,161.07,SMB
CUST_1150,295.45,SMB
CUST_1151,130.76,SMB
CUST_1152,1008.92,SMB
CUST_1153,58348.26,Enterprise
CUST_1154,139.8,SMB
CUST_1155,57665.61,Enterprise
CUST_1156,227.85,SMB
CUST_1157,317.84,SMB
CUST_1158,211.2,SMB
CUST_1159,54602.48,Enterprise
CUST_1160,301.52,SMB
CUST_1161,241.09,SMB
CUST_1162,93.98,SMB
CUST_1163,5335.75,SMB
CUST_1164,258.49,SMB
CUST_1165,82586.78,Enterprise
CUST_1166,121.45,SMB
CUST_1167,74.97,SMB
CUST_1168,42980.56,Enterprise
CUST_1169,837.51,SMB
CUST_1170,99.51,SMB
CUST_1171,201.02,SMB
CUST_1172,483.93,SMB
CUST_1173,247.25,SMB
CUST_1174,81.12,SMB
CUST_1175,94.95,SMB
CUST_1176,246.7,SMB
CUST_1177,358.95,SMB
CUST_1178,245.72,SMB
CUST_1179,193.76,SMB
CUST_1180,1088.57,SMB
CUST_1181,258.27,SMB
CUST_1182,46.27,SMB
CUST_1183,69478.11,Enterprise
CUST_1184,361.95,SMB
CUST_1185,405.83,SMB
CUST_1186,43976.18,Enterprise
CUST_1187,72363.73,Enterprise
CUST_1188,120.11,SMB
CUST_1189,49642.8,Enterprise
CUST_1190,192.31,SMB
CUST_1191,318.3,SMB
CUST_1192,59224.66,Enterprise
CUST_1193,427.08,SMB
CUST_1194,723.8,SMB
CUST_1195,97.44,SMB
CUST_1196,513.34,SMB
CUST_1197,46.81,SMB
CUST_1198,85323.19,Enterprise
CUST_1199,65.11,SMB
CUST_1200,67785.76,Enterprise
CUST_1201,177.51,SMB
CUST_1202,145.29,SMB
CUST_1203,62.29,SMB
CUST_1204,310.31,SMB
CUST_1205,224.3,SMB
CUST_1206,136.77,SMB
CUST_1207,269.41,SMB
CUST_1208,117.27,SMB
CUST_1209,254.29,SMB
CUST_1210,137.57,SMB
CUST_1211,775.12,SMB
CUST_1212,230.55,SMB
CUST_1213,200.49,SMB
CUST_1214,996.52,SMB
CUST_1215,67.34,SMB
CUST_1216,314.63,SMB
CUST_1217,116.91,SMB
CUST_1218,243.14,SMB
CUST_1219,215.64,SMB
CUST_1220,77573.88,Enterprise
CUST_1221,132.87,SMB
CUST_1222,54452.97,Enterprise
CUST_1223,151.39,SMB
CUST_1224,35993.17,Enterprise
CUST_1225,393.91,SMB
CUST_1226,321.48,SMB
CUST_1227,198.0,SMB
CUST_1228,79.93,SMB
CUST_1229,48337.61,Enterprise
CUST_1230,301.2,SMB
CUST_1231,606.95,SMB
CUST_1232,152.34,SMB
CUST_1233,53923.17,Enterprise
CUST_1234,48792.54,Enterprise
CUST_1235,199.93,SMB
CUST_1236,402.03,SMB
CUST_1237,48629.57,Enterprise
CUST_1238,64.8,SMB
CUST_1239,1348.07,SMB
CUST_1240,142.02,SMB
CUST_1241,325.78,SMB
CUST_1242,294.61,SMB
CUST_1243,68304.44,Enterprise
CUST_1244,1115.92,SMB
CUST_1245,676.71,SMB
CUST_1246,61.56,SMB
CUST_1247,112.09,SMB
CUST_1248,168.89,SMB
CUST_1249,51618.58,Enterprise
CUST_1250,130.01,SMB
CUST_1251,232.09,SMB
CUST_1252,1076.88,SMB
CUST_1253,196.73,SMB
CUST_1254,115.36,SMB
CUST_1255,61837.21,Enterprise
CUST_1256,730.33,SMB
CUST_1257,122.59,SMB
CUST_1258,91.41,SMB
CUST_1259,345.05,SMB
CUST_1260,241.0,SMB
CUST_1261,72.57,SMB
CUST_1262,197.25,SMB
CUST_1263,133.71,SMB
CUST_1264,60656.99,Enterprise
CUST_1265,201.08,SMB
CUST_1266,254.15,SMB
CUST_1267,192.63,SMB
CUST_1268,397.35,SMB
CUST_1269,340.48,SMB
CUST_1270,845.52,SMB
CUST_1271,62087.86,Enterprise
CUST_1272,1731.25,SMB
CUST_1273,49645.8,Enterprise
CUST_1274,51.02,SMB
CUST_1275,388.25,SMB
CUST_1276,50688.49,Enterprise
CUST_1277,54802.93,Enterprise
CUST_1278,41527.34,Enterprise
CUST_1279,247.43,SMB
CUST_1280,58470.02,Enterprise
CUST_1281,386.34,SMB
CUST_1282,469.1,SMB
CUST_1283,103.32,SMB
CUST_1284,48231.06,Enterprise
CUST_1285,155.87,SMB
CUST_1286,85.08,SMB
CUST_1287,39981.53,Enterprise
CUST_1288,317.14,SMB
CUST_1289,58.97,SMB
CUST_1290,300.68,SMB
CUST_1291,71.72,SMB
CUST_1292,502.54,SMB
CUST_1293,47347.12,Enterprise
CUST_1294,428.48,SMB
CUST_1295,237.43,SMB
CUST_1296,54014.19,Enterprise
CUST_1297,286.2,SMB
CUST_1298,259.11,SMB
CUST_1299,77159.64,Enterprise
CUST_1300,98.06,SMB
CUST_1301,412.04,SMB
CUST_1302,775.3,SMB
CUST_1303,148.69,SMB
CUST_1304,167.34,SMB
CUST_1305,581.98,SMB
CUST_1306,65675.57,Enterprise
CUST_1307,271.34,SMB
CUST_1308,1059.09,SMB
CUST_1309,370.23,SMB
CUST_1310,234.05,SMB
CUST_1311,111.83,SMB
CUST_1312,151.33,SMB
CUST_1313,570.04,SMB
CUST_1314,63508.05,Enterprise
CUST_1315,80959.06,Enterprise
CUST_1316,283.69,SMB
CUST_1317,446.55,SMB
CUST_1318,108.82,SMB
CUST_1319,485.47,SMB
CUST_1320,215.07,SMB
CUST_1321,256.77,SMB
CUST_1322,109.42,SMB
CUST_1323,158.42,SMB
CUST_1324,42950.31,Enterprise
CUST_1325,413.02,SMB
CUST_1326,253.78,SMB
CUST_1327,257.6,SMB
CUST_1328,290.95,SMB
CUST_1329,599.24,SMB
CUST_1330,1097.66,SMB
CUST_1331,239.56,SMB
CUST_1332,179.82,SMB
CUST_1333,104.99,SMB
CUST_1334,59424.08,Enterprise
CUST_1335,422.08,SMB
CUST_1336,434.43,SMB
CUST_1337,125.87,SMB
CUST_1338,264.58,SMB
CUST_1339,491.69,SMB
CUST_1340,119.26,SMB
CUST_1341,230.84,SMB
CUST_1342,69268.2,Enterprise
CUST_1343,319.21,SMB
CUST_1344,174.72,SMB
CUST_1345,189.22,SMB
CUST_1346,403.64,SMB
CUST_1347,87.18,SMB
CUST_1348,197.18,SMB
CUST_1349,524.9,SMB
CUST_1350,296.95,SMB
CUST_1351,191.02,SMB
CUST_1352,72281.41,Enterprise
CUST_1353,189.11,SMB
CUST_1354,54583.78,Enterprise
CUST_1355,59.92,SMB
CUST_1356,60372.5,Enterprise
CUST_1357,67529.93,Enterprise
CUST_1358,165.95,SMB
CUST_1359,54427.46,Enterprise
CUST_1360,103.89,SMB
CUST_1361,181.79,SMB
CUST_1362,52876.63,Enterprise
CUST_1363,59588.92,Enterprise
CUST_1364,448.54,SMB
CUST_1365,200.5,SMB
CUST_1366,309.35,SMB
CUST_1367,62.67,SMB
CUST_1368,145.4,SMB
CUST_1369,210.92,SMB
CUST_1370,171.19,SMB
CUST_1371,33.88,SMB
CUST_1372,100.98,SMB
CUST_1373,68.34,SMB
CUST_1374,47351.35,Enterprise
CUST_1375,286.71,SMB
CUST_1376,1410.7,SMB
CUST_1377,994.08,SMB
CUST_1378,226.59,SMB
CUST_1379,65528.35,Enterprise
CUST_1380,145.87,SMB
CUST_1381,620.5,SMB
CUST_1382,286.43,SMB
CUST_1383,186.02,SMB
CUST_1384,275.98,SMB
CUST_1385,454.73,SMB
CUST_1386,310.1,SMB
CUST_1387,509.94,SMB
CUST_1388,49.9,SMB
CUST_1389,162.71,SMB
CUST_1390,77160.49,Enterprise
CUST_1391,63955.04,Enterprise
CUST_1392,56.11,SMB
CUST_1393,403.14,SMB
CUST_1394,377.92,SMB
CUST_1395,245.69,SMB
CUST_1396,85.1,SMB
CUST_1397,798.16,SMB
CUST_1398,515.44,SMB
CUST_1399,717.9,SMB
CUST_1400,1043.11,SMB
CUST_1401,432.85,SMB
CUST_1402,57293.19,Enterprise
CUST_1403,432.37,SMB
CUST_1404,86.83,SMB
CUST_1405,264.93,SMB
CUST_1406,202.89,SMB
CUST_1407,154.24,SMB
CUST_1408,237.94,SMB
CUST_1409,158.89,SMB
CUST_1410,1178.24,SMB
CUST_1411,39636.35,Enterprise
CUST_1412,585.93,SMB
CUST_1413,137.72,SMB
CUST_1414,173.11,SMB
CUST_1415,900.45,SMB
CUST_1416,103.0,SMB
CUST_1417,62902.53,Enterprise
CUST_1418,250.3,SMB
CUST_1419,197.33,SMB
CUST_1420,151.2,SMB
CUST_1421,813.94,SMB
CUST_1422,531.08,SMB
CUST_1423,75.88,SMB
CUST_1424,155.55,SMB
CUST_1425,184.71,SMB
CUST_1426,288.92,SMB
CUST_1427,230.06,SMB
CUST_1428,546.11,SMB
CUST_1429,263.33,SMB
CUST_1430,234.06,SMB
CUST_1431,223.66,SMB
CUST_1432,362.69,SMB
CUST_1433,218.0,SMB
CUST_1434,437.3,SMB
CUST_1435,48807.46,Enterprise
CUST_1436,46883.29,Enterprise
CUST_1437,491.22,SMB
CUST_1438,321.63,SMB
CUST_1439,160.07,SMB
CUST_1440,248.32,SMB
CUST_1441,284.05,SMB
CUST_1442,232.72,SMB
CUST_1443,129.35,SMB
CUST_1444,230.54,SMB
CUST_1445,72325.18,Enterprise
CUST_1446,38866.59,Enterprise
CUST_1447,178.81,SMB
CUST_1448,126.91,SMB
CUST_1449,306.37,SMB
CUST_1450,208.15,SMB
CUST_1451,1336.39,SMB
CUST_1452,267.95,SMB
CUST_1453,37623.83,Enterprise
CUST_1454,158.3,SMB
CUST_1455,90.18,SMB
CUST_1456,166.1,SMB
CUST_1457,398.8,SMB
CUST_1458,476.82,SMB
CUST_1459,260.32,SMB
CUST_1460,150.93,SMB
CUST_1461,76.83,SMB
CUST_1462,66259.41,Enterprise
CUST_1463,56997.43,Enterprise
CUST_1464,170.71,SMB
CUST_1465,240.01,SMB
CUST_1466,176.54,SMB
CUST_1467,72046.05,Enterprise
CUST_1468,259.63,SMB
CUST_1469,46827.38,Enterprise
CUST_1470,154.64,SMB
CUST_1471,320.56,SMB
CUST_1472,357.41,SMB
CUST_1473,251.69,SMB
CUST_1474,477.5,SMB
CUST_1475,282.07,SMB
CUST_1476,357.48,SMB
CUST_1477,28.29,SMB
CUST_1478,570.63,SMB
CUST_1479,325.61,SMB
CUST_1480,340.44,SMB
CUST_1481,280.65,SMB
CUST_1482,76611.29,Enterprise
CUST_1483,144.11,SMB
CUST_1484,92.87,SMB
CUST_1485,489.12,SMB
CUST_1486,78.86,SMB
CUST_1487,248.84,SMB
CUST_1488,262.24,SMB
CUST_1489,400.51,SMB
CUST_1490,66811.87,Enterprise
CUST_1491,59526.54,Enterprise
CUST_1492,123.36,SMB
CUST_1493,233.31,SMB
CUST_1494,87.91,SMB
CUST_1495,205.04,SMB
CUST_1496,333.04,SMB
CUST_1497,131.76,SMB
CUST_1498,238.36,SMB
CUST_1499,72.83,SMB
CUST_1500,2156.27,SMB
CUST_1501,127.16,SMB
CUST_1502,566.35,SMB
CUST_1503,63097.83,Enterprise
CUST_1504,224.61,SMB
CUST_1505,1004.62,SMB
CUST_1506,912.3,SMB
CUST_1507,138.92,SMB
CUST_1508,123.14,SMB
CUST_1509,131.28,SMB
CUST_1510,60909.42,Enterprise
CUST_1511,205.35,SMB
CUST_1512,249.85,SMB
CUST_1513,220.89,SMB
CUST_1514,233.79,SMB
CUST_1515,80.94,SMB
CUST_1516,64429.6,Enterprise
CUST_1517,443.46,SMB
CUST_1518,129.76,SMB
CUST_1519,402.74,SMB
CUST_1520,875.28,SMB
CUST_1521,165.66,SMB
CUST_1522,51.33,SMB
CUST_1523,264.44,SMB
CUST_1524,266.44,SMB
CUST_1525,145.09,SMB
CUST_1526,30499.18,Enterprise
CUST_1527,128.79,SMB
CUST_1528,79.36,SMB
CUST_1529,248.33,SMB
CUST_1530,69260.72,Enterprise
CUST_1531,70949.83,Enterprise
CUST_1532,658.69,SMB
CUST_1533,79.36,SMB
CUST_1534,558.25,SMB
CUST_1535,418.11,SMB
CUST_1536,54518.1,Enterprise
CUST_1537,150.02,SMB
CUST_1538,67800.1,Enterprise
CUST_1539,557.42,SMB
CUST_1540,388.09,SMB
CUST_1541,111.21,SMB
CUST_1542,238.37,SMB
CUST_1543,60105.49,Enterprise
CUST_1544,311.45,SMB
CUST_1545,196.36,SMB
CUST_1546,215.3,SMB
CUST_1547,369.46,SMB
CUST_1548,53809.89,Enterprise
CUST_1549,47522.31,Enterprise
CUST_1550,297.36,SMB
CUST_1551,348.99,SMB
CUST_1552,191.07,SMB
CUST_1553,69340.56,Enterprise
CUST_1554,230.99,SMB
CUST_1555,421.44,SMB
CUST_1556,371.5,SMB
CUST_1557,927.39,SMB
CUST_1558,203.42,SMB
CUST_1559,148.18,SMB
CUST_1560,568.45,SMB
CUST_1561,561.17,SMB
CUST_1562,410.06,SMB
CUST_1563,146.04,SMB
CUST_1564,36693.7,Enterprise
CUST_1565,52348.43,Enterprise
CUST_1566,57239.31,Enterprise
CUST_1567,162.56,SMB
CUST_1568,61087.29,Enterprise
CUST_1569,63500.28,Enterprise
CUST_1570,331.68,SMB
CUST_1571,67382.13,Enterprise
CUST_1572,284.12,SMB
CUST_1573,490.63,SMB
CUST_1574,156.31,SMB
CUST_1575,179.78,SMB
CUST_1576,613.65,SMB
CUST_1577,89.94,SMB
CUST_1578,527.11,SMB
CUST_1579,299.93,SMB
CUST_1580,49126.73,Enterprise
CUST_1581,220.5,SMB
CUST_1582,558.9,SMB
CUST_1583,332.7,SMB
CUST_1584,254.38,SMB
CUST_1585,262.34,SMB
CUST_1586,144.01,SMB
CUST_1587,413.74,SMB
CUST_1588,512.46,SMB
CUST_1589,628.56,SMB
CUST_1590,47.88,SMB
CUST_1591,584.74,SMB
CUST_1592,52033.87,Enterprise
CUST_1593,67.68,SMB
CUST_1594,308.53,SMB
CUST_1595,320.79,SMB
CUST_1596,84.08,SMB
CUST_1597,62.63,SMB
CUST_1598,457.35,SMB
CUST_1599,383.23,SMB
CUST_1600,472.32,SMB
CUST_1601,534.02,SMB
CUST_1602,407.84,SMB
CUST_1603,59.71,SMB
CUST_1604,610.94,SMB
CUST_1605,46.59,SMB
CUST_1606,100.64,SMB
CUST_1607,322.11,SMB
CUST_1608,62294.76,Enterprise
CUST_1609,1505.01,SMB
CUST_1610,283.35,SMB
CUST_1611,45786.43,Enterprise
CUST_1612,64.36,SMB
CUST_1613,267.4,SMB
CUST_1614,323.13,SMB
CUST_1615,286.93,SMB
CUST_1616,96.07,SMB
CUST_1617,317.64,SMB
CUST_1618,335.48,SMB
CUST_1619,833.96,SMB
CUST_1620,132.44,SMB
CUST_1621,127.4,SMB
CUST_1622,133.31,SMB
CUST_1623,525.38,SMB
CUST_1624,48334.27,Enterprise
CUST_1625,92.14,SMB
CUST_1626,59013.48,Enterprise
CUST_1627,67883.58,Enterprise
CUST_1628,129.8,SMB
CUST_1629,73786.29,Enterprise
CUST_1630,405.95,SMB
CUST_1631,275.96,SMB
CUST_1632,402.4,SMB
CUST_1633,298.44,SMB
CUST_1634,281.37,SMB
CUST_1635,313.79,SMB
CUST_1636,18.3,SMB
CUST_1637,51626.8,Enterprise
CUST_1638,206.28,SMB
CUST_1639,537.08,SMB
CUST_1640,368.93,SMB
CUST_1641,51289.93,Enterprise
CUST_1642,47646.54,Enterprise
CUST_1643,56760.56,Enterprise
CUST_1644,338.07,SMB
CUST_1645,283.64,SMB
CUST_1646,313.01,SMB
CUST_1647,49255.02,Enterprise
CUST_1648,547.32,SMB
CUST_1649,226.47,SMB
CUST_1650,188.52,SMB
CUST_1651,781.27,SMB
CUST_1652,56153.45,Enterprise
CUST_1653,154.37,SMB
CUST_1654,293.53,SMB
CUST_1655,43396.29,Enterprise
CUST_1656,317.12,SMB
CUST_1657,223.27,SMB
CUST_1658,79.72,SMB
CUST_1659,62784.52,Enterprise
CUST_1660,1897.07,SMB
CUST_1661,359.53,SMB
CUST_1662,104.16,SMB
CUST_1663,48788.66,Enterprise
CUST_1664,269.78,SMB
CUST_1665,55557.24,Enterprise
CUST_1666,210.13,SMB
CUST_1667,92.63,SMB
CUST_1668,297.67,SMB
CUST_1669,223.07,SMB
CUST_1670,404.93,SMB
CUST_1671,250.59,SMB
CUST_1672,38681.73,Enterprise
CUST_1673,49653.97,Enterprise
CUST_1674,580.93,SMB
CUST_1675,138.34,SMB
CUST_1676,294.65,SMB
CUST_1677,1558.89,SMB
CUST_1678,255.85,SMB
CUST_1679,996.09,SMB
CUST_1680,104.86,SMB
CUST_1681,460.97,SMB
CUST_1682,128.15,SMB
CUST_1683,410.82,SMB
CUST_1684,356.8,SMB
CUST_1685,903.19,SMB
CUST_1686,158.23,SMB
CUST_1687,207.16,SMB
CUST_1688,52757.54,Enterprise
CUST_1689,48975.35,Enterprise
CUST_1690,846.34,SMB
CUST_1691,72.81,SMB
CUST_1692,49957.76,Enterprise
CUST_1693,67.63,SMB
CUST_1694,472.26,SMB
CUST_1695,468.73,SMB
CUST_1696,1917.33,SMB
CUST_1697,448.36,SMB
CUST_1698,160.1,SMB
CUST_1699,163.11,SMB
CUST_1700,187.05,SMB
CUST_1701,242.31,SMB
CUST_1702,425.01,SMB
CUST_1703,258.74,SMB
CUST_1704,62.15,SMB
CUST_1705,60280.17,Enterprise
CUST_1706,113.93,SMB
CUST_1707,366.22,SMB
CUST_1708,118.34,SMB
CUST_1709,99.45,SMB
CUST_1710,73.51,SMB
CUST_1711,122.85,SMB
CUST_1712,174.77,SMB
CUST_1713,45011.73,Enterprise
CUST_1714,809.84,SMB
CUST_1715,1304.94,SMB
CUST_1716,943.61,SMB
CUST_1717,57629.8,Enterprise
CUST_1718,475.45,SMB
CUST_1719,57992.6,Enterprise
CUST_1720,181.3,SMB
CUST_1721,160.16,SMB
CUST_1722,435.87,SMB
CUST_1723,231.34,SMB
CUST_1724,283.01,SMB
CUST_1725,475.1,SMB
CUST_1726,79.3,SMB
CUST_1727,261.26,SMB
CUST_1728,117.01,SMB
CUST_1729,73954.87,Enterprise
CUST_1730,326.79,SMB
CUST_1731,398.73,SMB
CUST_1732,142.37,SMB
CUST_1733,100.97,SMB
CUST_1734,57810.58,Enterprise
CUST_1735,46697.1,Enterprise
CUST_1736,568.23,SMB
CUST_1737,167.87,SMB
CUST_1738,123.98,SMB
CUST_1739,28614.33,Enterprise
CUST_1740,234.29,SMB
CUST_1741,179.89,SMB
CUST_1742,84463.6,Enterprise
CUST_1743,1755.65,SMB
CUST_1744,680.03,SMB
CUST_1745,431.04,SMB
CUST_1746,202.46,SMB
CUST_1747,103.04,SMB
CUST_1748,205.58,SMB
CUST_1749,290.4,SMB
CUST_1750,305.32,SMB
CUST_1751,163.79,SMB
CUST_1752,156.03,SMB
CUST_1753,365.31,SMB
CUST_1754,194.24,SMB
CUST_1755,54211.0,Enterprise
CUST_1756,29.35,SMB
CUST_1757,265.0,SMB
CUST_1758,126.75,SMB
CUST_1759,452.12,SMB
CUST_1760,76550.53,Enterprise
CUST_1761,136.92,SMB
CUST_1762,217.53,SMB
CUST_1763,152.44,SMB
CUST_1764,259.47,SMB
CUST_1765,160.68,SMB
CUST_1766,298.99,SMB
CUST_1767,482.84,SMB
CUST_1768,48145.85,Enterprise
CUST_1769,782.76,SMB
CUST_1770,113.08,SMB
CUST_1771,827.57,SMB
CUST_1772,359.95,SMB
CUST_1773,73040.78,Enterprise
CUST_1774,84.56,SMB
CUST_1775,204.64,SMB
CUST_1776,268.77,SMB
CUST_1777,131.86,SMB
CUST_1778,1411.44,SMB
CUST_1779,49452.7,Enterprise
CUST_1780,449.07,SMB
CUST_1781,223.23,SMB
CUST_1782,103.04,SMB
CUST_1783,50645.94,Enterprise
CUST_1784,495.37,SMB
CUST_1785,68407.55,Enterprise
CUST_1786,115.55,SMB
CUST_1787,183.32,SMB
CUST_1788,112.2,SMB
CUST_1789,48292.94,Enterprise
CUST_1790,363.09,SMB
CUST_1791,133.61,SMB
CUST_1792,276.71,SMB
CUST_1793,42681.82,Enterprise
CUST_1794,610.49,SMB
CUST_1795,364.08,SMB
CUST_1796,237.07,SMB
CUST_1797,415.59,SMB
CUST_1798,79.06,SMB
CUST_1799,73570.06,Enterprise
CUST_1800,303.8,SMB
CUST_1801,930.03,SMB
CUST_1802,46816.19,Enterprise
CUST_1803,47168.51,Enterprise
CUST_1804,292.69,SMB
CUST_1805,182.93,SMB
CUST_1806,292.74,SMB
CUST_1807,138.17,SMB
CUST_1808,176.0,SMB
CUST_1809,831.84,SMB
CUST_1810,106.72,SMB
CUST_1811,62690.11,Enterprise
CUST_1812,528.85,SMB
CUST_1813,568.52,SMB
CUST_1814,201.89,SMB
CUST_1815,1106.49,SMB
CUST_1816,460.74,SMB
CUST_1817,90.9,SMB
CUST_1818,41.72,SMB
CUST_1819,473.59,SMB
CUST_1820,202.12,SMB
CUST_1821,160.84,SMB
CUST_1822,69.67,SMB
CUST_1823,354.14,SMB
CUST_1824,104.6,SMB
CUST_1825,674.2,SMB
CUST_1826,370.73,SMB
CUST_1827,200.73,SMB
CUST_1828,340.61,SMB
CUST_1829,166.98,SMB
CUST_1830,271.67,SMB
CUST_1831,587.19,SMB
CUST_1832,87.85,SMB
CUST_1833,377.68,SMB
CUST_1834,628.64,SMB
CUST_1835,216.71,SMB
CUST_1836,444.89,SMB
CUST_1837,52105.17,Enterprise
CUST_1838,131.33,SMB
CUST_1839,93.85,SMB
CUST_1840,532.33,SMB
CUST_1841,162.21,SMB
CUST_1842,116.57,SMB
CUST_1843,138.07,SMB
CUST_1844,618.24,SMB
CUST_1845,724.15,SMB
CUST_1846,330.48,SMB
CUST_1847,301.24,SMB
CUST_1848,43019.75,Enterprise
CUST_1849,148.43,SMB
CUST_1850,163.57,SMB
CUST_1851,37830.7,Enterprise
CUST_1852,136.42,SMB
CUST_1853,383.9,SMB
CUST_1854,59112.7,Enterprise
CUST_1855,1102.81,SMB
CUST_1856,124.99,SMB
CUST_1857,48725.68,Enterprise
CUST_1858,1127.25,SMB
CUST_1859,32325.51,Enterprise
CUST_1860,54956.77,Enterprise
CUST_1861,73606.01,Enterprise
CUST_1862,152.71,SMB
CUST_1863,1369.97,SMB
CUST_1864,219.07,SMB
CUST_1865,142.35,SMB
CUST_1866,57.75,SMB
CUST_1867,312.89,SMB
CUST_1868,171.5,SMB
CUST_1869,313.88,SMB
CUST_1870,82.98,SMB
CUST_1871,202.82,SMB
CUST_1872,446.35,SMB
CUST_1873,88.11,SMB
CUST_1874,58430.38,Enterprise
CUST_1875,300.31,SMB
CUST_1876,790.38,SMB
CUST_1877,216.04,SMB
CUST_1878,118.69,SMB
CUST_1879,48.42,SMB
CUST_1880,36721.76,Enterprise
CUST_1881,77.94,SMB
CUST_1882,472.74,SMB
CUST_1883,187.24,SMB
CUST_1884,433.2,SMB
CUST_1885,249.54,SMB
CUST_1886,56595.64,Enterprise
CUST_1887,325.58,SMB
CUST_1888,55322.63,Enterprise
CUST_1889,268.42,SMB
CUST_1890,533.84,SMB
CUST_1891,453.36,SMB
CUST_1892,550.87,SMB
CUST_1893,235.05,SMB
