transaction_id,customer_id,transaction_date,amount
1047,105,2026-06-06 21:32:31,399.32
1048,105,2026-05-26 14:31:12,263.95
1049,107,2026-05-26 13:39:29,131.79
1050,106,2026-07-23 00:18:30,317.77
1051,106,2026-06-15 23:28:14,171.01
1052,101,2026-06-28 23:43:21,74.43
1053,110,2026-06-01 17:18:06,367.4
1054,109,2026-06-30 16:02:54,288.13
1055,103,2026-07-05 14:44:47,162.03
1056,103,2026-06-27 14:37:39,217.54
1057,110,2026-07-03 16:11:09,372.83
1058,105,2026-06-01 17:27:53,133.12
1059,104,2026-06-12 00:54:16,193.94
1060,102,2026-06-21 00:44:48,239.59
1061,110,2026-06-25 14:41:33,49.13
1062,105,2026-06-18 16:37:52,40.31
1063,109,2026-05-28 23:28:07,302.19
1064,106,2026-06-02 15:21:56,332.57
1065,106,2026-07-22 14:09:24,21.26
1066,104,2026-07-11 15:11:31,91.27
1067,104,2026-07-09 14:39:22,90.34
1068,105,2026-06-25 18:50:07,400.71
1069,101,2026-06-03 23:41:03,249.63
1070,102,2026-06-10 14:44:06,26.53
1071,103,2026-06-23 20:48:11,294.83
1072,103,2026-06-22 17:23:49,371.89
1073,102,2026-06-15 16:31:48,31.95
1074,110,2026-06-06 03:34:53,311.5
1075,105,2026-06-21 15:56:03,166.53
1076,109,2026-07-15 00:35:40,253.37
1077,104,2026-06-19 01:11:26,176.83
1078,101,2026-06-16 15:28:24,310.73
1079,101,2026-07-02 19:30:44,234.78
1080,101,2026-06-07 17:01:42,38.27
1081,104,2026-06-14 19:53:33,264.45
1082,109,2026-06-08 17:25:49,255.86
1083,107,2026-07-04 21:44:04,54.67
1084,105,2026-06-13 14:29:03,335.61
1085,109,2026-06-26 23:13:49,346.26
1086,108,2026-06-11 22:53:15,46.65
1087,105,2026-06-06 02:55:32,116.45
1088,101,2026-07-18 00:38:09,427.05
1089,103,2026-06-30 21:54:01,353.06
1090,107,2026-06-01 18:34:42,203.99
1091,108,2026-06-10 21:02:41,66.12
1092,109,2026-06-15 01:47:33,178.07
1093,106,2026-06-07 00:22:08,363.92
1094,106,2026-06-10 15:13:40,417.22
1095,109,2026-05-26 22:41:41,242.55
1096,105,2026-06-14 15:30:00,318.16
1097,110,2026-07-22 19:49:49,428.43
1098,108,2026-07-17 14:32:08,88.81
1099,105,2026-06-19 23:00:11,438.86
1100,105,2026-06-29 03:51:28,369.0
1101,106,2026-06-27 17:14:26,428.16
1102,102,2026-07-21 02:50:05,254.94
1103,102,2026-07-21 00:07:00,444.47
1104,101,2026-06-06 23:35:39,379.67
1105,107,2026-06-21 15:59:40,391.15
1106,105,2026-07-08 17:22:58,269.54
1107,105,2026-06-02 18:41:44,210.99
1108,101,2026-06-09 17:47:57,307.19
1109,110,2026-06-23 15:52:22,231.7
1110,101,2026-06-01 17:10:49,255.08
1111,107,2026-07-20 22:03:44,343.48
1112,106,2026-07-04 17:09:22,283.51
1113,103,2026-06-21 23:42:31,408.31
1114,107,2026-06-04 00:36:46,242.77
1115,101,2026-07-09 00:50:05,229.07
1116,105,2026-05-26 17:26:55,166.12
1117,109,2026-06-12 22:09:14,215.15
1118,104,2026-07-09 16:44:53,94.12
1119,102,2026-05-30 14:57:34,276.84
1120,110,2026-06-04 17:42:33,92.0
1121,110,2026-07-04 17:19:49,403.98
1122,110,2026-06-06 17:33:52,362.74
1123,101,2026-05-29 20:30:18,135.44
1124,108,2026-07-24 22:08:46,225.77
1125,110,2026-06-29 14:36:59,30.96
1126,102,2026-05-30 22:13:38,209.62
1127,105,2026-06-20 14:35:06,94.29
1128,109,2026-06-16 15:38:35,402.38
1129,102,2026-07-05 23:57:20,52.81
1130,101,2026-06-08 13:52:21,260.54
1131,102,2026-06-13 16:08:35,121.29
1132,105,2026-05-27 23:03:28,59.28
1133,108,2026-07-19 14:56:31,405.09
1134,104,2026-05-31 15:20:24,448.81
1135,106,2026-07-19 21:49:57,439.15
1136,108,2026-06-25 22:03:59,222.33
1137,104,2026-06-10 22:34:07,200.06
1138,110,2026-06-22 16:14:00,348.98
1139,103,2026-06-17 22:24:48,37.54
1140,102,2026-06-05 17:37:51,155.22
1141,101,2026-07-23 15:23:52,65.76
1142,101,2026-07-10 15:25:31,385.07
1143,109,2026-05-26 14:07:05,104.18
1144,108,2026-06-20 14:38:01,375.15
1145,105,2026-06-18 16:25:40,369.34
1146,110,2026-05-27 14:56:36,185.71
1147,103,2026-06-15 14:46:29,286.48
1148,101,2026-06-22 13:27:36,406.31
1149,103,2026-05-31 17:20:21,251.14
