customer_id,customer_type,product,revenue,churn,support_tickets
CUST_4059,SMB,Starter Kit,3301.32,0,1
CUST_4328,SMB,Business Pro,3678.4,0,3
CUST_4096,SMB,Starter Kit,4090.93,0,4
CUST_4312,SMB,Business Pro,2101.4,0,6
CUST_4974,Startups,Business Pro,1577.96,0,7
CUST_4299,SMB,Business Pro,2341.39,0,7
CUST_4277,SMB,Business Pro,4599.86,0,4
CUST_4924,Startups,Starter Kit,2563.03,0,6
CUST_4601,Startups,Business Pro,2196.48,0,1
CUST_4439,SMB,Starter Kit,2325.4,0,4
CUST_4837,Startups,Starter Kit,2405.98,0,3
CUST_4570,Startups,Starter Kit,2784.97,0,1
CUST_4879,Startups,Starter Kit,2054.93,0,4
CUST_4261,SMB,Business Pro,5960.22,0,0
CUST_4578,Startups,Starter Kit,2730.29,0,0
CUST_4023,Enterprise,Enterprise Suite,141981.71,0,2
CUST_4030,Enterprise,Enterprise Suite,156452.69,0,3
CUST_4617,Startups,Starter Kit,2192.19,0,4
CUST_4010,Enterprise,Enterprise Suite,121235.07,0,2
CUST_4221,SMB,Business Pro,4273.23,0,3
CUST_4820,Startups,Starter Kit,3507.13,0,1
CUST_4296,SMB,Business Pro,5079.97,0,3
CUST_4054,SMB,Business Pro,4391.6,0,4
CUST_4542,Startups,Business Pro,2071.61,0,8
CUST_4209,SMB,Starter Kit,2643.23,0,9
CUST_4604,Startups,Starter Kit,1801.59,1,3
CUST_4692,Startups,Starter Kit,2769.03,0,4
CUST_4662,Startups,Business Pro,3014.44,0,0
CUST_4866,Startups,Business Pro,1888.1,1,1
CUST_4070,SMB,Business Pro,5088.98,0,2
CUST_4543,Startups,Starter Kit,3179.25,0,1
CUST_4107,SMB,Business Pro,5022.2,0,1
CUST_4493,Startups,Starter Kit,1970.3,1,1
CUST_4590,Startups,Starter Kit,1847.07,0,2
CUST_4741,Startups,Starter Kit,2253.44,0,2
CUST_4292,SMB,Enterprise Suite,5290.4,0,5
CUST_4289,SMB,Business Pro,4363.33,1,1
CUST_4652,Startups,Starter Kit,2967.1,0,0
CUST_4039,Enterprise,Enterprise Suite,146409.15,0,2
CUST_4589,Startups,Starter Kit,1879.76,0,1
CUST_4307,SMB,Business Pro,3291.83,0,5
CUST_4679,Startups,Starter Kit,3663.77,0,3
CUST_4066,SMB,Starter Kit,2563.7,0,0
CUST_4275,SMB,Business Pro,4006.07,1,4
CUST_4067,SMB,Business Pro,5208.79,1,4
CUST_4318,SMB,Starter Kit,2625.75,1,2
CUST_4548,Startups,Starter Kit,2800.77,1,3
CUST_4998,Startups,Starter Kit,3875.59,1,2
CUST_4714,Startups,Starter Kit,2372.17,1,1
CUST_4753,Startups,Starter Kit,2337.26,0,5
CUST_4327,SMB,Enterprise Suite,4446.88,0,4
CUST_4382,SMB,Starter Kit,4515.77,0,5
CUST_4451,Startups,Starter Kit,2896.01,0,1
CUST_4522,Startups,Starter Kit,3924.79,0,4
CUST_4218,SMB,Business Pro,4598.53,0,2
CUST_4787,Startups,Business Pro,2502.13,0,2
CUST_4436,SMB,Business Pro,2291.05,0,4
CUST_4764,Startups,Starter Kit,1583.83,0,1
CUST_4088,SMB,Starter Kit,5548.85,0,3
CUST_4063,SMB,Starter Kit,3427.01,0,7
CUST_4826,Startups,Starter Kit,2365.86,1,1
CUST_4716,Startups,Starter Kit,3576.55,1,1
CUST_4351,SMB,Business Pro,5425.96,0,3
CUST_4936,Startups,Business Pro,1545.98,0,4
CUST_4256,SMB,Business Pro,5744.62,0,7
CUST_4635,Startups,Starter Kit,2618.53,0,2
CUST_4644,Startups,Starter Kit,1799.41,0,6
CUST_4554,Startups,Business Pro,3691.63,0,3
CUST_4959,Startups,Starter Kit,3345.08,0,1
CUST_4168,SMB,Business Pro,2163.1,1,7
CUST_4917,Startups,Business Pro,3871.13,0,3
CUST_4528,Startups,Starter Kit,1640.94,0,5
CUST_4823,Startups,Business Pro,2495.42,0,4
CUST_4985,Startups,Starter Kit,2738.73,0,3
CUST_4816,Startups,Starter Kit,2978.19,0,3
CUST_4086,SMB,Starter Kit,4918.42,0,5
CUST_4432,SMB,Starter Kit,4472.87,0,5
CUST_4184,SMB,Business Pro,3031.77,1,4
CUST_4978,Startups,Business Pro,2740.92,0,0
CUST_4534,Startups,Starter Kit,3422.47,0,6
CUST_4294,SMB,Starter Kit,2508.24,0,3
CUST_4892,Startups,Starter Kit,3575.55,0,3
CUST_4425,SMB,Starter Kit,4198.12,0,8
CUST_4713,Startups,Starter Kit,2529.6,0,3
CUST_4260,SMB,Business Pro,4460.03,0,3
CUST_4237,SMB,Enterprise Suite,2097.26,0,3
CUST_4559,Startups,Business Pro,3050.77,0,2
CUST_4583,Startups,Starter Kit,2321.88,0,4
CUST_4445,SMB,Business Pro,5788.99,0,4
CUST_4867,Startups,Starter Kit,1954.82,0,7
CUST_4800,Startups,Starter Kit,3268.1,0,1
CUST_4599,Startups,Starter Kit,1602.17,0,2
CUST_4849,Startups,Starter Kit,2988.46,0,5
CUST_4265,SMB,Starter Kit,4963.07,1,4
CUST_4995,Startups,Starter Kit,1728.96,0,1
CUST_4529,Startups,Starter Kit,3661.81,0,3
CUST_4055,SMB,Starter Kit,5687.5,0,6
CUST_4120,SMB,Business Pro,5229.76,0,5
CUST_4215,SMB,Business Pro,2949.0,0,6
CUST_4025,Enterprise,Enterprise Suite,167110.56,0,1
CUST_4072,SMB,Starter Kit,2022.09,1,2
CUST_4044,Enterprise,Enterprise Suite,135526.8,0,2
CUST_4247,SMB,Starter Kit,5866.62,1,7
CUST_4721,Startups,Starter Kit,1953.08,0,5
CUST_4281,SMB,Business Pro,3351.98,0,4
CUST_4893,Startups,Starter Kit,2492.96,0,5
CUST_4914,Startups,Business Pro,2880.12,0,6
CUST_4810,Startups,Starter Kit,3962.1,0,1
CUST_4244,SMB,Business Pro,2061.83,0,7
CUST_4822,Startups,Business Pro,2333.75,0,0
CUST_4321,SMB,Starter Kit,4858.38,0,7
CUST_4643,Startups,Business Pro,2318.74,0,6
CUST_4158,SMB,Enterprise Suite,2950.55,0,2
CUST_4977,Startups,Starter Kit,1628.56,0,2
CUST_4429,SMB,Business Pro,2468.27,0,4
CUST_4941,Startups,Business Pro,2885.45,0,1
CUST_4462,Startups,Starter Kit,3365.11,0,1
CUST_4309,SMB,Business Pro,3083.33,0,5
CUST_4697,Startups,Business Pro,2953.1,0,3
CUST_4060,SMB,Business Pro,3554.71,0,10
CUST_4884,Startups,Business Pro,3499.79,0,6
CUST_4595,Startups,Starter Kit,2684.9,0,3
CUST_4767,Startups,Business Pro,3691.91,0,2
CUST_4649,Startups,Starter Kit,2746.11,0,5
CUST_4650,Startups,Starter Kit,1717.3,1,4
CUST_4865,Startups,Business Pro,2899.1,0,3
CUST_4668,Startups,Starter Kit,1966.42,0,5
CUST_4298,SMB,Business Pro,4491.56,0,2
CUST_4689,Startups,Starter Kit,1967.61,0,3
CUST_4314,SMB,Business Pro,5343.92,0,5
CUST_4310,SMB,Business Pro,3755.89,1,2
CUST_4361,SMB,Business Pro,4573.15,0,2
CUST_4479,Startups,Starter Kit,2807.74,0,2
CUST_4110,SMB,Business Pro,3159.01,0,8
CUST_4989,Startups,Business Pro,3547.76,0,3
CUST_4486,Startups,Starter Kit,1613.62,0,2
CUST_4363,SMB,Starter Kit,4182.47,0,5
CUST_4254,SMB,Business Pro,2677.97,0,5
CUST_4259,SMB,Business Pro,2388.71,0,3
CUST_4802,Startups,Starter Kit,2940.72,0,3
CUST_4677,Startups,Starter Kit,2494.64,0,1
CUST_4494,Startups,Starter Kit,2659.25,0,3
CUST_4670,Startups,Business Pro,1933.43,0,1
CUST_4377,SMB,Business Pro,2093.09,0,2
CUST_4526,Startups,Starter Kit,2537.05,0,4
CUST_4845,Startups,Starter Kit,2536.56,0,2
CUST_4137,SMB,Enterprise Suite,4812.08,0,3
CUST_4355,SMB,Starter Kit,4569.68,0,3
CUST_4365,SMB,Business Pro,3544.41,0,7
CUST_4942,Startups,Starter Kit,3128.55,0,1
CUST_4749,Startups,Starter Kit,3060.59,0,3
CUST_4948,Startups,Business Pro,3684.73,0,4
CUST_4829,Startups,Starter Kit,2630.54,0,6
CUST_4656,Startups,Starter Kit,2209.44,0,1
CUST_4199,SMB,Enterprise Suite,5119.5,0,4
CUST_4213,SMB,Starter Kit,2897.08,0,1
CUST_4408,SMB,Enterprise Suite,5621.53,0,2
CUST_4332,SMB,Business Pro,2057.57,0,5
CUST_4208,SMB,Starter Kit,2020.25,0,5
CUST_4613,Startups,Starter Kit,1704.4,0,6
CUST_4078,SMB,Business Pro,3433.86,0,3
CUST_4029,Enterprise,Enterprise Suite,122787.02,0,3
CUST_4535,Startups,Business Pro,3861.91,0,3
CUST_4695,Startups,Starter Kit,3026.55,1,3
CUST_4557,Startups,Starter Kit,1571.96,0,4
CUST_4836,Startups,Starter Kit,3787.11,0,4
CUST_4596,Startups,Starter Kit,3168.89,0,4
CUST_4165,SMB,Starter Kit,5341.21,0,4
CUST_4918,Startups,Starter Kit,3409.01,0,2
CUST_4495,Startups,Business Pro,2383.38,0,1
CUST_4824,Startups,Starter Kit,2843.49,0,1
CUST_4065,SMB,Business Pro,4170.78,0,3
CUST_4141,SMB,Business Pro,3007.13,0,0
CUST_4925,Startups,Starter Kit,1556.17,0,6
CUST_4827,Startups,Starter Kit,2367.38,0,4
CUST_4655,Startups,Business Pro,1818.95,0,6
CUST_4331,SMB,Business Pro,5031.38,0,5
CUST_4664,Startups,Business Pro,1754.46,0,5
CUST_4249,SMB,Business Pro,5412.04,0,2
CUST_4907,Startups,Starter Kit,2354.54,0,1
CUST_4708,Startups,Starter Kit,2136.6,0,4
CUST_4305,SMB,Starter Kit,5903.41,0,6
CUST_4734,Startups,Starter Kit,2397.08,0,1
CUST_4975,Startups,Starter Kit,2155.66,0,4
CUST_4049,Enterprise,Enterprise Suite,131091.27,0,0
CUST_4896,Startups,Business Pro,2232.87,0,2
CUST_4002,Enterprise,Enterprise Suite,163919.64,0,3
CUST_4544,Startups,Starter Kit,3045.32,0,1
CUST_4350,SMB,Business Pro,4012.55,0,2
CUST_4904,Startups,Starter Kit,2553.56,0,4
CUST_4536,Startups,Starter Kit,3624.12,0,1
CUST_4344,SMB,Starter Kit,3594.02,0,5
CUST_4994,Startups,Starter Kit,2402.43,0,3
CUST_4481,Startups,Business Pro,3239.37,0,5
CUST_4575,Startups,Business Pro,3873.8,0,2
CUST_4033,Enterprise,Enterprise Suite,176933.13,0,0
CUST_4031,Enterprise,Enterprise Suite,130231.45,0,0
CUST_4231,SMB,Business Pro,4010.55,0,2
CUST_4963,Startups,Business Pro,2473.24,0,2
CUST_4192,SMB,Business Pro,5601.67,0,1
CUST_4333,SMB,Business Pro,2464.29,0,3
CUST_4003,Enterprise,Enterprise Suite,155919.51,0,1
CUST_4204,SMB,Business Pro,4425.72,0,7
CUST_4514,Startups,Business Pro,1613.05,0,0
CUST_4799,Startups,Starter Kit,3806.25,1,0
CUST_4306,SMB,Business Pro,4065.2,0,7
CUST_4109,SMB,Business Pro,2307.92,0,4
CUST_4430,SMB,Starter Kit,2571.97,0,6
CUST_4077,SMB,Business Pro,2296.18,0,3
CUST_4084,SMB,Starter Kit,3243.93,0,3
CUST_4286,SMB,Business Pro,3862.39,1,7
CUST_4082,SMB,Business Pro,3323.59,0,1
CUST_4991,Startups,Business Pro,3236.74,0,3
CUST_4789,Startups,Starter Kit,3868.21,0,2
CUST_4894,Startups,Starter Kit,3170.21,0,3
CUST_4398,SMB,Business Pro,5003.48,0,10
CUST_4323,SMB,Business Pro,3119.74,0,2
CUST_4519,Startups,Starter Kit,1876.04,0,1
CUST_4916,Startups,Starter Kit,2236.16,0,1
CUST_4922,Startups,Starter Kit,3736.38,0,3
CUST_4005,Enterprise,Enterprise Suite,129359.67,0,1
CUST_4731,Startups,Starter Kit,3536.44,0,4
CUST_4465,Startups,Business Pro,2437.18,1,3
CUST_4097,SMB,Enterprise Suite,3710.16,0,4
CUST_4266,SMB,Business Pro,4788.06,0,4
CUST_4357,SMB,Business Pro,4343.1,0,4
CUST_4868,Startups,Business Pro,3654.46,0,2
CUST_4798,Startups,Starter Kit,3241.63,1,1
CUST_4380,SMB,Business Pro,2472.66,0,3
CUST_4631,Startups,Starter Kit,3738.02,0,3
CUST_4381,SMB,Enterprise Suite,4786.95,0,5
CUST_4490,Startups,Starter Kit,2639.14,0,2
CUST_4118,SMB,Starter Kit,5570.24,0,6
CUST_4900,Startups,Starter Kit,2019.72,0,2
CUST_4250,SMB,Business Pro,3177.8,0,2
CUST_4523,Startups,Starter Kit,3605.3,0,3
CUST_4009,Enterprise,Business Pro,162484.35,0,1
CUST_4196,SMB,Starter Kit,4903.82,0,3
CUST_4603,Startups,Business Pro,1721.76,0,1
CUST_4081,SMB,Starter Kit,4493.19,1,0
CUST_4783,Startups,Starter Kit,2364.24,0,6
CUST_4587,Startups,Business Pro,1822.2,0,0
CUST_4797,Startups,Business Pro,2912.83,1,4
CUST_4239,SMB,Business Pro,2708.44,0,3
CUST_4290,SMB,Starter Kit,2122.0,0,7
CUST_4211,SMB,Enterprise Suite,4767.58,0,8
CUST_4717,Startups,Starter Kit,3912.57,0,3
CUST_4359,SMB,Starter Kit,4301.9,0,5
CUST_4449,SMB,Business Pro,2334.0,0,4
CUST_4227,SMB,Starter Kit,3572.39,0,5
CUST_4950,Startups,Business Pro,3001.29,0,1
CUST_4946,Startups,Business Pro,1842.21,0,1
CUST_4796,Startups,Starter Kit,3830.3,0,3
CUST_4501,Startups,Starter Kit,2840.24,0,1
CUST_4464,Startups,Starter Kit,3905.43,0,6
CUST_4362,SMB,Business Pro,3833.01,0,6
CUST_4468,Startups,Starter Kit,2058.99,0,4
CUST_4935,Startups,Business Pro,2180.77,0,1
CUST_4428,SMB,Business Pro,3403.66,0,4
CUST_4007,Enterprise,Enterprise Suite,171970.57,0,2
CUST_4155,SMB,Enterprise Suite,2968.22,0,3
CUST_4541,Startups,Starter Kit,3015.44,0,0
CUST_4440,SMB,Starter Kit,2339.35,0,9
CUST_4482,Startups,Starter Kit,2636.35,0,1
CUST_4422,SMB,Starter Kit,2364.82,1,4
CUST_4778,Startups,Starter Kit,3300.09,0,2
CUST_4949,Startups,Starter Kit,2993.53,0,4
CUST_4334,SMB,Business Pro,2184.01,0,5
CUST_4576,Startups,Business Pro,1867.68,1,4
CUST_4934,Startups,Starter Kit,1929.2,0,4
CUST_4567,Startups,Business Pro,2593.69,0,6
CUST_4594,Startups,Starter Kit,3741.97,0,1
CUST_4530,Startups,Business Pro,3532.25,0,3
CUST_4581,Startups,Starter Kit,3950.08,0,2
CUST_4707,Startups,Starter Kit,3524.69,0,6
CUST_4448,SMB,Business Pro,3505.04,0,5
CUST_4453,Startups,Starter Kit,3765.89,0,4
CUST_4228,SMB,Enterprise Suite,5568.19,0,3
CUST_4352,SMB,Starter Kit,4634.77,0,5
CUST_4728,Startups,Starter Kit,2004.07,0,1
CUST_4212,SMB,Starter Kit,4607.85,0,4
CUST_4079,SMB,Business Pro,2463.48,0,4
CUST_4148,SMB,Starter Kit,2205.92,0,7
CUST_4302,SMB,Business Pro,4162.54,1,0
CUST_4628,Startups,Starter Kit,1591.71,0,2
CUST_4777,Startups,Starter Kit,3305.63,0,5
CUST_4506,Startups,Starter Kit,3777.32,0,4
CUST_4342,SMB,Business Pro,2692.81,0,3
CUST_4485,Startups,Business Pro,3752.9,0,3
CUST_4711,Startups,Business Pro,2989.1,1,8
CUST_4133,SMB,Business Pro,3350.46,0,2
CUST_4703,Startups,Starter Kit,1836.04,0,0
CUST_4311,SMB,Business Pro,2313.83,0,9
CUST_4722,Startups,Business Pro,1666.24,0,5
CUST_4629,Startups,Starter Kit,2131.09,0,4
CUST_4000,Enterprise,Enterprise Suite,142472.41,0,1
CUST_4316,SMB,Business Pro,3635.81,0,5
CUST_4706,Startups,Starter Kit,2305.88,0,4
CUST_4547,Startups,Starter Kit,3178.93,0,2
CUST_4872,Startups,Starter Kit,3110.0,0,0
CUST_4532,Startups,Starter Kit,3991.59,0,1
CUST_4477,Startups,Starter Kit,2884.64,0,3
CUST_4404,SMB,Business Pro,3280.2,0,1
CUST_4172,SMB,Starter Kit,4048.37,0,3
CUST_4125,SMB,Starter Kit,3708.43,0,5
CUST_4394,SMB,Business Pro,3363.21,0,6
CUST_4420,SMB,Starter Kit,5166.32,0,1
CUST_4552,Startups,Starter Kit,2879.77,0,3
CUST_4903,Startups,Starter Kit,2957.6,1,4
CUST_4090,SMB,Business Pro,2478.38,0,3
CUST_4939,Startups,Starter Kit,2941.29,1,5
CUST_4181,SMB,Starter Kit,2453.89,0,5
CUST_4274,SMB,Business Pro,4045.37,0,8
CUST_4895,Startups,Starter Kit,2012.46,0,3
CUST_4069,SMB,Business Pro,5947.55,0,2
CUST_4291,SMB,Business Pro,2149.39,0,4
CUST_4131,SMB,Business Pro,2888.43,0,3
CUST_4300,SMB,Starter Kit,2206.73,1,2
CUST_4424,SMB,Business Pro,2230.24,0,2
CUST_4326,SMB,Business Pro,4217.42,0,4
CUST_4144,SMB,Business Pro,3139.36,0,3
CUST_4423,SMB,Business Pro,3977.68,0,5
CUST_4580,Startups,Starter Kit,2647.84,0,5
CUST_4135,SMB,Business Pro,3292.81,1,5
CUST_4450,Startups,Starter Kit,3442.87,0,1
CUST_4164,SMB,Enterprise Suite,2361.16,0,5
CUST_4028,Enterprise,Enterprise Suite,155544.87,0,0
CUST_4773,Startups,Starter Kit,2493.22,0,2
CUST_4193,SMB,Business Pro,4532.41,0,5
CUST_4388,SMB,Business Pro,5002.46,0,3
CUST_4852,Startups,Starter Kit,2024.76,0,4
CUST_4169,SMB,Business Pro,4363.57,0,3
CUST_4705,Startups,Starter Kit,3974.9,0,3
CUST_4140,SMB,Starter Kit,5849.79,0,2
CUST_4173,SMB,Business Pro,2905.98,0,0
CUST_4006,Enterprise,Enterprise Suite,123485.02,0,1
CUST_4745,Startups,Starter Kit,3748.94,0,2
CUST_4478,Startups,Business Pro,3923.26,0,1
CUST_4073,SMB,Business Pro,5261.85,1,8
CUST_4910,Startups,Business Pro,2975.74,0,3
CUST_4813,Startups,Starter Kit,3802.1,1,2
CUST_4238,SMB,Business Pro,4581.89,0,4
CUST_4145,SMB,Business Pro,2147.55,0,6
CUST_4792,Startups,Starter Kit,2764.72,0,5
CUST_4234,SMB,Starter Kit,2780.97,0,7
CUST_4220,SMB,Business Pro,4630.45,0,5
CUST_4923,Startups,Starter Kit,3499.64,0,3
CUST_4500,Startups,Starter Kit,3245.4,0,1
CUST_4132,SMB,Business Pro,2479.46,1,3
CUST_4990,Startups,Business Pro,3498.54,0,4
CUST_4774,Startups,Starter Kit,3493.24,0,3
CUST_4185,SMB,Starter Kit,4639.94,0,4
CUST_4041,Enterprise,Enterprise Suite,149710.61,0,1
CUST_4696,Startups,Starter Kit,2221.58,1,7
CUST_4108,SMB,Starter Kit,2915.19,0,1
CUST_4588,Startups,Starter Kit,1820.11,0,4
CUST_4056,SMB,Business Pro,2353.97,0,3
CUST_4405,SMB,Business Pro,5582.09,0,3
CUST_4442,SMB,Starter Kit,3497.08,0,4
CUST_4757,Startups,Starter Kit,2833.65,0,2
CUST_4997,Startups,Starter Kit,1842.05,1,2
CUST_4024,Enterprise,Enterprise Suite,147364.2,0,0
CUST_4467,Startups,Starter Kit,3671.5,0,1
CUST_4539,Startups,Starter Kit,1822.9,0,2
CUST_4531,Startups,Business Pro,3999.29,0,3
CUST_4618,Startups,Business Pro,3515.5,0,1
CUST_4694,Startups,Starter Kit,1787.09,0,3
CUST_4926,Startups,Starter Kit,2171.69,0,3
CUST_4338,SMB,Business Pro,3896.7,1,3
CUST_4051,SMB,Business Pro,5100.53,0,6
CUST_4507,Startups,Starter Kit,3556.34,0,1
CUST_4516,Startups,Starter Kit,2441.16,0,0
CUST_4920,Startups,Business Pro,3671.17,0,3
CUST_4781,Startups,Business Pro,2856.81,0,0
CUST_4264,SMB,Starter Kit,5509.49,1,3
CUST_4817,Startups,Starter Kit,2497.51,0,4
CUST_4710,Startups,Starter Kit,3400.57,0,2
CUST_4682,Startups,Starter Kit,1927.22,0,1
CUST_4832,Startups,Business Pro,1852.14,0,3
CUST_4518,Startups,Starter Kit,3968.19,0,5
CUST_4447,SMB,Business Pro,5013.51,0,3
CUST_4018,Enterprise,Enterprise Suite,145916.7,0,2
CUST_4715,Startups,Starter Kit,3823.82,0,2
CUST_4483,Startups,Starter Kit,3068.9,1,3
CUST_4568,Startups,Business Pro,3760.4,0,4
CUST_4433,SMB,Enterprise Suite,2404.49,0,3
CUST_4367,SMB,Starter Kit,5621.4,0,3
CUST_4083,SMB,Business Pro,2254.23,0,4
CUST_4061,SMB,Business Pro,3085.4,0,6
CUST_4638,Startups,Starter Kit,2173.11,0,5
CUST_4272,SMB,Business Pro,5468.29,0,3
CUST_4285,SMB,Business Pro,2143.77,0,5
CUST_4360,SMB,Starter Kit,3552.68,0,3
CUST_4354,SMB,Business Pro,2282.27,0,2
CUST_4456,Startups,Business Pro,1528.38,0,1
CUST_4278,SMB,Starter Kit,4807.87,0,3
CUST_4012,Enterprise,Business Pro,169946.56,0,3
CUST_4182,SMB,Business Pro,5698.77,0,3
CUST_4368,SMB,Starter Kit,2783.16,0,5
CUST_4881,Startups,Business Pro,3179.73,0,4
CUST_4615,Startups,Starter Kit,3802.18,0,2
CUST_4223,SMB,Business Pro,3470.86,0,6
CUST_4572,Startups,Starter Kit,2491.36,0,4
CUST_4970,Startups,Business Pro,3159.18,1,2
CUST_4653,Startups,Starter Kit,3363.6,0,0
CUST_4545,Startups,Starter Kit,2395.41,0,3
CUST_4582,Startups,Starter Kit,2731.55,0,5
CUST_4633,Startups,Business Pro,2830.28,0,3
CUST_4176,SMB,Starter Kit,4763.75,0,4
CUST_4665,Startups,Starter Kit,1882.15,0,2
CUST_4673,Startups,Starter Kit,2811.28,0,1
CUST_4585,Startups,Business Pro,2100.36,0,2
CUST_4873,Startups,Starter Kit,2521.84,0,2
CUST_4393,SMB,Starter Kit,5105.65,0,6
CUST_4163,SMB,Business Pro,4143.1,0,4
CUST_4248,SMB,Starter Kit,5854.48,0,4
CUST_4634,Startups,Business Pro,1767.93,0,1
CUST_4885,Startups,Starter Kit,1946.36,0,3
CUST_4669,Startups,Starter Kit,2212.74,0,3
CUST_4375,SMB,Enterprise Suite,3275.9,0,3
CUST_4412,SMB,Starter Kit,5802.43,0,3
CUST_4074,SMB,Starter Kit,4827.43,0,8
CUST_4113,SMB,Business Pro,5232.48,0,1
CUST_4598,Startups,Starter Kit,1980.72,0,3
CUST_4961,Startups,Business Pro,3007.88,0,3
CUST_4390,SMB,Starter Kit,5962.02,0,2
CUST_4104,SMB,Starter Kit,5630.27,0,4
CUST_4114,SMB,Business Pro,4533.62,0,5
CUST_4417,SMB,Business Pro,3314.66,0,3
CUST_4525,Startups,Business Pro,2671.73,0,2
CUST_4457,Startups,Starter Kit,2671.65,0,4
CUST_4409,SMB,Business Pro,2365.15,0,1
CUST_4092,SMB,Business Pro,5043.14,0,3
CUST_4930,Startups,Starter Kit,1848.39,0,3
CUST_4089,SMB,Business Pro,3888.86,0,2
CUST_4336,SMB,Starter Kit,5421.84,0,2
CUST_4988,Startups,Starter Kit,2116.01,0,4
CUST_4921,Startups,Starter Kit,2718.58,1,3
CUST_4933,Startups,Starter Kit,2814.23,0,1
CUST_4605,Startups,Starter Kit,2651.95,0,4
CUST_4593,Startups,Starter Kit,2364.17,0,2
CUST_4611,Startups,Starter Kit,3498.53,0,3
CUST_4094,SMB,Business Pro,5083.87,0,7
CUST_4011,Enterprise,Enterprise Suite,178194.59,0,1
CUST_4396,SMB,Business Pro,5433.65,0,1
CUST_4533,Startups,Business Pro,2888.58,0,3
CUST_4043,Enterprise,Enterprise Suite,174559.22,0,0
CUST_4042,Enterprise,Enterprise Suite,122063.31,0,0
CUST_4329,SMB,Starter Kit,2990.92,0,3
CUST_4167,SMB,Starter Kit,2746.07,0,4
CUST_4497,Startups,Business Pro,1694.34,0,6
CUST_4876,Startups,Business Pro,3289.93,0,0
CUST_4597,Startups,Business Pro,1930.8,1,6
CUST_4756,Startups,Starter Kit,3050.18,0,5
CUST_4100,SMB,Starter Kit,2125.72,1,5
CUST_4426,SMB,Business Pro,3766.12,1,5
CUST_4178,SMB,Enterprise Suite,5746.92,0,11
CUST_4444,SMB,Starter Kit,5251.2,0,4
CUST_4416,SMB,Business Pro,3172.84,1,2
CUST_4870,Startups,Starter Kit,2433.27,0,6
CUST_4882,Startups,Starter Kit,1549.28,0,3
CUST_4680,Startups,Business Pro,3542.68,0,2
CUST_4177,SMB,Business Pro,3546.94,1,3
CUST_4395,SMB,Business Pro,5723.03,0,5
CUST_4911,Startups,Business Pro,2170.16,0,4
CUST_4793,Startups,Business Pro,3028.64,0,2
CUST_4960,Startups,Starter Kit,1707.0,0,1
CUST_4684,Startups,Starter Kit,3823.44,0,0
CUST_4383,SMB,Starter Kit,5509.89,0,3
CUST_4956,Startups,Business Pro,2797.29,0,1
CUST_4751,Startups,Business Pro,3849.58,0,5
CUST_4257,SMB,Starter Kit,4784.12,0,5
CUST_4538,Startups,Starter Kit,2626.36,0,3
CUST_4335,SMB,Business Pro,2162.92,0,4
CUST_4015,Enterprise,Enterprise Suite,131004.27,0,1
CUST_4324,SMB,Business Pro,5819.46,0,3
CUST_4758,Startups,Business Pro,3734.73,0,0
CUST_4222,SMB,Business Pro,2374.7,0,2
CUST_4179,SMB,Starter Kit,2550.08,0,3
CUST_4983,Startups,Starter Kit,1687.84,0,4
