order_id,customer_id,order_amount,order_date
ORD_10064,CUST_ORPHAN_953,97.0,2025-01-03 15:00:00
ORD_10065,CUST_0245,447.48,2025-01-03 16:00:00
ORD_10066,CUST_0694,417.37,2025-01-03 17:00:00
ORD_10067,CUST_0347,190.63,2025-01-03 18:00:00
ORD_10068,CUST_0087,485.58,2025-01-03 19:00:00
ORD_10069,CUST_0142,618.65,2025-01-03 20:00:00
ORD_10070,CUST_0324,50.35,2025-01-03 21:00:00
ORD_10071,CUST_0168,383.63,2025-01-03 22:00:00
ORD_10072,CUST_0250,523.2,2025-01-03 23:00:00
ORD_10073,CUST_0617,204.19,2025-01-04 00:00:00
ORD_10074,CUST_ORPHAN_851,244.67,2025-01-04 01:00:00
ORD_10075,CUST_0511,467.96,2025-01-04 02:00:00
ORD_10076,CUST_0720,675.49,2025-01-04 03:00:00
ORD_10077,CUST_0627,611.24,2025-01-04 04:00:00
ORD_10078,CUST_0120,445.69,2025-01-04 05:00:00
ORD_10079,CUST_0816,553.06,2025-01-04 06:00:00
ORD_10080,CUST_0474,286.32,2025-01-04 07:00:00
ORD_10081,CUST_0580,487.9,2025-01-04 08:00:00
ORD_10082,CUST_0027,360.31,2025-01-04 09:00:00
ORD_10083,CUST_0648,158.65,2025-01-04 10:00:00
ORD_10084,CUST_0232,532.27,2025-01-04 11:00:00
ORD_10085,CUST_0409,426.22,2025-01-04 12:00:00
ORD_10086,CUST_0584,281.79,2025-01-04 13:00:00
ORD_10087,CUST_0067,685.28,2025-01-04 14:00:00
ORD_10088,CUST_0394,35.28,2025-01-04 15:00:00
ORD_10089,CUST_0656,250.51,2025-01-04 16:00:00
ORD_10090,CUST_0107,61.52,2025-01-04 17:00:00
ORD_10091,CUST_0612,579.56,2025-01-04 18:00:00
ORD_10092,CUST_0080,532.54,2025-01-04 19:00:00
ORD_10093,CUST_0200,261.89,2025-01-04 20:00:00
ORD_10094,CUST_0055,513.23,2025-01-04 21:00:00
ORD_10095,CUST_0411,309.03,2025-01-04 22:00:00
ORD_10096,CUST_0402,572.07,2025-01-04 23:00:00
ORD_10097,CUST_0621,351.55,2025-01-05 00:00:00
ORD_10098,CUST_ORPHAN_693,320.96,2025-01-05 01:00:00
ORD_10099,CUST_ORPHAN_646,702.35,2025-01-05 02:00:00
ORD_10100,CUST_0700,203.14,2025-01-05 03:00:00
ORD_10101,CUST_0351,107.93,2025-01-05 04:00:00
ORD_10102,CUST_0177,446.72,2025-01-05 05:00:00
ORD_10103,CUST_0156,727.6,2025-01-05 06:00:00
ORD_10104,CUST_0140,295.82,2025-01-05 07:00:00
ORD_10105,CUST_0547,65.29,2025-01-05 08:00:00
ORD_10106,CUST_0619,267.69,2025-01-05 09:00:00
ORD_10107,CUST_0531,389.33,2025-01-05 10:00:00
ORD_10108,CUST_0466,138.2,2025-01-05 11:00:00
ORD_10109,CUST_0224,500.41,2025-01-05 12:00:00
ORD_10110,CUST_0182,748.36,2025-01-05 13:00:00
ORD_10111,CUST_0080,349.77,2025-01-05 14:00:00
ORD_10112,CUST_0157,278.95,2025-01-05 15:00:00
ORD_10113,CUST_0401,312.51,2025-01-05 16:00:00
ORD_10114,CUST_0544,104.06,2025-01-05 17:00:00
ORD_10115,CUST_ORPHAN_953,664.79,2025-01-05 18:00:00
ORD_10116,CUST_ORPHAN_489,322.82,2025-01-05 19:00:00
ORD_10117,CUST_0161,302.71,2025-01-05 20:00:00
ORD_10118,CUST_0545,501.57,2025-01-05 21:00:00
ORD_10119,CUST_0160,342.68,2025-01-05 22:00:00
ORD_10120,CUST_ORPHAN_489,493.21,2025-01-05 23:00:00
ORD_10121,CUST_0240,64.86,2025-01-06 00:00:00
ORD_10122,CUST_0495,614.02,2025-01-06 01:00:00
ORD_10123,CUST_0356,706.57,2025-01-06 02:00:00
ORD_10124,CUST_0159,493.6,2025-01-06 03:00:00
ORD_10125,CUST_0241,716.83,2025-01-06 04:00:00
ORD_10126,CUST_0440,130.55,2025-01-06 05:00:00
ORD_10127,CUST_0545,368.51,2025-01-06 06:00:00
ORD_10128,CUST_0179,459.32,2025-01-06 07:00:00
ORD_10129,CUST_0343,444.67,2025-01-06 08:00:00
ORD_10130,CUST_0024,313.07,2025-01-06 09:00:00
ORD_10131,CUST_0133,266.8,2025-01-06 10:00:00
ORD_10132,CUST_0660,112.58,2025-01-06 11:00:00
ORD_10133,CUST_0400,305.97,2025-01-06 12:00:00
ORD_10134,CUST_0220,138.74,2025-01-06 13:00:00
ORD_10135,CUST_0603,556.09,2025-01-06 14:00:00
ORD_10136,CUST_0798,172.45,2025-01-06 15:00:00
ORD_10137,CUST_0305,62.75,2025-01-06 16:00:00
ORD_10138,CUST_ORPHAN_897,423.23,2025-01-06 17:00:00
ORD_10139,CUST_0625,454.52,2025-01-06 18:00:00
ORD_10140,CUST_ORPHAN_709,656.5,2025-01-06 19:00:00
ORD_10141,CUST_0182,441.2,2025-01-06 20:00:00
ORD_10142,CUST_0521,272.2,2025-01-06 21:00:00
ORD_10143,CUST_0821,606.2,2025-01-06 22:00:00
ORD_10144,CUST_0682,414.4,2025-01-06 23:00:00
ORD_10145,CUST_0411,77.87,2025-01-07 00:00:00
ORD_10146,CUST_ORPHAN_788,433.07,2025-01-07 01:00:00
ORD_10147,CUST_0222,682.85,2025-01-07 02:00:00
ORD_10148,CUST_0333,309.31,2025-01-07 03:00:00
ORD_10149,CUST_ORPHAN_894,236.32,2025-01-07 04:00:00
ORD_10150,CUST_0688,124.73,2025-01-07 05:00:00
ORD_10151,CUST_0081,130.56,2025-01-07 06:00:00
ORD_10152,CUST_0256,335.92,2025-01-07 07:00:00
ORD_10153,CUST_0192,454.85,2025-01-07 08:00:00
ORD_10154,CUST_0200,78.85,2025-01-07 09:00:00
ORD_10155,CUST_0531,705.89,2025-01-07 10:00:00
ORD_10156,CUST_0499,571.25,2025-01-07 11:00:00
ORD_10157,CUST_0066,448.24,2025-01-07 12:00:00
ORD_10158,CUST_0325,624.76,2025-01-07 13:00:00
ORD_10159,CUST_0169,78.54,2025-01-07 14:00:00
ORD_10160,CUST_0395,368.09,2025-01-07 15:00:00
ORD_10161,CUST_0178,479.97,2025-01-07 16:00:00
ORD_10162,CUST_ORPHAN_338,624.92,2025-01-07 17:00:00
ORD_10163,CUST_0200,591.93,2025-01-07 18:00:00
ORD_10164,CUST_0481,222.26,2025-01-07 19:00:00
ORD_10165,CUST_0423,706.84,2025-01-07 20:00:00
ORD_10166,CUST_0027,110.77,2025-01-07 21:00:00
ORD_10167,CUST_0208,658.85,2025-01-07 22:00:00
ORD_10168,CUST_0502,728.79,2025-01-07 23:00:00
ORD_10169,CUST_ORPHAN_953,149.32,2025-01-08 00:00:00
ORD_10170,CUST_0332,547.11,2025-01-08 01:00:00
ORD_10171,CUST_0785,49.41,2025-01-08 02:00:00
ORD_10172,CUST_ORPHAN_162,315.96,2025-01-08 03:00:00
ORD_10173,CUST_0198,396.89,2025-01-08 04:00:00
ORD_10174,CUST_0404,443.87,2025-01-08 05:00:00
ORD_10175,CUST_0635,703.23,2025-01-08 06:00:00
ORD_10176,CUST_0453,510.74,2025-01-08 07:00:00
ORD_10177,CUST_0374,371.33,2025-01-08 08:00:00
ORD_10178,CUST_0436,611.06,2025-01-08 09:00:00
ORD_10179,CUST_0395,713.89,2025-01-08 10:00:00
ORD_10180,CUST_0334,36.11,2025-01-08 11:00:00
ORD_10181,CUST_0482,737.24,2025-01-08 12:00:00
ORD_10182,CUST_0766,82.88,2025-01-08 13:00:00
ORD_10183,CUST_0572,614.5,2025-01-08 14:00:00
ORD_10184,CUST_0784,224.64,2025-01-08 15:00:00
ORD_10185,CUST_ORPHAN_104,116.49,2025-01-08 16:00:00
ORD_10186,CUST_0656,341.09,2025-01-08 17:00:00
ORD_10187,CUST_0801,490.09,2025-01-08 18:00:00
ORD_10188,CUST_0009,298.09,2025-01-08 19:00:00
ORD_10189,CUST_ORPHAN_244,59.83,2025-01-08 20:00:00
ORD_10190,CUST_0428,457.61,2025-01-08 21:00:00
ORD_10191,CUST_0347,678.75,2025-01-08 22:00:00
ORD_10192,CUST_0078,299.75,2025-01-08 23:00:00
ORD_10193,CUST_0328,177.92,2025-01-09 00:00:00
ORD_10194,CUST_0051,343.08,2025-01-09 01:00:00
ORD_10195,CUST_0121,55.3,2025-01-09 02:00:00
ORD_10196,CUST_ORPHAN_693,618.96,2025-01-09 03:00:00
ORD_10197,CUST_0692,623.23,2025-01-09 04:00:00
ORD_10198,CUST_0173,449.24,2025-01-09 05:00:00
ORD_10199,CUST_0200,277.77,2025-01-09 06:00:00
ORD_10200,CUST_0849,603.84,2025-01-09 07:00:00
ORD_10201,CUST_ORPHAN_323,424.92,2025-01-09 08:00:00
ORD_10202,CUST_0830,622.93,2025-01-09 09:00:00
ORD_10203,CUST_0372,480.96,2025-01-09 10:00:00
ORD_10204,CUST_0252,592.62,2025-01-09 11:00:00
ORD_10205,CUST_0642,456.95,2025-01-09 12:00:00
ORD_10206,CUST_0172,322.32,2025-01-09 13:00:00
ORD_10207,CUST_0034,719.3,2025-01-09 14:00:00
ORD_10208,CUST_0231,415.01,2025-01-09 15:00:00
ORD_10209,CUST_0680,461.72,2025-01-09 16:00:00
ORD_10210,CUST_ORPHAN_897,180.96,2025-01-09 17:00:00
ORD_10211,CUST_0470,476.73,2025-01-09 18:00:00
ORD_10212,CUST_0373,437.27,2025-01-09 19:00:00
ORD_10213,CUST_0036,154.93,2025-01-09 20:00:00
ORD_10214,CUST_0299,63.5,2025-01-09 21:00:00
ORD_10215,CUST_0016,461.18,2025-01-09 22:00:00
ORD_10216,CUST_0393,577.5,2025-01-09 23:00:00
ORD_10217,CUST_0454,402.08,2025-01-10 00:00:00
ORD_10218,CUST_0817,185.54,2025-01-10 01:00:00
ORD_10219,CUST_0021,506.56,2025-01-10 02:00:00
ORD_10220,CUST_ORPHAN_355,78.48,2025-01-10 03:00:00
ORD_10221,CUST_0298,342.54,2025-01-10 04:00:00
ORD_10222,CUST_0693,139.26,2025-01-10 05:00:00
ORD_10223,CUST_0684,154.66,2025-01-10 06:00:00
ORD_10224,CUST_ORPHAN_953,167.67,2025-01-10 07:00:00
ORD_10225,CUST_0092,302.3,2025-01-10 08:00:00
ORD_10226,CUST_0628,57.34,2025-01-10 09:00:00
ORD_10227,CUST_0382,310.39,2025-01-10 10:00:00
ORD_10228,CUST_ORPHAN_381,393.55,2025-01-10 11:00:00
ORD_10229,CUST_0033,372.8,2025-01-10 12:00:00
ORD_10230,CUST_0149,299.43,2025-01-10 13:00:00
ORD_10231,CUST_0375,632.58,2025-01-10 14:00:00
ORD_10232,CUST_0638,126.09,2025-01-10 15:00:00
ORD_10233,CUST_ORPHAN_218,389.16,2025-01-10 16:00:00
ORD_10234,CUST_0599,65.29,2025-01-10 17:00:00
ORD_10235,CUST_0588,71.94,2025-01-10 18:00:00
ORD_10236,CUST_0182,438.92,2025-01-10 19:00:00
ORD_10237,CUST_0536,433.19,2025-01-10 20:00:00
ORD_10238,CUST_0715,660.96,2025-01-10 21:00:00
ORD_10239,CUST_ORPHAN_831,427.25,2025-01-10 22:00:00
ORD_10240,CUST_0590,720.65,2025-01-10 23:00:00
ORD_10241,CUST_0671,55.55,2025-01-11 00:00:00
ORD_10242,CUST_0125,91.55,2025-01-11 01:00:00
ORD_10243,CUST_0483,52.17,2025-01-11 02:00:00
ORD_10244,CUST_0319,155.25,2025-01-11 03:00:00
ORD_10245,CUST_0524,415.13,2025-01-11 04:00:00
ORD_10246,CUST_ORPHAN_894,491.27,2025-01-11 05:00:00
ORD_10247,CUST_0746,53.28,2025-01-11 06:00:00
ORD_10248,CUST_0754,710.56,2025-01-11 07:00:00
ORD_10249,CUST_0158,634.78,2025-01-11 08:00:00
ORD_10250,CUST_0485,236.53,2025-01-11 09:00:00
ORD_10251,CUST_0193,76.35,2025-01-11 10:00:00
ORD_10252,CUST_0609,144.02,2025-01-11 11:00:00
ORD_10253,CUST_0766,112.67,2025-01-11 12:00:00
ORD_10254,CUST_ORPHAN_823,110.0,2025-01-11 13:00:00
ORD_10255,CUST_ORPHAN_601,398.55,2025-01-11 14:00:00
ORD_10256,CUST_0174,199.47,2025-01-11 15:00:00
ORD_10257,CUST_0152,281.44,2025-01-11 16:00:00
ORD_10258,CUST_0447,742.34,2025-01-11 17:00:00
ORD_10259,CUST_0528,519.55,2025-01-11 18:00:00
ORD_10260,CUST_0690,712.76,2025-01-11 19:00:00
ORD_10261,CUST_ORPHAN_617,124.07,2025-01-11 20:00:00
ORD_10262,CUST_0066,298.96,2025-01-11 21:00:00
ORD_10263,CUST_0711,424.95,2025-01-11 22:00:00
ORD_10264,CUST_ORPHAN_808,76.03,2025-01-11 23:00:00
ORD_10265,CUST_0767,23.06,2025-01-12 00:00:00
ORD_10266,CUST_0066,509.42,2025-01-12 01:00:00
ORD_10267,CUST_0121,488.53,2025-01-12 02:00:00
ORD_10268,CUST_0647,319.88,2025-01-12 03:00:00
ORD_10269,CUST_0203,377.44,2025-01-12 04:00:00
ORD_10270,CUST_0762,323.27,2025-01-12 05:00:00
ORD_10271,CUST_0712,37.52,2025-01-12 06:00:00
ORD_10272,CUST_ORPHAN_316,264.82,2025-01-12 07:00:00
ORD_10273,CUST_0237,149.27,2025-01-12 08:00:00
ORD_10274,CUST_0649,91.85,2025-01-12 09:00:00
ORD_10275,CUST_0394,718.41,2025-01-12 10:00:00
ORD_10276,CUST_0845,457.53,2025-01-12 11:00:00
ORD_10277,CUST_0588,551.92,2025-01-12 12:00:00
ORD_10278,CUST_0066,250.22,2025-01-12 13:00:00
ORD_10279,CUST_0229,307.0,2025-01-12 14:00:00
ORD_10280,CUST_0320,192.95,2025-01-12 15:00:00
ORD_10281,CUST_ORPHAN_245,90.78,2025-01-12 16:00:00
ORD_10282,CUST_0832,150.69,2025-01-12 17:00:00
ORD_10283,CUST_0269,602.19,2025-01-12 18:00:00
ORD_10284,CUST_0138,514.61,2025-01-12 19:00:00
ORD_10285,CUST_0634,419.26,2025-01-12 20:00:00
ORD_10286,CUST_0349,366.82,2025-01-12 21:00:00
ORD_10287,CUST_0844,693.38,2025-01-12 22:00:00
ORD_10288,CUST_0216,73.1,2025-01-12 23:00:00
ORD_10289,CUST_0607,224.84,2025-01-13 00:00:00
ORD_10290,CUST_0334,275.45,2025-01-13 01:00:00
ORD_10291,CUST_0085,591.17,2025-01-13 02:00:00
ORD_10292,CUST_ORPHAN_923,744.54,2025-01-13 03:00:00
ORD_10293,CUST_0470,195.69,2025-01-13 04:00:00
ORD_10294,CUST_0023,658.24,2025-01-13 05:00:00
ORD_10295,CUST_0238,626.35,2025-01-13 06:00:00
ORD_10296,CUST_0678,184.0,2025-01-13 07:00:00
ORD_10297,CUST_0327,311.51,2025-01-13 08:00:00
ORD_10298,CUST_0636,319.06,2025-01-13 09:00:00
ORD_10299,CUST_0741,734.1,2025-01-13 10:00:00
ORD_10300,CUST_0195,152.05,2025-01-13 11:00:00
ORD_10301,CUST_0174,603.39,2025-01-13 12:00:00
ORD_10302,CUST_0176,263.96,2025-01-13 13:00:00
ORD_10303,CUST_0826,553.54,2025-01-13 14:00:00
ORD_10304,CUST_ORPHAN_922,326.61,2025-01-13 15:00:00
ORD_10305,CUST_0358,442.2,2025-01-13 16:00:00
ORD_10306,CUST_0101,627.81,2025-01-13 17:00:00
ORD_10307,CUST_ORPHAN_473,607.04,2025-01-13 18:00:00
ORD_10308,CUST_0058,652.49,2025-01-13 19:00:00
ORD_10309,CUST_0458,63.52,2025-01-13 20:00:00
ORD_10310,CUST_ORPHAN_381,525.2,2025-01-13 21:00:00
ORD_10311,CUST_ORPHAN_657,122.19,2025-01-13 22:00:00
ORD_10312,CUST_0692,323.55,2025-01-13 23:00:00
ORD_10313,CUST_0041,420.47,2025-01-14 00:00:00
ORD_10314,CUST_0160,314.0,2025-01-14 01:00:00
ORD_10315,CUST_0306,399.32,2025-01-14 02:00:00
ORD_10316,CUST_0607,747.46,2025-01-14 03:00:00
ORD_10317,CUST_0674,118.71,2025-01-14 04:00:00
ORD_10318,CUST_ORPHAN_851,513.08,2025-01-14 05:00:00
ORD_10319,CUST_0670,309.08,2025-01-14 06:00:00
ORD_10320,CUST_0396,117.1,2025-01-14 07:00:00
ORD_10321,CUST_0368,135.88,2025-01-14 08:00:00
ORD_10322,CUST_ORPHAN_355,712.97,2025-01-14 09:00:00
ORD_10323,CUST_0016,662.11,2025-01-14 10:00:00
ORD_10324,CUST_0681,682.14,2025-01-14 11:00:00
ORD_10325,CUST_0316,743.82,2025-01-14 12:00:00
ORD_10326,CUST_0314,172.07,2025-01-14 13:00:00
ORD_10327,CUST_ORPHAN_617,279.47,2025-01-14 14:00:00
ORD_10328,CUST_0193,508.53,2025-01-14 15:00:00
ORD_10329,CUST_0560,373.18,2025-01-14 16:00:00
ORD_10330,CUST_0076,325.42,2025-01-14 17:00:00
ORD_10331,CUST_0141,281.2,2025-01-14 18:00:00
ORD_10332,CUST_0211,453.46,2025-01-14 19:00:00
ORD_10333,CUST_0291,440.18,2025-01-14 20:00:00
ORD_10334,CUST_0752,137.86,2025-01-14 21:00:00
ORD_10335,CUST_0297,364.37,2025-01-14 22:00:00
ORD_10336,CUST_0756,424.03,2025-01-14 23:00:00
ORD_10337,CUST_0341,436.31,2025-01-15 00:00:00
ORD_10338,CUST_0350,173.38,2025-01-15 01:00:00
ORD_10339,CUST_0725,561.86,2025-01-15 02:00:00
ORD_10340,CUST_0372,38.4,2025-01-15 03:00:00
ORD_10341,CUST_0539,279.03,2025-01-15 04:00:00
ORD_10342,CUST_0576,589.56,2025-01-15 05:00:00
ORD_10343,CUST_0255,431.64,2025-01-15 06:00:00
ORD_10344,CUST_0410,210.65,2025-01-15 07:00:00
ORD_10345,CUST_0517,527.32,2025-01-15 08:00:00
ORD_10346,CUST_0022,434.2,2025-01-15 09:00:00
ORD_10347,CUST_ORPHAN_914,601.26,2025-01-15 10:00:00
ORD_10348,CUST_0001,556.57,2025-01-15 11:00:00
ORD_10349,CUST_0795,465.38,2025-01-15 12:00:00
ORD_10350,CUST_0090,376.37,2025-01-15 13:00:00
ORD_10351,CUST_ORPHAN_109,117.22,2025-01-15 14:00:00
ORD_10352,CUST_0002,210.77,2025-01-15 15:00:00
ORD_10353,CUST_ORPHAN_897,325.94,2025-01-15 16:00:00
ORD_10354,CUST_ORPHAN_355,457.49,2025-01-15 17:00:00
ORD_10355,CUST_ORPHAN_709,395.01,2025-01-15 18:00:00
ORD_10356,CUST_0029,230.37,2025-01-15 19:00:00
ORD_10357,CUST_0685,24.72,2025-01-15 20:00:00
ORD_10358,CUST_ORPHAN_788,382.25,2025-01-15 21:00:00
ORD_10359,CUST_0122,228.51,2025-01-15 22:00:00
ORD_10360,CUST_0084,556.26,2025-01-15 23:00:00
ORD_10361,CUST_0448,37.48,2025-01-16 00:00:00
ORD_10362,CUST_0317,446.92,2025-01-16 01:00:00
ORD_10363,CUST_0043,707.28,2025-01-16 02:00:00
ORD_10364,CUST_0368,147.32,2025-01-16 03:00:00
ORD_10365,CUST_0217,364.3,2025-01-16 04:00:00
ORD_10366,CUST_0210,86.74,2025-01-16 05:00:00
ORD_10367,CUST_0565,476.75,2025-01-16 06:00:00
ORD_10368,CUST_0227,421.89,2025-01-16 07:00:00
ORD_10369,CUST_0805,317.38,2025-01-16 08:00:00
ORD_10370,CUST_0386,400.61,2025-01-16 09:00:00
ORD_10371,CUST_0501,674.5,2025-01-16 10:00:00
ORD_10372,CUST_0044,163.29,2025-01-16 11:00:00
ORD_10373,CUST_0062,36.47,2025-01-16 12:00:00
ORD_10374,CUST_0225,649.02,2025-01-16 13:00:00
ORD_10375,CUST_ORPHAN_549,441.3,2025-01-16 14:00:00
ORD_10376,CUST_0425,670.18,2025-01-16 15:00:00
ORD_10377,CUST_0607,455.77,2025-01-16 16:00:00
ORD_10378,CUST_0280,611.42,2025-01-16 17:00:00
ORD_10379,CUST_0136,333.66,2025-01-16 18:00:00
ORD_10380,CUST_0812,567.4,2025-01-16 19:00:00
ORD_10381,CUST_0235,686.52,2025-01-16 20:00:00
ORD_10382,CUST_0103,437.65,2025-01-16 21:00:00
ORD_10383,CUST_0816,151.97,2025-01-16 22:00:00
ORD_10384,CUST_0316,216.22,2025-01-16 23:00:00
ORD_10385,CUST_0352,165.01,2025-01-17 00:00:00
ORD_10386,CUST_0741,200.21,2025-01-17 01:00:00
ORD_10387,CUST_ORPHAN_953,243.68,2025-01-17 02:00:00
ORD_10388,CUST_0058,425.25,2025-01-17 03:00:00
ORD_10389,CUST_0697,449.23,2025-01-17 04:00:00
ORD_10390,CUST_0442,331.34,2025-01-17 05:00:00
ORD_10391,CUST_0613,469.26,2025-01-17 06:00:00
ORD_10392,CUST_0481,79.55,2025-01-17 07:00:00
ORD_10393,CUST_0465,84.09,2025-01-17 08:00:00
ORD_10394,CUST_0138,145.44,2025-01-17 09:00:00
ORD_10395,CUST_0419,398.2,2025-01-17 10:00:00
ORD_10396,CUST_0554,176.22,2025-01-17 11:00:00
ORD_10397,CUST_0437,226.8,2025-01-17 12:00:00
ORD_10398,CUST_0455,312.23,2025-01-17 13:00:00
ORD_10399,CUST_0272,612.66,2025-01-17 14:00:00
ORD_10400,CUST_0065,30.12,2025-01-17 15:00:00
ORD_10401,CUST_0587,494.05,2025-01-17 16:00:00
ORD_10402,CUST_0638,508.28,2025-01-17 17:00:00
ORD_10403,CUST_0077,603.02,2025-01-17 18:00:00
ORD_10404,CUST_0107,700.91,2025-01-17 19:00:00
ORD_10405,CUST_ORPHAN_953,34.7,2025-01-17 20:00:00
ORD_10406,CUST_0772,132.26,2025-01-17 21:00:00
ORD_10407,CUST_0790,666.91,2025-01-17 22:00:00
ORD_10408,CUST_0548,354.72,2025-01-17 23:00:00
ORD_10409,CUST_0530,432.15,2025-01-18 00:00:00
ORD_10410,CUST_0697,504.01,2025-01-18 01:00:00
ORD_10411,CUST_0036,515.72,2025-01-18 02:00:00
ORD_10412,CUST_0550,700.17,2025-01-18 03:00:00
ORD_10413,CUST_0122,747.77,2025-01-18 04:00:00
ORD_10414,CUST_0670,545.71,2025-01-18 05:00:00
ORD_10415,CUST_0422,229.67,2025-01-18 06:00:00
ORD_10416,CUST_ORPHAN_610,662.22,2025-01-18 07:00:00
ORD_10417,CUST_0649,55.93,2025-01-18 08:00:00
ORD_10418,CUST_0466,188.69,2025-01-18 09:00:00
ORD_10419,CUST_ORPHAN_245,675.09,2025-01-18 10:00:00
ORD_10420,CUST_ORPHAN_894,207.02,2025-01-18 11:00:00
ORD_10421,CUST_0787,181.08,2025-01-18 12:00:00
ORD_10422,CUST_0526,120.83,2025-01-18 13:00:00
ORD_10423,CUST_0585,647.15,2025-01-18 14:00:00
ORD_10424,CUST_ORPHAN_952,385.04,2025-01-18 15:00:00
ORD_10425,CUST_0165,512.67,2025-01-18 16:00:00
ORD_10426,CUST_ORPHAN_788,194.52,2025-01-18 17:00:00
ORD_10427,CUST_0839,573.37,2025-01-18 18:00:00
ORD_10428,CUST_0048,574.8,2025-01-18 19:00:00
ORD_10429,CUST_0526,248.2,2025-01-18 20:00:00
ORD_10430,CUST_0708,319.8,2025-01-18 21:00:00
ORD_10431,CUST_0486,173.07,2025-01-18 22:00:00
ORD_10432,CUST_0312,732.89,2025-01-18 23:00:00
ORD_10433,CUST_0095,491.29,2025-01-19 00:00:00
ORD_10434,CUST_0268,702.22,2025-01-19 01:00:00
ORD_10435,CUST_0464,241.47,2025-01-19 02:00:00
ORD_10436,CUST_0386,590.78,2025-01-19 03:00:00
ORD_10437,CUST_0624,579.08,2025-01-19 04:00:00
ORD_10438,CUST_0713,524.91,2025-01-19 05:00:00
