customer_id,revenue,quantity
CUST_000196,218.18,15
CUST_000197,61.32,24
CUST_000198,173.08,21
CUST_000199,157.31,33
CUST_000200,47.32,20
CUST_000201,212.25,44
CUST_000202,260.03,48
CUST_000203,438.36,6
CUST_000204,425.73,8
CUST_000205,37.42,31
CUST_000206,58.1,7
CUST_000207,248.4,36
CUST_000208,248.09,28
CUST_000209,248.4,37
CUST_000210,6993.47,34
CUST_000211,262.67,24
CUST_000212,462.0,36
CUST_000213,385.29,6
CUST_000214,284.69,24
CUST_000215,108.28,12
CUST_000216,317.02,49
CUST_000217,68.52,31
CUST_000218,117.12,30
CUST_000219,91.34,19
CUST_000220,161.08,22
CUST_000221,1502.16,29
CUST_000222,22.94,19
CUST_000223,294.79,22
CUST_000224,29.59,48
CUST_000225,92.58,11
CUST_000226,440.96,36
CUST_000227,158.27,19
CUST_000228,50.51,4
CUST_000229,72.58,15
CUST_000230,292.83,6
CUST_000231,71.5,21
CUST_000232,184.28,1
CUST_000233,155.33,4
CUST_000234,77.35,16
CUST_000235,1266.41,29
CUST_000236,279.76,26
CUST_000237,19.59,32
CUST_000238,178.83,20
CUST_000239,76.57,1
CUST_000240,348.08,17
CUST_000241,67.19,4
CUST_000242,132.33,36
CUST_000243,245.92,36
CUST_000244,352.75,20
CUST_000245,44.69,18
CUST_000246,106.22,39
CUST_000247,92.3,4
CUST_000248,77.22,13
CUST_000249,867.36,45
CUST_000250,222.51,26
CUST_000251,42.06,9
CUST_000252,371.62,21
CUST_000253,1239.12,16
CUST_000254,416.74,26
CUST_000255,32.48,38
CUST_000256,91.45,30
CUST_000257,526.85,26
CUST_000258,73.14,34
CUST_000259,231.32,20
CUST_000260,322.03,23
CUST_000261,58.74,41
CUST_000262,139.84,32
CUST_000263,5.81,30
CUST_000264,53.28,26
CUST_000265,115.29,43
CUST_000266,42.62,24
CUST_000267,759.31,44
CUST_000268,35.51,3
CUST_000269,95.58,24
CUST_000270,169.14,41
CUST_000271,627.2,31
CUST_000272,35.31,22
CUST_000273,474.93,22
CUST_000274,149.94,9
CUST_000275,55.62,23
CUST_000276,235.59,23
CUST_000277,181.1,20
CUST_000278,81.43,27
CUST_000279,159.14,27
CUST_000280,100.96,29
CUST_000281,166.25,4
CUST_000282,287.76,15
CUST_000283,724.89,7
CUST_000284,43.04,20
CUST_000285,1252.67,9
CUST_000286,21.07,48
CUST_000287,127.51,29
CUST_000288,267.29,11
CUST_000289,196.56,2
CUST_000290,79.62,24
CUST_000291,120.53,2
CUST_000292,90.65,41
CUST_000293,82.32,12
CUST_000294,347.1,22
CUST_000295,212.09,5
CUST_000296,74.22,16
CUST_000297,364.89,7
CUST_000298,201.8,43
CUST_000299,334.58,8
CUST_000300,278.56,20
CUST_000301,64.78,46
CUST_000302,84.76,27
CUST_000303,313.34,17
CUST_000304,273.25,18
CUST_000305,145.34,17
CUST_000306,166.89,12
CUST_000307,532.54,31
CUST_000308,82.14,48
CUST_000309,256.49,34
CUST_000310,121.24,47
CUST_000311,119.38,3
CUST_000312,445.31,6
CUST_000313,338.8,8
CUST_000314,334.79,43
CUST_000315,547.56,16
CUST_000316,151.56,16
CUST_000317,293.52,29
CUST_000318,108.82,20
CUST_000319,205.24,16
CUST_000320,130.3,10
CUST_000321,163.53,23
CUST_000322,269.12,33
CUST_000323,65.48,30
CUST_000324,1202.78,19
CUST_000325,54.27,9
CUST_000326,44.07,33
CUST_000327,472.53,25
CUST_000328,327.56,49
CUST_000329,277.03,4
CUST_000330,278.2,37
CUST_000331,146.61,40
CUST_000332,60.51,20
CUST_000333,160.1,39
CUST_000334,75.4,7
CUST_000335,393.52,39
CUST_000336,128.12,6
CUST_000337,65.01,43
CUST_000338,107.62,7
CUST_000339,224.29,6
CUST_000340,84.46,2
CUST_000341,65.22,11
CUST_000342,189.37,43
CUST_000343,189.61,24
CUST_000344,89.39,6
CUST_000345,92.66,46
CUST_000346,187.18,24
CUST_000347,34.88,2
CUST_000348,36.33,40
CUST_000349,72.35,15
CUST_000350,119.89,7
CUST_000351,202.53,26
CUST_000352,648.95,33
CUST_000353,349.9,34
CUST_000354,126.48,11
CUST_000355,145.62,23
CUST_000356,54.46,25
CUST_000357,145.69,12
CUST_000358,111.2,23
CUST_000359,204.94,33
CUST_000360,64.89,42
CUST_000361,249.47,21
CUST_000362,687.28,9
CUST_000363,133.12,41
CUST_000364,221.79,14
CUST_000365,295.94,27
CUST_000366,99.36,9
CUST_000367,185.69,44
CUST_000368,150.29,45
CUST_000369,163.64,27
CUST_000370,68.51,10
CUST_000371,152.1,47
CUST_000372,244.2,4
CUST_000373,633.43,39
CUST_000374,387.33,2
CUST_000375,1278.17,40
CUST_000376,68.9,24
CUST_000377,355.07,36
CUST_000378,178.28,46
CUST_000379,1325.84,10
CUST_000380,66.14,37
CUST_000381,64.09,22
CUST_000382,81.5,19
CUST_000383,17.75,5
CUST_000384,87.73,46
CUST_000385,69.47,29
CUST_000386,172.5,32
CUST_000387,208.88,42
CUST_000388,968.91,16
CUST_000389,383.92,3
CUST_000390,83.35,33
CUST_000391,60.44,40
CUST_000392,242.72,11
CUST_000393,39.64,40
CUST_000394,926.54,9
CUST_000395,482.72,28
CUST_000396,92.84,29
CUST_000397,26.76,29
CUST_000398,574.71,39
CUST_000399,132.35,41
CUST_000400,511.74,37
CUST_000401,30.13,36
CUST_000402,81.5,16
CUST_000403,149.19,37
CUST_000404,155.55,34
CUST_000405,94.63,37
CUST_000406,276.68,49
CUST_000407,51.03,49
CUST_000408,128.72,29
CUST_000409,167.38,23
CUST_000410,248.25,44
CUST_000411,302.36,42
CUST_000412,48.2,46
CUST_000413,32.0,45
CUST_000414,532.55,23
CUST_000415,206.92,42
CUST_000416,70.21,49
CUST_000417,700.05,36
CUST_000418,166.61,13
CUST_000419,482.65,15
CUST_000420,158.78,27
CUST_000421,1165.32,6
CUST_000422,858.63,1
CUST_000423,115.7,1
CUST_000424,392.12,3
CUST_000425,282.98,8
CUST_000426,583.26,43
CUST_000427,56.55,31
CUST_000428,294.73,43
CUST_000429,427.7,32
CUST_000430,25.57,46
CUST_000431,45.46,27
CUST_000432,19.31,16
CUST_000433,113.36,48
CUST_000434,304.16,16
CUST_000435,666.71,40
CUST_000436,159.83,33
CUST_000437,756.43,45
CUST_000438,37.33,16
CUST_000439,27.02,36
CUST_000440,140.39,7
CUST_000441,217.91,29
CUST_000442,143.64,40
CUST_000443,18.78,43
CUST_000444,135.76,28
CUST_000445,40.27,39
CUST_000446,289.94,16
CUST_000447,214.13,2
CUST_000448,57.98,29
CUST_000449,88.78,36
CUST_000450,51.46,5
CUST_000451,139.4,13
CUST_000452,385.73,6
CUST_000453,55.38,49
CUST_000454,245.68,8
CUST_000455,87.33,9
CUST_000456,67.16,17
CUST_000457,133.35,2
CUST_000458,52.71,35
CUST_000459,85.32,10
CUST_000460,44.8,34
CUST_000461,1058.62,4
CUST_000462,153.74,35
CUST_000463,73.72,49
CUST_000464,183.82,39
CUST_000465,132.64,24
CUST_000466,118.99,19
CUST_000467,274.28,7
CUST_000468,316.56,30
CUST_000469,87.31,23
CUST_000470,83.44,6
CUST_000471,112.72,5
CUST_000472,14.85,27
CUST_000473,32.62,22
CUST_000474,582.24,13
CUST_000475,768.91,11
CUST_000476,115.7,21
CUST_000477,264.16,32
CUST_000478,202.6,47
CUST_000479,3225.62,6
CUST_000480,454.67,12
CUST_000481,130.59,38
CUST_000482,57.08,7
CUST_000483,29.77,11
CUST_000484,181.9,28
CUST_000485,69.66,29
CUST_000486,35.79,40
CUST_000487,77.74,27
CUST_000488,50.32,32
CUST_000489,802.03,9
CUST_000490,358.4,40
CUST_000491,147.23,20
CUST_000492,651.93,23
CUST_000493,160.35,44
CUST_000494,62.72,37
CUST_000495,680.7,32
CUST_000496,254.4,2
CUST_000497,52.6,44
CUST_000498,122.69,9
CUST_000499,61.83,12
CUST_000500,37.23,34
CUST_000501,374.72,19
CUST_000502,1001.66,27
CUST_000503,36.65,3
CUST_000504,260.6,40
CUST_000505,77.43,38
CUST_000506,91.18,48
CUST_000507,82.07,19
CUST_000508,62.55,1
CUST_000509,155.79,31
CUST_000510,64.65,14
CUST_000511,194.5,33
CUST_000512,141.14,29
CUST_000513,116.87,11
CUST_000514,59.89,37
CUST_000515,83.37,46
CUST_000516,315.89,21
CUST_000517,244.92,6
CUST_000518,55.84,41
CUST_000519,163.91,19
CUST_000520,314.63,14
CUST_000521,27.95,49
CUST_000522,255.54,39
CUST_000523,76.51,18
CUST_000524,262.59,46
CUST_000525,69.18,2
CUST_000526,24.41,38
CUST_000527,29.15,20
CUST_000528,155.72,2
CUST_000529,192.43,3
CUST_000530,60.08,39
CUST_000531,281.07,18
CUST_000532,28.18,21
CUST_000533,138.92,30
CUST_000534,44.21,23
CUST_000535,77.34,9
CUST_000536,155.62,3
CUST_000537,62.78,26
CUST_000538,101.03,20
CUST_000539,405.98,44
CUST_000540,83.35,23
CUST_000541,342.3,49
CUST_000542,47.96,33
CUST_000543,252.09,37
CUST_000544,627.39,23
CUST_000545,12.53,38
CUST_000546,66.89,37
CUST_000547,264.3,5
CUST_000548,121.14,14
CUST_000549,215.11,38
CUST_000550,81.13,23
CUST_000551,161.84,39
CUST_000552,127.02,48
CUST_000553,477.13,46
CUST_000554,191.41,12
CUST_000555,208.01,17
CUST_000556,98.31,13
CUST_000557,91.14,16
CUST_000558,96.3,27
CUST_000559,220.18,24
CUST_000560,97.42,37
CUST_000561,198.3,9
CUST_000562,1182.52,17
CUST_000563,354.65,43
CUST_000564,107.12,23
CUST_000565,493.35,12
CUST_000566,98.68,4
CUST_000567,19.33,5
CUST_000568,54.16,31
CUST_000569,22.86,7
CUST_000570,104.43,11
CUST_000571,151.17,12
CUST_000572,793.49,38
CUST_000573,205.8,1
CUST_000574,119.21,8
CUST_000575,340.16,17
CUST_000576,16.26,21
CUST_000577,187.84,4
CUST_000578,320.82,49
CUST_000579,33.83,28
CUST_000580,465.8,37
CUST_000581,208.2,31
CUST_000582,97.97,22
CUST_000583,279.44,9
CUST_000584,1437.55,48
CUST_000585,178.01,26
CUST_000586,190.23,45
CUST_000587,93.75,33
CUST_000588,63.44,36
CUST_000589,340.47,37
CUST_000590,63.05,24
CUST_000591,159.42,4
CUST_000592,92.05,9
CUST_000593,239.6,15
CUST_000594,207.2,33
CUST_000595,418.86,5
CUST_000596,89.12,26
CUST_000597,113.31,3
CUST_000598,55.77,32
CUST_000599,95.17,42
CUST_000600,216.44,48
CUST_000601,316.39,21
CUST_000602,59.02,1
CUST_000603,354.11,26
CUST_000604,575.73,27
CUST_000605,224.4,36
CUST_000606,969.51,47
CUST_000607,68.46,33
CUST_000608,42.75,21
CUST_000609,25.06,30
CUST_000610,662.52,44
CUST_000611,285.54,21
CUST_000612,140.39,16
CUST_000613,196.36,37
CUST_000614,48.16,9
CUST_000615,1712.57,29
CUST_000616,168.89,20
CUST_000617,165.57,8
CUST_000618,306.67,14
CUST_000619,240.09,47
CUST_000620,185.65,38
CUST_000621,67.32,41
CUST_000622,237.81,42
CUST_000623,974.6,7
CUST_000624,569.88,41
CUST_000625,730.1,17
CUST_000626,89.01,10
CUST_000627,55.17,37
CUST_000628,130.87,25
CUST_000629,156.92,23
CUST_000630,443.28,44
CUST_000631,27.32,40
CUST_000632,685.09,46
CUST_000633,126.72,36
CUST_000634,96.85,41
CUST_000635,53.94,18
CUST_000636,28.36,42
CUST_000637,338.04,30
CUST_000638,159.7,39
CUST_000639,40.86,6
CUST_000640,40.65,15
CUST_000641,106.08,24
CUST_000642,787.62,29
CUST_000643,114.48,42
CUST_000644,33.01,45
CUST_000645,116.08,16
CUST_000646,112.99,9
CUST_000647,10.01,6
CUST_000648,140.57,14
CUST_000649,117.81,17
CUST_000650,297.74,11
CUST_000651,942.9,28
CUST_000652,457.86,7
CUST_000653,113.42,33
CUST_000654,49.08,29
CUST_000655,1945.67,29
CUST_000656,157.47,2
CUST_000657,150.49,30
CUST_000658,144.88,19
CUST_000659,180.93,44
CUST_000660,128.46,44
CUST_000661,83.62,49
CUST_000662,85.9,10
CUST_000663,143.63,1
CUST_000664,86.19,35
CUST_000665,72.76,17
CUST_000666,165.08,34
CUST_000667,115.01,34
CUST_000668,667.8,37
CUST_000669,10.48,16
CUST_000670,442.09,5
CUST_000671,515.99,13
CUST_000672,18.66,1
CUST_000673,105.35,16
CUST_000674,102.37,8
CUST_000675,36.32,6
CUST_000676,68.18,43
CUST_000677,48.88,44
CUST_000678,856.0,13
CUST_000679,378.3,9
CUST_000680,529.3,39
CUST_000681,305.42,34
CUST_000682,47.99,9
CUST_000683,87.84,2
CUST_000684,242.11,12
CUST_000685,43.72,46
CUST_000686,302.78,5
CUST_000687,116.71,23
CUST_000688,102.02,8
CUST_000689,302.16,30
CUST_000690,231.43,12
CUST_000691,103.44,3
CUST_000692,473.11,30
CUST_000693,50.35,20
CUST_000694,274.77,39
CUST_000695,268.57,32
CUST_000696,108.9,47
CUST_000697,205.64,49
CUST_000698,42.47,39
CUST_000699,373.91,25
CUST_000700,123.36,34
CUST_000701,87.99,14
CUST_000702,423.69,36
CUST_000703,73.38,43
CUST_000704,36.29,32
CUST_000705,31.29,38
CUST_000706,272.06,13
CUST_000707,41.25,43
CUST_000708,858.16,12
CUST_000709,18.51,33
CUST_000710,809.53,33
CUST_000711,183.28,41
CUST_000712,134.73,41
CUST_000713,86.06,42
CUST_000714,221.22,37
CUST_000715,142.93,4
CUST_000716,447.33,45
CUST_000717,166.37,16
CUST_000718,172.48,47
CUST_000719,103.17,46
CUST_000720,140.2,18
CUST_000721,201.91,28
CUST_000722,26.84,5
CUST_000723,38.54,8
CUST_000724,312.08,38
CUST_000725,176.07,43
CUST_000726,123.47,43
CUST_000727,151.17,17
CUST_000728,210.1,19
CUST_000729,86.51,41
CUST_000730,68.15,41
CUST_000731,180.52,33
CUST_000732,55.79,22
CUST_000733,223.24,26
CUST_000734,27.04,15
CUST_000735,415.36,33
CUST_000736,238.08,10
CUST_000737,191.72,5
CUST_000738,396.51,16
CUST_000739,784.84,41
CUST_000740,409.27,49
CUST_000741,23.55,9
CUST_000742,41.28,30
CUST_000743,79.45,15
CUST_000744,152.34,38
CUST_000745,249.05,22
CUST_000746,71.83,3
CUST_000747,178.89,18
CUST_000748,69.73,22
CUST_000749,80.52,47
CUST_000750,36.36,32
CUST_000751,58.95,36
CUST_000752,38.41,5
CUST_000753,55.93,48
CUST_000754,425.66,1
CUST_000755,57.43,48
CUST_000756,2063.96,28
CUST_000757,243.06,6
CUST_000758,178.54,23
CUST_000759,62.91,23
CUST_000760,298.96,47
CUST_000761,83.46,1
CUST_000762,167.67,15
CUST_000763,1920.01,49
CUST_000764,134.82,9
CUST_000765,468.38,14
CUST_000766,73.47,48
CUST_000767,143.31,45
CUST_000768,872.01,26
CUST_000769,79.28,17
CUST_000770,909.09,20
CUST_000771,301.19,38
CUST_000772,84.57,37
CUST_000773,279.33,42
CUST_000774,392.51,7
CUST_000775,276.39,28
CUST_000776,30.87,31
CUST_000777,71.73,36
CUST_000778,115.87,3
CUST_000779,137.77,34
CUST_000780,276.07,5
CUST_000781,177.27,30
CUST_000782,39.04,8
CUST_000783,217.07,7
CUST_000784,273.3,14
CUST_000785,259.77,17
CUST_000786,437.37,15
CUST_000787,341.7,7
CUST_000788,234.9,9
CUST_000789,138.36,5
CUST_000790,28.19,34
CUST_000791,228.06,31
CUST_000792,182.67,48
CUST_000793,194.72,37
CUST_000794,41.4,23
CUST_000795,50.35,36
CUST_000796,425.45,31
CUST_000797,142.66,20
CUST_000798,293.39,20
CUST_000799,152.68,46
CUST_000800,152.9,7
CUST_000801,379.28,30
CUST_000802,88.58,11
CUST_000803,163.39,34
CUST_000804,93.48,37
CUST_000805,96.11,48
CUST_000806,108.94,1
CUST_000807,185.33,38
CUST_000808,91.95,43
CUST_000809,521.0,42
CUST_000810,60.67,48
CUST_000811,123.12,33
CUST_000812,95.61,48
CUST_000813,630.79,20
CUST_000814,180.65,40
CUST_000815,416.48,11
CUST_000816,33.6,2
CUST_000817,193.84,4
CUST_000818,361.27,34
CUST_000819,161.14,38
CUST_000820,430.73,22
CUST_000821,88.47,44
CUST_000822,607.5,32
CUST_000823,1478.67,32
CUST_000824,103.25,22
CUST_000825,95.06,5
CUST_000826,634.85,5
CUST_000827,720.23,28
CUST_000828,87.98,14
CUST_000829,97.5,47
CUST_000830,111.97,5
CUST_000831,38.69,21
CUST_000832,59.23,47
CUST_000833,54.37,3
CUST_000834,68.87,12
CUST_000835,143.35,33
CUST_000836,187.58,19
CUST_000837,699.59,40
CUST_000838,54.69,7
CUST_000839,397.15,12
CUST_000840,119.82,46
CUST_000841,141.25,11
CUST_000842,291.44,15
CUST_000843,48.29,37
CUST_000844,217.55,22
CUST_000845,175.29,31
CUST_000846,242.85,3
CUST_000847,198.18,5
CUST_000848,1729.0,33
CUST_000849,78.43,14
CUST_000850,87.27,11
CUST_000851,79.59,20
CUST_000852,85.16,43
CUST_000853,78.46,31
CUST_000854,487.37,16
CUST_000855,614.31,9
CUST_000856,83.87,5
CUST_000857,64.56,18
CUST_000858,237.8,20
CUST_000859,85.44,28
CUST_000860,279.48,19
CUST_000861,181.8,13
CUST_000862,32.6,18
CUST_000863,697.5,18
CUST_000864,894.15,13
CUST_000865,80.42,11
CUST_000866,100.72,5
CUST_000867,197.53,36
CUST_000868,207.36,12
CUST_000869,286.73,19
CUST_000870,1107.88,21
CUST_000871,124.34,5
CUST_000872,66.8,33
CUST_000873,37.36,42
CUST_000874,71.46,1
CUST_000875,143.58,11
CUST_000876,892.97,42
CUST_000877,88.45,35
CUST_000878,185.64,5
CUST_000879,146.0,25
CUST_000880,487.06,11
CUST_000881,1857.4,22
CUST_000882,87.28,6
CUST_000883,90.97,40
CUST_000884,421.64,1
CUST_000885,293.5,46
CUST_000886,940.78,13
CUST_000887,266.11,19
CUST_000888,103.62,22
CUST_000889,267.91,29
CUST_000890,449.76,30
CUST_000891,337.13,3
CUST_000892,246.48,7
CUST_000893,431.24,29
CUST_000894,477.85,6
CUST_000895,591.2,42
CUST_000896,283.92,10
CUST_000897,125.57,31
CUST_000898,171.87,8
CUST_000899,495.97,6
CUST_000900,65.57,7
CUST_000901,214.58,6
CUST_000902,100.15,19
CUST_000903,152.74,27
CUST_000904,532.96,2
CUST_000905,179.67,49
CUST_000906,155.47,46
CUST_000907,38.1,22
CUST_000908,313.02,39
CUST_000909,283.01,36
CUST_000910,1291.11,33
CUST_000911,109.1,12
CUST_000912,184.78,29
CUST_000913,190.45,9
CUST_000914,718.71,41
CUST_000915,134.92,23
CUST_000916,196.18,26
CUST_000917,272.57,28
CUST_000918,178.86,8
CUST_000919,94.97,11
CUST_000920,180.2,11
CUST_000921,434.25,31
CUST_000922,53.17,13
CUST_000923,169.52,43
CUST_000924,73.69,16
CUST_000925,490.31,11
CUST_000926,32.36,42
CUST_000927,84.87,38
CUST_000928,216.42,48
CUST_000929,710.18,33
CUST_000930,138.97,35
CUST_000931,85.18,18
CUST_000932,973.75,31
CUST_000933,34.88,31
CUST_000934,16.46,48
CUST_000935,230.45,11
CUST_000936,89.83,38
CUST_000937,53.45,7
CUST_000938,301.38,30
CUST_000939,189.39,18
CUST_000940,84.43,38
CUST_000941,41.25,19
CUST_000942,355.12,17
CUST_000943,284.35,26
CUST_000944,134.4,20
CUST_000945,940.71,3
CUST_000946,50.9,43
CUST_000947,32.28,9
CUST_000948,74.3,22
CUST_000949,141.8,34
CUST_000950,189.3,34
CUST_000951,116.6,19
CUST_000952,211.04,38
CUST_000953,42.46,4
CUST_000954,628.77,3
CUST_000955,136.71,26
CUST_000956,453.64,2
CUST_000957,209.08,48
CUST_000958,234.34,19
CUST_000959,262.37,22
CUST_000960,232.23,6
CUST_000961,282.23,41
CUST_000962,560.68,32
CUST_000963,180.64,38
CUST_000964,301.57,5
CUST_000965,135.68,18
CUST_000966,626.48,38
CUST_000967,75.46,35
CUST_000968,898.69,39
CUST_000969,142.57,44
CUST_000970,35.49,39
CUST_000971,168.7,20
CUST_000972,75.11,16
CUST_000973,344.0,14
CUST_000974,77.28,39
CUST_000975,94.99,39
CUST_000976,22.43,24
CUST_000977,94.41,8
CUST_000978,13.15,43
CUST_000979,30.45,42
CUST_000980,317.48,22
CUST_000981,325.64,35
CUST_000982,227.12,6
CUST_000983,56.43,2
CUST_000984,141.5,1
CUST_000985,147.88,15
CUST_000986,46.6,29
CUST_000987,667.41,8
CUST_000988,356.87,44
CUST_000989,118.99,34
CUST_000990,152.46,12
CUST_000991,182.8,26
CUST_000992,19.26,48
CUST_000993,115.91,18
CUST_000994,75.04,8
CUST_000995,54.51,39
CUST_000996,112.04,43
CUST_000997,895.77,38
CUST_000998,281.7,40
CUST_000999,83.83,9
CUST_001000,263.11,39
CUST_001001,601.46,42
CUST_001002,374.14,32
CUST_001003,157.53,10
CUST_001004,77.72,36
CUST_001005,298.34,24
CUST_001006,219.97,46
CUST_001007,363.29,8
CUST_001008,280.11,25
CUST_001009,423.92,26
CUST_001010,86.9,12
CUST_001011,554.13,26
CUST_001012,180.84,35
CUST_001013,1182.35,46
CUST_001014,74.5,44
CUST_001015,842.15,49
CUST_001016,180.89,24
CUST_001017,77.37,16
CUST_001018,91.48,41
CUST_001019,107.73,44
CUST_001020,226.82,38
CUST_001021,250.34,6
CUST_001022,83.62,40
CUST_001023,144.84,39
CUST_001024,1264.3,18
CUST_001025,835.09,36
CUST_001026,229.6,13
CUST_001027,154.16,34
CUST_001028,167.34,39
CUST_001029,274.11,22
CUST_001030,53.37,7
CUST_001031,114.73,46
CUST_001032,27.98,18
CUST_001033,221.23,21
CUST_001034,283.5,27
CUST_001035,91.54,8
CUST_001036,716.22,32
CUST_001037,43.56,5
CUST_001038,34.32,14
CUST_001039,185.76,49
CUST_001040,422.88,2
CUST_001041,799.45,39
CUST_001042,93.8,24
CUST_001043,436.45,13
CUST_001044,142.81,22
CUST_001045,124.88,11
CUST_001046,359.12,41
CUST_001047,284.95,19
CUST_001048,30.68,44
CUST_001049,649.72,30
CUST_001050,589.98,4
CUST_001051,79.4,28
CUST_001052,220.48,11
CUST_001053,243.24,42
CUST_001054,192.61,49
CUST_001055,85.6,4
CUST_001056,75.82,16
CUST_001057,144.67,26
CUST_001058,479.49,28
CUST_001059,255.6,31
CUST_001060,102.45,7
CUST_001061,321.08,16
CUST_001062,8.6,46
CUST_001063,468.14,48
CUST_001064,26.06,49
CUST_001065,103.29,27
CUST_001066,48.44,38
CUST_001067,40.66,48
CUST_001068,473.82,13
CUST_001069,92.97,22
CUST_001070,209.87,37
CUST_001071,141.61,23
CUST_001072,239.14,19
