customer_id,customer_name,region,signup_date,order_id,order_amount,order_date
CUST_0011,Customer_11,East,2024-01-06,ORD_11842,506.14,2025-03-18 17:00:00
CUST_0011,Customer_11,East,2024-01-06,ORD_12482,425.79,2025-04-14 09:00:00
CUST_0011,Customer_11,East,2024-01-06,ORD_13259,178.27,2025-05-16 18:00:00
CUST_0011,Customer_11,East,2024-01-06,ORD_14357,729.73,2025-07-01 12:00:00
CUST_0011,Customer_11,East,2024-01-06,ORD_14765,587.17,2025-07-18 12:00:00
CUST_0012,Customer_12,East,2024-01-06,ORD_11818,373.23,2025-03-17 17:00:00
CUST_0012,Customer_12,East,2024-01-06,ORD_12612,749.42,2025-04-19 19:00:00
CUST_0012,Customer_12,East,2024-01-06,ORD_13753,666.0,2025-06-06 08:00:00
CUST_0012,Customer_12,East,2024-01-06,ORD_13955,741.43,2025-06-14 18:00:00
CUST_0012,Customer_12,East,2024-01-06,ORD_14304,511.67,2025-06-29 07:00:00
CUST_0013,Customer_13,East,2024-01-07,ORD_10937,195.07,2025-02-09 00:00:00
CUST_0013,Customer_13,East,2024-01-07,ORD_11091,502.78,2025-02-15 10:00:00
CUST_0013,Customer_13,East,2024-01-07,ORD_12027,630.6,2025-03-26 10:00:00
CUST_0013,Customer_13,East,2024-01-07,ORD_13523,269.9,2025-05-27 18:00:00
CUST_0013,Customer_13,East,2024-01-07,ORD_14043,286.32,2025-06-18 10:00:00
CUST_0014,Customer_14,East,2024-01-07,ORD_11723,449.55,2025-03-13 18:00:00
CUST_0014,Customer_14,East,2024-01-07,ORD_12301,373.48,2025-04-06 20:00:00
CUST_0014,Customer_14,East,2024-01-07,ORD_13991,723.59,2025-06-16 06:00:00
CUST_0014,Customer_14,East,2024-01-07,ORD_14117,36.05,2025-06-21 12:00:00
CUST_0014,Customer_14,East,2024-01-07,ORD_14836,485.34,2025-07-21 11:00:00
CUST_0015,Customer_15,West,2024-01-08,ORD_11327,532.14,2025-02-25 06:00:00
CUST_0015,Customer_15,West,2024-01-08,ORD_11377,354.61,2025-02-27 08:00:00
CUST_0015,Customer_15,West,2024-01-08,ORD_11994,360.45,2025-03-25 01:00:00
CUST_0015,Customer_15,West,2024-01-08,ORD_12291,103.76,2025-04-06 10:00:00
CUST_0015,Customer_15,West,2024-01-08,ORD_13568,72.83,2025-05-29 15:00:00
CUST_0016,Customer_16,North,2024-01-08,ORD_10215,461.18,2025-01-09 22:00:00
CUST_0016,Customer_16,North,2024-01-08,ORD_10323,662.11,2025-01-14 10:00:00
CUST_0016,Customer_16,North,2024-01-08,ORD_11797,661.96,2025-03-16 20:00:00
CUST_0016,Customer_16,North,2024-01-08,ORD_12721,151.15,2025-04-24 08:00:00
CUST_0016,Customer_16,North,2024-01-08,ORD_14358,131.96,2025-07-01 13:00:00
CUST_0017,Customer_17,West,2024-01-09,ORD_12539,31.77,2025-04-16 18:00:00
CUST_0017,Customer_17,West,2024-01-09,ORD_13282,504.53,2025-05-17 17:00:00
CUST_0017,Customer_17,West,2024-01-09,ORD_13343,609.46,2025-05-20 06:00:00
CUST_0017,Customer_17,West,2024-01-09,ORD_13695,340.84,2025-06-03 22:00:00
CUST_0017,Customer_17,West,2024-01-09,ORD_14282,245.3,2025-06-28 09:00:00
CUST_0018,Customer_18,West,2024-01-09,ORD_10772,574.67,2025-02-02 03:00:00
CUST_0018,Customer_18,West,2024-01-09,ORD_11318,214.76,2025-02-24 21:00:00
CUST_0018,Customer_18,West,2024-01-09,ORD_13024,372.6,2025-05-06 23:00:00
CUST_0018,Customer_18,West,2024-01-09,ORD_13225,482.29,2025-05-15 08:00:00
CUST_0018,Customer_18,West,2024-01-09,ORD_14659,634.19,2025-07-14 02:00:00
CUST_0019,Customer_19,West,2024-01-10,ORD_10922,691.99,2025-02-08 09:00:00
CUST_0019,Customer_19,West,2024-01-10,ORD_11357,379.16,2025-02-26 12:00:00
CUST_0019,Customer_19,West,2024-01-10,ORD_11708,316.94,2025-03-13 03:00:00
CUST_0019,Customer_19,West,2024-01-10,ORD_11724,173.86,2025-03-13 19:00:00
CUST_0019,Customer_19,West,2024-01-10,ORD_13805,66.18,2025-06-08 12:00:00
CUST_0020,Customer_20,East,2024-01-10,ORD_11401,56.0,2025-02-28 08:00:00
CUST_0020,Customer_20,East,2024-01-10,ORD_11504,561.43,2025-03-04 15:00:00
CUST_0020,Customer_20,East,2024-01-10,ORD_11936,295.46,2025-03-22 15:00:00
CUST_0020,Customer_20,East,2024-01-10,ORD_14922,42.26,2025-07-25 01:00:00
CUST_0020,Customer_20,East,2024-01-10,ORD_14982,538.16,2025-07-27 13:00:00
CUST_0021,Customer_21,South,2024-01-11,ORD_10219,506.56,2025-01-10 02:00:00
CUST_0021,Customer_21,South,2024-01-11,ORD_11843,620.54,2025-03-18 18:00:00
CUST_0021,Customer_21,South,2024-01-11,ORD_12039,605.97,2025-03-26 22:00:00
CUST_0021,Customer_21,South,2024-01-11,ORD_13061,316.84,2025-05-08 12:00:00
CUST_0021,Customer_21,South,2024-01-11,ORD_13736,421.22,2025-06-05 15:00:00
CUST_0022,Customer_22,North,2024-01-11,ORD_10346,434.2,2025-01-15 09:00:00
CUST_0022,Customer_22,North,2024-01-11,ORD_10965,651.5,2025-02-10 04:00:00
CUST_0022,Customer_22,North,2024-01-11,ORD_11885,279.93,2025-03-20 12:00:00
CUST_0022,Customer_22,North,2024-01-11,ORD_14242,454.38,2025-06-26 17:00:00
CUST_0022,Customer_22,North,2024-01-11,ORD_14835,493.55,2025-07-21 10:00:00
CUST_0023,Customer_23,South,2024-01-12,ORD_10294,658.24,2025-01-13 05:00:00
CUST_0023,Customer_23,South,2024-01-12,ORD_12083,304.87,2025-03-28 18:00:00
CUST_0023,Customer_23,South,2024-01-12,ORD_13121,301.95,2025-05-11 00:00:00
CUST_0023,Customer_23,South,2024-01-12,ORD_13691,525.06,2025-06-03 18:00:00
CUST_0023,Customer_23,South,2024-01-12,ORD_14760,485.74,2025-07-18 07:00:00
CUST_0024,Customer_24,West,2024-01-12,ORD_10130,313.07,2025-01-06 09:00:00
CUST_0024,Customer_24,West,2024-01-12,ORD_12016,201.75,2025-03-25 23:00:00
CUST_0024,Customer_24,West,2024-01-12,ORD_13103,613.06,2025-05-10 06:00:00
CUST_0024,Customer_24,West,2024-01-12,ORD_14077,675.39,2025-06-19 20:00:00
CUST_0024,Customer_24,West,2024-01-12,ORD_14535,609.95,2025-07-08 22:00:00
CUST_0025,Customer_25,West,2024-01-13,ORD_11604,197.84,2025-03-08 19:00:00
CUST_0025,Customer_25,West,2024-01-13,ORD_12005,414.36,2025-03-25 12:00:00
CUST_0025,Customer_25,West,2024-01-13,ORD_12254,519.47,2025-04-04 21:00:00
CUST_0025,Customer_25,West,2024-01-13,ORD_12918,115.64,2025-05-02 13:00:00
CUST_0025,Customer_25,West,2024-01-13,ORD_14620,598.13,2025-07-12 11:00:00
CUST_0026,Customer_26,South,2024-01-13,ORD_10828,204.09,2025-02-04 11:00:00
CUST_0026,Customer_26,South,2024-01-13,ORD_11304,231.5,2025-02-24 07:00:00
CUST_0026,Customer_26,South,2024-01-13,ORD_12040,595.27,2025-03-26 23:00:00
CUST_0026,Customer_26,South,2024-01-13,ORD_12941,471.57,2025-05-03 12:00:00
CUST_0026,Customer_26,South,2024-01-13,ORD_13480,669.47,2025-05-25 23:00:00
CUST_0027,Customer_27,South,2024-01-14,ORD_10082,360.31,2025-01-04 09:00:00
CUST_0027,Customer_27,South,2024-01-14,ORD_10166,110.77,2025-01-07 21:00:00
CUST_0027,Customer_27,South,2024-01-14,ORD_10817,566.48,2025-02-04 00:00:00
CUST_0027,Customer_27,South,2024-01-14,ORD_11063,151.88,2025-02-14 06:00:00
CUST_0027,Customer_27,South,2024-01-14,ORD_14845,168.71,2025-07-21 20:00:00
CUST_0028,Customer_28,South,2024-01-14,ORD_10602,306.02,2025-01-26 01:00:00
CUST_0028,Customer_28,South,2024-01-14,ORD_12128,451.33,2025-03-30 15:00:00
CUST_0028,Customer_28,South,2024-01-14,ORD_12851,685.45,2025-04-29 18:00:00
CUST_0028,Customer_28,South,2024-01-14,ORD_13979,20.18,2025-06-15 18:00:00
CUST_0028,Customer_28,South,2024-01-14,ORD_14093,131.44,2025-06-20 12:00:00
CUST_0029,Customer_29,West,2024-01-15,ORD_10356,230.37,2025-01-15 19:00:00
CUST_0029,Customer_29,West,2024-01-15,ORD_10648,237.59,2025-01-27 23:00:00
CUST_0029,Customer_29,West,2024-01-15,ORD_11369,586.39,2025-02-27 00:00:00
CUST_0029,Customer_29,West,2024-01-15,ORD_13641,694.68,2025-06-01 16:00:00
CUST_0029,Customer_29,West,2024-01-15,ORD_14233,329.11,2025-06-26 08:00:00
CUST_0030,Customer_30,West,2024-01-15,ORD_10515,461.15,2025-01-22 10:00:00
CUST_0030,Customer_30,West,2024-01-15,ORD_10736,604.69,2025-01-31 15:00:00
CUST_0030,Customer_30,West,2024-01-15,ORD_10787,344.74,2025-02-02 18:00:00
CUST_0030,Customer_30,West,2024-01-15,ORD_11181,132.8,2025-02-19 04:00:00
CUST_0030,Customer_30,West,2024-01-15,ORD_14047,171.32,2025-06-18 14:00:00
CUST_0031,Customer_31,North,2024-01-16,ORD_10829,346.11,2025-02-04 12:00:00
CUST_0031,Customer_31,North,2024-01-16,ORD_11364,117.3,2025-02-26 19:00:00
CUST_0031,Customer_31,North,2024-01-16,ORD_12538,526.72,2025-04-16 17:00:00
CUST_0031,Customer_31,North,2024-01-16,ORD_12825,459.23,2025-04-28 16:00:00
CUST_0031,Customer_31,North,2024-01-16,ORD_14530,124.89,2025-07-08 17:00:00
CUST_0032,Customer_32,North,2024-01-16,ORD_10456,683.75,2025-01-19 23:00:00
CUST_0032,Customer_32,North,2024-01-16,ORD_11702,253.61,2025-03-12 21:00:00
CUST_0032,Customer_32,North,2024-01-16,ORD_11749,199.45,2025-03-14 20:00:00
CUST_0032,Customer_32,North,2024-01-16,ORD_13143,635.0,2025-05-11 22:00:00
CUST_0032,Customer_32,North,2024-01-16,ORD_13298,267.95,2025-05-18 09:00:00
CUST_0033,Customer_33,West,2024-01-17,ORD_10229,372.8,2025-01-10 12:00:00
CUST_0033,Customer_33,West,2024-01-17,ORD_11340,184.37,2025-02-25 19:00:00
CUST_0033,Customer_33,West,2024-01-17,ORD_12077,287.71,2025-03-28 12:00:00
CUST_0033,Customer_33,West,2024-01-17,ORD_13370,228.23,2025-05-21 09:00:00
CUST_0033,Customer_33,West,2024-01-17,ORD_14625,212.17,2025-07-12 16:00:00
CUST_0034,Customer_34,South,2024-01-17,ORD_10207,719.3,2025-01-09 14:00:00
CUST_0034,Customer_34,South,2024-01-17,ORD_12838,635.05,2025-04-29 05:00:00
CUST_0034,Customer_34,South,2024-01-17,ORD_13068,127.64,2025-05-08 19:00:00
CUST_0034,Customer_34,South,2024-01-17,ORD_13311,315.44,2025-05-18 22:00:00
CUST_0034,Customer_34,South,2024-01-17,ORD_14838,28.31,2025-07-21 13:00:00
CUST_0035,Customer_35,South,2024-01-18,ORD_10638,324.7,2025-01-27 13:00:00
CUST_0035,Customer_35,South,2024-01-18,ORD_11016,258.1,2025-02-12 07:00:00
CUST_0035,Customer_35,South,2024-01-18,ORD_11621,69.12,2025-03-09 12:00:00
CUST_0035,Customer_35,South,2024-01-18,ORD_14069,389.78,2025-06-19 12:00:00
CUST_0035,Customer_35,South,2024-01-18,ORD_14355,245.81,2025-07-01 10:00:00
CUST_0036,Customer_36,North,2024-01-18,ORD_10213,154.93,2025-01-09 20:00:00
CUST_0036,Customer_36,North,2024-01-18,ORD_10411,515.72,2025-01-18 02:00:00
CUST_0036,Customer_36,North,2024-01-18,ORD_13562,412.29,2025-05-29 09:00:00
CUST_0036,Customer_36,North,2024-01-18,ORD_13678,349.7,2025-06-03 05:00:00
CUST_0036,Customer_36,North,2024-01-18,ORD_14244,462.39,2025-06-26 19:00:00
CUST_0037,Customer_37,West,2024-01-19,ORD_11635,315.79,2025-03-10 02:00:00
CUST_0037,Customer_37,West,2024-01-19,ORD_12148,653.71,2025-03-31 11:00:00
CUST_0037,Customer_37,West,2024-01-19,ORD_12312,49.99,2025-04-07 07:00:00
CUST_0037,Customer_37,West,2024-01-19,ORD_14220,346.55,2025-06-25 19:00:00
CUST_0037,Customer_37,West,2024-01-19,ORD_14306,527.22,2025-06-29 09:00:00
CUST_0038,Customer_38,North,2024-01-19,ORD_10779,207.66,2025-02-02 10:00:00
CUST_0038,Customer_38,North,2024-01-19,ORD_11563,682.1,2025-03-07 02:00:00
CUST_0038,Customer_38,North,2024-01-19,ORD_12150,275.64,2025-03-31 13:00:00
CUST_0038,Customer_38,North,2024-01-19,ORD_13232,449.83,2025-05-15 15:00:00
CUST_0038,Customer_38,North,2024-01-19,ORD_14071,248.76,2025-06-19 14:00:00
CUST_0039,Customer_39,North,2024-01-20,ORD_11097,684.25,2025-02-15 16:00:00
CUST_0039,Customer_39,North,2024-01-20,ORD_11828,231.08,2025-03-18 03:00:00
CUST_0039,Customer_39,North,2024-01-20,ORD_12177,282.38,2025-04-01 16:00:00
CUST_0039,Customer_39,North,2024-01-20,ORD_13140,417.76,2025-05-11 19:00:00
CUST_0039,Customer_39,North,2024-01-20,ORD_14408,316.1,2025-07-03 15:00:00
CUST_0040,Customer_40,East,2024-01-20,ORD_10631,244.71,2025-01-27 06:00:00
CUST_0040,Customer_40,East,2024-01-20,ORD_10747,195.79,2025-02-01 02:00:00
CUST_0040,Customer_40,East,2024-01-20,ORD_12187,391.36,2025-04-02 02:00:00
CUST_0040,Customer_40,East,2024-01-20,ORD_12752,253.64,2025-04-25 15:00:00
CUST_0040,Customer_40,East,2024-01-20,ORD_12781,493.88,2025-04-26 20:00:00
CUST_0041,Customer_41,East,2024-01-21,ORD_10313,420.47,2025-01-14 00:00:00
CUST_0041,Customer_41,East,2024-01-21,ORD_11474,94.37,2025-03-03 09:00:00
CUST_0041,Customer_41,East,2024-01-21,ORD_13739,620.53,2025-06-05 18:00:00
CUST_0041,Customer_41,East,2024-01-21,ORD_14516,46.0,2025-07-08 03:00:00
CUST_0041,Customer_41,East,2024-01-21,ORD_14828,333.61,2025-07-21 03:00:00
CUST_0042,Customer_42,East,2024-01-21,ORD_11404,209.84,2025-02-28 11:00:00
CUST_0042,Customer_42,East,2024-01-21,ORD_12769,146.11,2025-04-26 08:00:00
CUST_0042,Customer_42,East,2024-01-21,ORD_12911,200.28,2025-05-02 06:00:00
CUST_0042,Customer_42,East,2024-01-21,ORD_13463,174.18,2025-05-25 06:00:00
CUST_0042,Customer_42,East,2024-01-21,ORD_13872,353.12,2025-06-11 07:00:00
CUST_0043,Customer_43,South,2024-01-22,ORD_10363,707.28,2025-01-16 02:00:00
CUST_0043,Customer_43,South,2024-01-22,ORD_12569,323.03,2025-04-18 00:00:00
CUST_0043,Customer_43,South,2024-01-22,ORD_13745,387.61,2025-06-06 00:00:00
CUST_0043,Customer_43,South,2024-01-22,ORD_13927,520.69,2025-06-13 14:00:00
CUST_0043,Customer_43,South,2024-01-22,ORD_14329,534.59,2025-06-30 08:00:00
CUST_0044,Customer_44,West,2024-01-22,ORD_10372,163.29,2025-01-16 11:00:00
CUST_0044,Customer_44,West,2024-01-22,ORD_11140,738.11,2025-02-17 11:00:00
CUST_0044,Customer_44,West,2024-01-22,ORD_11365,697.25,2025-02-26 20:00:00
CUST_0044,Customer_44,West,2024-01-22,ORD_13112,545.87,2025-05-10 15:00:00
CUST_0044,Customer_44,West,2024-01-22,ORD_14934,266.72,2025-07-25 13:00:00
CUST_0045,Customer_45,West,2024-01-23,ORD_10912,427.46,2025-02-07 23:00:00
CUST_0045,Customer_45,West,2024-01-23,ORD_11528,719.32,2025-03-05 15:00:00
CUST_0045,Customer_45,West,2024-01-23,ORD_11965,294.67,2025-03-23 20:00:00
CUST_0045,Customer_45,West,2024-01-23,ORD_12921,383.22,2025-05-02 16:00:00
CUST_0045,Customer_45,West,2024-01-23,ORD_14104,692.66,2025-06-20 23:00:00
CUST_0046,Customer_46,West,2024-01-23,ORD_10048,472.0,2025-01-02 23:00:00
CUST_0046,Customer_46,West,2024-01-23,ORD_11448,282.84,2025-03-02 07:00:00
CUST_0046,Customer_46,West,2024-01-23,ORD_12903,375.57,2025-05-01 22:00:00
CUST_0046,Customer_46,West,2024-01-23,ORD_14825,455.43,2025-07-21 00:00:00
CUST_0046,Customer_46,West,2024-01-23,ORD_14926,328.69,2025-07-25 05:00:00
CUST_0047,Customer_47,West,2024-01-24,ORD_10837,632.54,2025-02-04 20:00:00
CUST_0047,Customer_47,West,2024-01-24,ORD_11759,474.76,2025-03-15 06:00:00
CUST_0047,Customer_47,West,2024-01-24,ORD_11881,114.1,2025-03-20 08:00:00
CUST_0047,Customer_47,West,2024-01-24,ORD_12146,714.74,2025-03-31 09:00:00
CUST_0047,Customer_47,West,2024-01-24,ORD_14435,580.95,2025-07-04 18:00:00
CUST_0048,Customer_48,East,2024-01-24,ORD_10428,574.8,2025-01-18 19:00:00
CUST_0048,Customer_48,East,2024-01-24,ORD_10659,417.58,2025-01-28 10:00:00
CUST_0048,Customer_48,East,2024-01-24,ORD_11021,115.16,2025-02-12 12:00:00
CUST_0048,Customer_48,East,2024-01-24,ORD_11153,39.79,2025-02-18 00:00:00
CUST_0048,Customer_48,East,2024-01-24,ORD_14719,527.52,2025-07-16 14:00:00
CUST_0049,Customer_49,South,2024-01-25,ORD_10952,327.85,2025-02-09 15:00:00
CUST_0049,Customer_49,South,2024-01-25,ORD_11194,611.8,2025-02-19 17:00:00
CUST_0049,Customer_49,South,2024-01-25,ORD_12440,363.61,2025-04-12 15:00:00
CUST_0049,Customer_49,South,2024-01-25,ORD_14058,504.77,2025-06-19 01:00:00
CUST_0049,Customer_49,South,2024-01-25,ORD_14843,449.02,2025-07-21 18:00:00
CUST_0050,Customer_50,South,2024-01-25,ORD_12831,624.39,2025-04-28 22:00:00
CUST_0050,Customer_50,South,2024-01-25,ORD_13643,444.44,2025-06-01 18:00:00
CUST_0050,Customer_50,South,2024-01-25,ORD_14534,26.75,2025-07-08 21:00:00
CUST_0050,Customer_50,South,2024-01-25,ORD_14668,497.87,2025-07-14 11:00:00
CUST_0050,Customer_50,South,2024-01-25,ORD_14925,568.73,2025-07-25 04:00:00
CUST_0051,Customer_51,East,2024-01-26,ORD_10194,343.08,2025-01-09 01:00:00
CUST_0051,Customer_51,East,2024-01-26,ORD_11656,218.35,2025-03-10 23:00:00
CUST_0051,Customer_51,East,2024-01-26,ORD_13323,263.92,2025-05-19 10:00:00
CUST_0051,Customer_51,East,2024-01-26,ORD_13724,632.62,2025-06-05 03:00:00
CUST_0051,Customer_51,East,2024-01-26,ORD_14442,394.55,2025-07-05 01:00:00
CUST_0052,Customer_52,South,2024-01-26,ORD_11317,251.34,2025-02-24 20:00:00
CUST_0052,Customer_52,South,2024-01-26,ORD_12114,107.95,2025-03-30 01:00:00
CUST_0052,Customer_52,South,2024-01-26,ORD_13590,687.67,2025-05-30 13:00:00
CUST_0052,Customer_52,South,2024-01-26,ORD_14590,305.5,2025-07-11 05:00:00
CUST_0052,Customer_52,South,2024-01-26,ORD_14796,650.41,2025-07-19 19:00:00
CUST_0053,Customer_53,East,2024-01-27,ORD_10759,138.04,2025-02-01 14:00:00
CUST_0053,Customer_53,East,2024-01-27,ORD_10909,500.56,2025-02-07 20:00:00
CUST_0053,Customer_53,East,2024-01-27,ORD_12198,324.93,2025-04-02 13:00:00
CUST_0053,Customer_53,East,2024-01-27,ORD_14062,242.95,2025-06-19 05:00:00
CUST_0053,Customer_53,East,2024-01-27,ORD_14559,388.23,2025-07-09 22:00:00
CUST_0054,Customer_54,West,2024-01-27,ORD_10579,20.17,2025-01-25 02:00:00
CUST_0054,Customer_54,West,2024-01-27,ORD_12212,709.86,2025-04-03 03:00:00
CUST_0054,Customer_54,West,2024-01-27,ORD_14209,251.6,2025-06-25 08:00:00
CUST_0054,Customer_54,West,2024-01-27,ORD_14343,152.29,2025-06-30 22:00:00
CUST_0054,Customer_54,West,2024-01-27,ORD_14903,397.22,2025-07-24 06:00:00
CUST_0055,Customer_55,East,2024-01-28,ORD_10094,513.23,2025-01-04 21:00:00
CUST_0055,Customer_55,East,2024-01-28,ORD_12796,511.3,2025-04-27 11:00:00
CUST_0055,Customer_55,East,2024-01-28,ORD_13097,408.31,2025-05-10 00:00:00
CUST_0055,Customer_55,East,2024-01-28,ORD_14283,115.14,2025-06-28 10:00:00
CUST_0055,Customer_55,East,2024-01-28,ORD_14588,301.68,2025-07-11 03:00:00
CUST_0056,Customer_56,West,2024-01-28,ORD_10543,732.32,2025-01-23 14:00:00
CUST_0056,Customer_56,West,2024-01-28,ORD_12604,229.8,2025-04-19 11:00:00
CUST_0056,Customer_56,West,2024-01-28,ORD_12663,251.02,2025-04-21 22:00:00
CUST_0056,Customer_56,West,2024-01-28,ORD_12931,485.31,2025-05-03 02:00:00
CUST_0056,Customer_56,West,2024-01-28,ORD_14888,351.62,2025-07-23 15:00:00
CUST_0057,Customer_57,West,2024-01-29,ORD_10041,442.3,2025-01-02 16:00:00
CUST_0057,Customer_57,West,2024-01-29,ORD_12260,260.22,2025-04-05 03:00:00
CUST_0057,Customer_57,West,2024-01-29,ORD_12898,700.83,2025-05-01 17:00:00
CUST_0057,Customer_57,West,2024-01-29,ORD_13668,187.84,2025-06-02 19:00:00
CUST_0057,Customer_57,West,2024-01-29,ORD_14232,440.12,2025-06-26 07:00:00
CUST_0058,Customer_58,North,2024-01-29,ORD_10308,652.49,2025-01-13 19:00:00
CUST_0058,Customer_58,North,2024-01-29,ORD_10388,425.25,2025-01-17 03:00:00
CUST_0058,Customer_58,North,2024-01-29,ORD_11976,22.86,2025-03-24 07:00:00
CUST_0058,Customer_58,North,2024-01-29,ORD_12299,413.61,2025-04-06 18:00:00
CUST_0058,Customer_58,North,2024-01-29,ORD_13557,279.36,2025-05-29 04:00:00
CUST_0059,Customer_59,East,2024-01-30,ORD_11424,732.19,2025-03-01 07:00:00
CUST_0059,Customer_59,East,2024-01-30,ORD_12336,474.48,2025-04-08 07:00:00
CUST_0059,Customer_59,East,2024-01-30,ORD_12364,58.2,2025-04-09 11:00:00
CUST_0059,Customer_59,East,2024-01-30,ORD_12755,165.69,2025-04-25 18:00:00
CUST_0059,Customer_59,East,2024-01-30,ORD_13571,693.28,2025-05-29 18:00:00
CUST_0060,Customer_60,North,2024-01-30,ORD_11395,494.18,2025-02-28 02:00:00
CUST_0060,Customer_60,North,2024-01-30,ORD_11490,449.09,2025-03-04 01:00:00
CUST_0060,Customer_60,North,2024-01-30,ORD_12460,114.22,2025-04-13 11:00:00
CUST_0060,Customer_60,North,2024-01-30,ORD_13037,582.99,2025-05-07 12:00:00
CUST_0060,Customer_60,North,2024-01-30,ORD_14617,676.01,2025-07-12 08:00:00
CUST_0061,Customer_61,East,2024-01-31,ORD_11101,650.99,2025-02-15 20:00:00
CUST_0061,Customer_61,East,2024-01-31,ORD_12378,68.66,2025-04-10 01:00:00
CUST_0061,Customer_61,East,2024-01-31,ORD_12973,437.49,2025-05-04 20:00:00
