date,revenue,orders,revenue_ma7,revenue_ma30,cumulative_revenue
2026-02-26,8070.03,78,10090.277142857143,9265.097333333335,504364.96
2026-02-27,8739.56,60,10015.231428571427,9271.220333333335,513104.52
2026-02-28,12841.65,81,10171.552857142857,9452.016,525946.17
2026-03-01,13648.31,85,10488.352857142858,9646.225333333334,539594.4800000001
2026-03-02,8636.16,53,10334.868571428571,9574.646,548230.6400000001
2026-03-03,9021.9,79,10159.817142857142,9416.648,557252.5400000002
2026-03-04,7950.61,70,9844.031428571428,9406.454,565203.1500000001
2026-03-05,7876.28,52,9816.352857142858,9434.433666666668,573079.4300000002
2026-03-06,10320.28,81,10042.17,9467.552333333333,583399.7100000002
2026-03-07,14306.26,112,10251.4,9714.155333333332,597705.9700000002
2026-03-08,12625.88,88,10105.33857142857,9846.439999999999,610331.8500000002
2026-03-09,10650.05,87,10393.037142857142,9888.487666666666,620981.9000000003
2026-03-10,9913.29,73,10520.378571428571,9879.6,630895.1900000003
2026-03-11,8738.71,64,10632.964285714286,9879.440333333334,639633.9000000003
2026-03-12,9980.04,86,10933.501428571428,9897.877,649613.9400000003
2026-03-13,11425.53,93,11091.394285714285,9986.063333333332,661039.4700000003
2026-03-14,12870.42,95,10886.274285714286,10132.776000000002,673909.8900000004
2026-03-15,14824.5,103,11200.362857142858,10350.925333333334,688734.3900000004
2026-03-16,6536.75,51,10612.74857142857,10228.796,695271.1400000004
2026-03-17,10700.25,94,10725.17142857143,10213.985333333334,705971.3900000004
2026-03-18,9851.94,71,10884.204285714284,10269.412333333334,715823.3300000003
2026-03-19,9422.2,90,10804.51285714286,10248.686666666668,725245.5300000003
2026-03-20,9924.64,79,10590.1,10272.132,735170.1700000003
2026-03-21,10762.96,76,10289.034285714286,10406.670333333333,745933.1300000002
2026-03-22,12917.96,101,10016.671428571428,10528.439666666667,758851.0900000002
2026-03-23,10343.62,86,10560.51,10481.647,769194.7100000002
2026-03-24,11722.08,74,10706.485714285713,10491.359333333332,780916.7900000002
2026-03-25,9360.2,56,10636.237142857144,10479.681,790276.9900000001
2026-03-26,9045.45,69,10582.415714285715,10439.620666666666,799322.4400000001
2026-03-27,9447.05,68,10514.188571428573,10415.818666666666,808769.4900000001
2026-03-28,14481.16,94,11045.36,10629.523,823250.6500000001
2026-03-29,13810.7,105,11172.894285714287,10798.560999999998,837061.3500000001
2026-03-30,9514.01,60,11054.378571428573,10687.639666666666,846575.3600000001
2026-03-31,10799.16,66,10922.532857142858,10592.668000000001,857374.5200000001
2026-04-01,10333.25,83,11061.539999999999,10649.237666666666,867707.7700000001
2026-04-02,11412.65,83,11399.711428571429,10728.929333333333,879120.4200000002
2026-04-03,9441.34,69,11398.895714285713,10778.620333333332,888561.7600000001
2026-04-04,13224.12,106,11219.31857142857,10956.881666666666,901785.8800000001
2026-04-05,13180.31,95,11129.262857142856,11052.215999999999,914966.1900000002
2026-04-06,8628.14,56,11002.709999999997,10862.945333333335,923594.3300000002
2026-04-07,10773.22,63,10999.004285714285,10801.19,934367.5500000002
2026-04-08,10764.66,69,11060.634285714286,10805.010333333334,945132.2100000002
2026-04-09,10491.05,85,10928.977142857142,10824.269,955623.2600000002
2026-04-10,10236.93,100,11042.632857142857,10874.209666666666,965860.1900000003
2026-04-11,12153.51,85,10889.688571428573,10946.658666666666,978013.7000000003
2026-04-12,13380.7,82,10918.315714285713,11011.831000000002,991394.4000000003
2026-04-13,10207.74,81,11143.972857142857,10923.075,1001602.1400000002
2026-04-14,9689.78,73,10989.195714285714,10751.917666666666,1011291.9200000003
2026-04-15,10492.49,81,10950.314285714285,10883.775666666665,1021784.4100000003
2026-04-16,11204.41,64,11052.222857142857,10900.581,1032988.8200000003
2026-04-17,13016.5,95,11449.304285714286,11006.066333333332,1046005.3200000003
2026-04-18,14296.09,98,11755.387142857144,11168.529333333332,1060301.4100000004
2026-04-19,14429.17,105,11905.168571428572,11318.680333333334,1074730.5800000003
2026-04-20,10764.3,83,11984.677142857143,11318.725,1085494.8800000004
2026-04-21,8584.63,71,11826.798571428571,11174.280666666666,1094079.5100000002
2026-04-22,10888.85,77,11883.421428571428,11192.454999999998,1104968.3600000003
2026-04-23,11026.47,88,11858.00142857143,11169.268000000002,1115994.8300000003
2026-04-24,13943.6,118,11990.444285714286,11322.048,1129938.4300000004
2026-04-25,14090.4,106,11961.06,11490.213,1144028.8300000003
2026-04-26,14716.61,84,12002.122857142856,11665.865,1158745.4400000004
2026-04-27,11046.61,80,12042.452857142856,11551.38,1169792.0500000005
2026-04-28,9719.37,76,12204.558571428572,11415.002333333334,1179511.4200000006
2026-04-29,12526.69,103,12438.535714285714,11515.425,1192038.1100000006
2026-04-30,12091.15,88,12590.632857142857,11558.491333333333,1204129.2600000005
2026-05-01,12171.58,102,12337.487142857144,11619.769,1216300.8400000005
2026-05-02,13464.6,98,12248.087142857143,11688.167333333335,1229765.4400000006
2026-05-03,16272.74,142,12470.391428571427,11915.880666666666,1246038.1800000006
2026-05-04,9640.68,67,12269.544285714286,11796.432666666666,1255678.8600000006
2026-05-05,12060.65,93,12604.012857142856,11759.110666666667,1267739.5100000005
2026-05-06,14018.49,89,12817.127142857144,11938.788999999999,1281758.0000000005
2026-05-07,10234.82,78,12551.937142857143,11920.842333333334,1291992.8200000005
2026-05-08,10777.43,81,12352.772857142858,11921.268,1302770.2500000005
2026-05-09,14910.08,110,12559.27,12068.569,1317680.3300000005
2026-05-10,14219.85,117,12266.0,12201.333,1331900.1800000006
2026-05-11,9696.75,64,12274.01,12119.440999999999,1341596.9300000006
2026-05-12,11673.34,94,12218.680000000002,12062.529,1353270.2700000007
2026-05-13,10349.82,83,11694.584285714285,12067.265000000001,1363620.0900000008
2026-05-14,12226.41,79,11979.097142857141,12151.819333333335,1375846.5000000007
2026-05-15,10588.31,76,11952.08,12155.013333333334,1386434.8100000008
2026-05-16,16885.06,119,12234.220000000001,12344.368333333334,1403319.8700000008
2026-05-17,14118.76,119,12219.778571428571,12381.110333333334,1417438.6300000008
2026-05-18,11405.7,86,12463.914285714287,12284.764000000001,1428844.3300000008
2026-05-19,12801.92,92,12625.14,12230.522333333332,1441646.2500000007
2026-05-20,10382.18,79,12629.76285714286,12217.785,1452028.4300000006
2026-05-21,12165.69,90,12621.088571428572,12337.153666666667,1464194.1200000006
2026-05-22,13494.83,99,13036.305714285716,12424.019666666667,1477688.9500000007
2026-05-23,13330.8,102,12528.554285714286,12500.830666666667,1491019.7500000007
2026-05-24,15514.86,95,12727.997142857143,12553.206,1506534.6100000008
2026-05-25,12338.67,80,12861.278571428571,12494.815,1518873.2800000007
2026-05-26,12998.52,84,12889.364285714286,12437.545333333333,1531871.8000000007
2026-05-27,10609.51,71,12921.84,12422.975333333334,1542481.3100000008
2026-05-28,10542.83,92,12690.002857142856,12450.424,1553024.1400000008
2026-05-29,12787.22,100,12588.915714285715,12459.108333333334,1565811.3600000008
2026-05-30,15850.8,105,12948.915714285715,12584.43,1581662.1600000008
2026-05-31,15828.52,104,12993.724285714286,12706.328,1597490.6800000009
2026-06-01,12677.19,84,13042.084285714287,12680.081,1610167.8700000008
2026-06-02,11478.94,74,12825.00142857143,12520.287666666667,1621646.8100000008
2026-06-03,12607.2,85,13110.385714285714,12619.171666666667,1634254.0100000007
2026-06-04,12713.7,94,13420.51,12640.94,1646967.7100000007
2026-06-05,11538.31,89,13242.094285714285,12558.267333333333,1658506.0200000007
2026-06-06,17967.98,143,13544.548571428571,12816.039333333332,1676474.0000000007
2026-06-07,16331.17,97,13616.355714285715,13001.163999999999,1692805.1700000006
2026-06-08,11066.53,91,13386.261428571428,12873.045666666667,1703871.7000000007
2026-06-09,13317.47,88,13648.908571428574,12842.966333333334,1717189.1700000006
2026-06-10,11393.51,82,13475.524285714286,12899.525,1728582.6800000006
2026-06-11,13541.15,103,13593.731428571427,12961.785333333333,1742123.8300000005
2026-06-12,14020.48,102,13948.327142857144,13084.140666666666,1756144.3100000005
2026-06-13,14978.87,82,13521.311428571427,13175.889333333333,1771123.1800000006
2026-06-14,17153.26,124,13638.752857142856,13394.721,1788276.4400000006
2026-06-15,13226.06,84,13947.257142857141,13272.754333333334,1801502.5000000007
2026-06-16,13750.72,102,14009.149999999998,13260.486333333334,1815253.2200000007
2026-06-17,15073.92,103,14534.922857142856,13382.760333333334,1830327.1400000006
2026-06-18,12536.82,85,14391.447142857143,13373.923666666667,1842863.9600000007
2026-06-19,11960.32,77,14097.13857142857,13426.528333333334,1854824.2800000007
2026-06-20,15130.91,113,14118.858571428571,13525.369,1869955.1900000006
2026-06-21,15252.87,120,13847.374285714284,13583.970333333333,1885208.0600000008
2026-06-22,12872.84,80,13796.914285714287,13568.705,1898080.9000000008
2026-06-23,13408.27,101,13747.992857142859,13498.485333333334,1911489.1700000009
2026-06-24,13364.43,97,13503.78,13532.677333333331,1924853.6000000008
2026-06-25,14058.54,97,13721.16857142857,13568.011333333334,1938912.1400000008
2026-06-26,13115.04,101,13886.128571428573,13651.529,1952027.1800000009
2026-06-27,18177.2,134,14321.312857142857,13906.008,1970204.3800000008
2026-06-28,16148.89,101,14449.315714285714,14018.063666666667,1986353.2700000007
2026-06-29,16464.2,111,14962.367142857143,14038.510333333334,2002817.4700000007
